"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"STRA6"	1.74431515963303e-24	0.272735154579301	0.275	0.097	4.07751111715816e-20	"7"	"STRA6"
"GADD45A"	1.78915066003705e-24	-0.87421950455611	0.342	0.541	4.18231858290261e-20	"7"	"GADD45A"
"ACTN1"	1.92486291334979e-24	0.519360614917006	0.899	0.709	4.49955954624646e-20	"7"	"ACTN1"
"RPL30"	2.32181058105001e-24	-0.332497513144846	0.997	0.997	5.4274644142625e-20	"7"	"RPL30"
"FSCN1"	2.53552513586043e-24	0.350921898295724	0.539	0.271	5.92704355758734e-20	"7"	"FSCN1"
"ADH1B"	3.17981013760423e-24	-1.50022599765692	0.049	0.295	7.43312417766365e-20	"7"	"ADH1B"
"TAP1"	3.56740340626367e-24	0.284555336328127	0.478	0.224	8.33916220248195e-20	"7"	"TAP1"
"TXNDC17"	4.05276454039554e-24	0.471632475098766	0.701	0.449	9.47374238962862e-20	"7"	"TXNDC17"
"BOC"	5.74747747418302e-24	-0.707182786083145	0.157	0.405	1.34353033436502e-19	"7"	"BOC"
"TFF1"	6.48895591614654e-24	0.346945203652033	0.42	0.195	1.51685833495841e-19	"7"	"TFF1"
"GJB2"	7.03817354241069e-24	0.744605580824161	0.638	0.374	1.64524344727392e-19	"7"	"GJB2"
"MT1X"	7.74493927478662e-24	-1.7627444321812	0.745	0.806	1.81045700487412e-19	"7"	"MT1X"
"ACSL4"	9.49043458787483e-24	0.380204704571397	0.377	0.159	2.21848398926162e-19	"7"	"ACSL4"
"GLTSCR2"	9.56822179138396e-24	-0.509432060022202	0.875	0.9	2.23666752595391e-19	"7"	"GLTSCR2"
"C1QTNF6"	1.01374005771932e-23	0.291355425080523	0.426	0.192	2.36971875892467e-19	"7"	"C1QTNF6"
"ABCA8"	1.04487946080758e-23	-0.971006180225129	0.104	0.359	2.44251022758381e-19	"7"	"ABCA8"
"LYZ"	1.06523461833906e-23	0.501366633687622	0.684	0.395	2.49009244382938e-19	"7"	"LYZ"
"P4HB"	1.49019188923175e-23	0.456989320125884	0.942	0.803	3.48347256026813e-19	"7"	"P4HB"
"PMP22"	1.50464532909555e-23	-0.581760909634429	0.754	0.817	3.51725892129376e-19	"7"	"PMP22"
"ELN"	2.07344943979881e-23	-0.823488850847471	0.328	0.538	4.8468954104737e-19	"7"	"ELN"
"CTGF"	2.15934635491322e-23	-1.28415710137944	0.826	0.886	5.04768803924513e-19	"7"	"CTGF"
"AP2S1"	2.44223750330303e-23	0.436931271965516	0.899	0.716	5.70897438772116e-19	"7"	"AP2S1"
"PAPPA"	2.66404942754867e-23	0.387892432081271	0.38	0.162	6.22748194183777e-19	"7"	"PAPPA"
"CYBRD1"	2.67496482041771e-23	-0.588715365922266	0.733	0.78	6.25299776420845e-19	"7"	"CYBRD1"
"IER3"	3.00609061519597e-23	1.06160168765172	0.609	0.376	7.02703742208209e-19	"7"	"IER3"
"TAGLN2"	4.27862948540733e-23	0.464486678358924	0.922	0.788	1.00017242850882e-18	"7"	"TAGLN2"
"EFEMP1"	4.36854367960899e-23	-0.959343063839616	0.528	0.675	1.0211907705454e-18	"7"	"EFEMP1"
"GSTO1"	6.30190513010236e-23	0.52813042614981	0.87	0.68	1.47313334321273e-18	"7"	"GSTO1"
"NREP"	7.25010769873429e-23	0.529085088390065	0.701	0.432	1.69478517565613e-18	"7"	"NREP"
"ACTR2"	7.2747341777179e-23	0.43098651701873	0.733	0.479	1.70054186138334e-18	"7"	"ACTR2"
"OCIAD2"	7.8615480181509e-23	0.318028894644723	0.522	0.265	1.83771546472295e-18	"7"	"OCIAD2"
"COTL1"	8.86133344040365e-23	0.403285183476957	0.554	0.302	2.07142530502876e-18	"7"	"COTL1"
"C6orf48"	1.14776152257817e-22	-0.524525552013667	0.786	0.823	2.68300733517874e-18	"7"	"C6orf48"
"CKS2"	1.22927313233634e-22	0.256267594938856	0.336	0.137	2.87354887414943e-18	"7"	"CKS2"
"CXCL12"	1.39473346551478e-22	-1.10318281236695	0.328	0.552	3.26032894898735e-18	"7"	"CXCL12"
"RPS8"	1.43514295263278e-22	-0.323632471135051	1	1	3.35479016607439e-18	"7"	"RPS8"
"NDUFC2"	1.56719787894233e-22	0.531885315176915	0.936	0.819	3.66348176181559e-18	"7"	"NDUFC2"
"PPIA"	1.60264512068688e-22	0.344825905099886	0.994	0.962	3.74634323411766e-18	"7"	"PPIA"
"CHSY1"	1.64753725217334e-22	0.37146302129363	0.467	0.233	3.8512830806804e-18	"7"	"CHSY1"
"NFIB"	1.65773968508796e-22	-0.765792182633964	0.316	0.521	3.87513228786163e-18	"7"	"NFIB"
"PGK1"	1.96442985512482e-22	0.570719907889204	0.832	0.623	4.59205122933979e-18	"7"	"PGK1"
"TNFRSF12A"	2.41664254862572e-22	0.488865030379108	0.814	0.568	5.64914362166748e-18	"7"	"TNFRSF12A"
"CD9"	2.6924880186716e-22	-0.785285708646833	0.649	0.747	6.29395999244673e-18	"7"	"CD9"
"PPP1R14B"	2.70184131783446e-22	0.35118442627183	0.591	0.329	6.31582426456982e-18	"7"	"PPP1R14B"
"XAF1"	2.79652047572335e-22	0.360971956018359	0.504	0.257	6.5371462640509e-18	"7"	"XAF1"
"IGF1"	3.63048652645497e-22	-1.19409900142106	0.162	0.408	8.48662530424113e-18	"7"	"IGF1"
"FLNA"	4.10154185072829e-22	0.440623893374558	0.936	0.771	9.58776423026245e-18	"7"	"FLNA"
"MIR4435-1HG"	4.26904668718299e-22	0.485123130882746	0.739	0.502	9.97932353595895e-18	"7"	"MIR4435-1HG"
"JUN"	4.70862843401641e-22	-0.830089806877611	0.725	0.84	1.10068898273568e-17	"7"	"JUN"
"NOTCH3"	5.12037064333805e-22	0.554988722926187	0.594	0.346	1.1969378415867e-17	"7"	"NOTCH3"
"COL18A1"	6.38688222822897e-22	0.725967774187403	0.812	0.606	1.4929975896708e-17	"7"	"COL18A1"
"GLUL"	7.92940252840275e-22	-0.826089193693594	0.716	0.777	1.85357713503943e-17	"7"	"GLUL"
"ZBTB16"	7.93515816824501e-22	-0.631745886457157	0.093	0.329	1.85492257340895e-17	"7"	"ZBTB16"
"GPC3"	8.76329617525262e-22	-1.05288940173509	0.133	0.357	2.04850811392705e-17	"7"	"GPC3"
"SCN7A"	9.58371710292125e-22	-0.629754050663124	0.023	0.25	2.24028970997887e-17	"7"	"SCN7A"
"SOD3"	1.02642967602601e-21	-1.22316737147117	0.51	0.641	2.3993820106784e-17	"7"	"SOD3"
"ARL6IP5"	1.1096391759166e-21	-0.534991407371733	0.693	0.781	2.59389253762264e-17	"7"	"ARL6IP5"
"RPL28"	1.24239172147429e-21	0.245639252886811	1	0.999	2.9042148881183e-17	"7"	"RPL28"
"EGR1"	1.57763095550414e-21	-0.893495992384942	0.617	0.749	3.68787012158647e-17	"7"	"EGR1"
"MAGED1"	2.06252983540585e-21	0.388213191884796	0.745	0.474	4.82136974324473e-17	"7"	"MAGED1"
"GOLT1B"	3.25516417213496e-21	0.312140715379293	0.562	0.305	7.60927176878267e-17	"7"	"GOLT1B"
"RPL21"	4.69410063455695e-21	-0.36148500659254	0.997	0.999	1.09729296433403e-16	"7"	"RPL21"
"CFH"	6.78602653258302e-21	-0.810529890815397	0.678	0.752	1.58630156225661e-16	"7"	"CFH"
"TMEM165"	7.43648292067904e-21	0.45445820281747	0.739	0.53	1.73835224753793e-16	"7"	"TMEM165"
"RPL34"	7.51331774016698e-21	-0.270955624015998	1	1	1.75631315494143e-16	"7"	"RPL34"
"COL6A2"	8.4694789517591e-21	0.545744371782865	0.994	0.981	1.97982539976321e-16	"7"	"COL6A2"
"MOXD1"	8.86153350543822e-21	-0.665662512101668	0.214	0.431	2.07147207223124e-16	"7"	"MOXD1"
"IFI27"	1.02528748259083e-20	0.916296140157298	0.884	0.793	2.39671201930432e-16	"7"	"IFI27"
"FCER1G"	1.10925626609537e-20	0.675973610684039	0.519	0.278	2.59299744762453e-16	"7"	"FCER1G"
"C12orf75"	1.15012504005402e-20	0.394774559028218	0.655	0.399	2.68853229363027e-16	"7"	"C12orf75"
"VCAN"	1.62303829787387e-20	0.46073980080183	0.977	0.847	3.79401432510997e-16	"7"	"VCAN"
"HMGB3"	1.63066402791025e-20	0.196466262431752	0.27	0.103	3.811840231643e-16	"7"	"HMGB3"
"GPX3"	1.72618968989736e-20	-1.36485396405728	0.194	0.4	4.03514101910407e-16	"7"	"GPX3"
"LHFP"	1.79775484482045e-20	-0.691584528674912	0.609	0.725	4.20243172525229e-16	"7"	"LHFP"
"CBX3"	1.98663728127281e-20	0.370683819495566	0.826	0.577	4.64396330870331e-16	"7"	"CBX3"
"S100A16"	2.11233066963363e-20	0.472308413770577	0.817	0.603	4.93778417333558e-16	"7"	"S100A16"
