"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"C1QTNF3"	6.1042390169656e-133	1.36242086279204	0.786	0.344	1.42692691260588e-128	"4"	"C1QTNF3"
"TMEM158"	2.55054288922391e-130	1.10082287802313	0.649	0.252	5.9621490578498e-126	"4"	"TMEM158"
"INHBA"	4.41728772762612e-128	1.05859361386225	0.948	0.598	1.03258517920988e-123	"4"	"INHBA"
"SERPINH1"	4.92533828616322e-128	0.971366403717396	0.972	0.821	1.15134707777352e-123	"4"	"SERPINH1"
"IGFBP7"	9.887534570009e-128	-1.30167504027126	1	1	2.3113100810853e-123	"4"	"IGFBP7"
"SGIP1"	3.16449146028998e-122	0.881847992710345	0.63	0.244	7.39731523757386e-118	"4"	"SGIP1"
"PLAU"	5.13501618927143e-119	0.978338319808089	0.843	0.454	1.20036138440409e-114	"4"	"PLAU"
"NEAT1"	2.98731217346851e-118	0.809665310987949	1	0.99	6.9831409367e-114	"4"	"NEAT1"
"LGALS1"	8.84871444317143e-118	0.706160044670619	1	0.997	2.06847548823575e-113	"4"	"LGALS1"
"CD99"	1.48622934622493e-117	0.797653525556523	0.987	0.921	3.47420971973539e-113	"4"	"CD99"
"GREM1"	4.52015443896709e-117	0.940699468844123	0.767	0.333	1.05663130165295e-112	"4"	"GREM1"
"SPARCL1"	5.53386640001749e-115	-1.51001280651379	0.738	0.904	1.29359660966809e-110	"4"	"SPARCL1"
"MFAP4"	1.18466865889837e-114	-1.63650256146491	0.516	0.821	2.76928145704083e-110	"4"	"MFAP4"
"PPAPDC1A"	1.14517106704076e-112	0.776761271205528	0.63	0.257	2.67695188631449e-108	"4"	"PPAPDC1A"
"REG1A"	1.40806934873921e-112	-1.36228420858767	0.119	0.589	3.29150290961277e-108	"4"	"REG1A"
"C3"	2.93445868578132e-111	-1.9489533137142	0.493	0.801	6.85959062388242e-107	"4"	"C3"
"TIMP2"	3.91985996498955e-110	0.750231456273154	0.974	0.903	9.16306465415957e-106	"4"	"TIMP2"
"FZD1"	4.3361225371712e-108	0.956467772640838	0.71	0.337	1.01361200428914e-103	"4"	"FZD1"
"SULF1"	2.27896797792518e-107	0.9232999961279	0.89	0.574	5.3273155451979e-103	"4"	"SULF1"
"SULF2"	9.63711078156953e-107	0.863303388076217	0.743	0.377	2.25277101629969e-102	"4"	"SULF2"
"PXDN"	1.21931161396232e-105	0.830283249243731	0.691	0.329	2.85026282879833e-101	"4"	"PXDN"
"VGLL4"	7.8285109543276e-105	0.846319797364575	0.812	0.525	1.82999272068362e-100	"4"	"VGLL4"
"RPS4X"	4.0102290084933e-103	-0.583228074348018	0.994	0.999	9.37431133025394e-99	"4"	"RPS4X"
"INS"	7.81370688632622e-102	-1.95690944642279	0.901	0.925	1.82653212174762e-97	"4"	"INS"
"CMTM3"	6.98401331079144e-101	0.857538982386473	0.796	0.48	1.63258295153061e-96	"4"	"CMTM3"
"GJA1"	2.90675225605375e-100	0.86047875314133	0.745	0.399	6.79482407375124e-96	"4"	"GJA1"
"PTGDS"	1.40229571118263e-98	-3.27995341775696	0.371	0.704	3.27800645446051e-94	"4"	"PTGDS"
"EDIL3"	2.236660206974e-98	0.853010416989711	0.701	0.35	5.22841689982241e-94	"4"	"EDIL3"
"KCNQ1OT1"	2.48504079085558e-95	0.97720946630058	0.729	0.394	5.80903135270399e-91	"4"	"KCNQ1OT1"
"KIAA1217"	3.67941916597125e-95	0.751799058900146	0.73	0.381	8.60101024237439e-91	"4"	"KIAA1217"
"COL14A1"	3.34724335752628e-94	-1.34976110635202	0.113	0.528	7.82451607255344e-90	"4"	"COL14A1"
"LOXL2"	1.06427940998145e-92	0.793998290930993	0.607	0.27	2.48785954877265e-88	"4"	"LOXL2"
"RPS9"	1.12702134336569e-92	-0.539342508379568	0.991	0.998	2.63452509225164e-88	"4"	"RPS9"
"MT1X"	2.3734048380788e-92	-2.19849512027122	0.613	0.826	5.54807114949301e-88	"4"	"MT1X"
"ITGB5"	2.54931696434176e-92	0.788211470470534	0.829	0.522	5.95928333584529e-88	"4"	"ITGB5"
"FXYD1"	8.16657680789361e-92	-1.21965969631178	0.109	0.514	1.90901899461321e-87	"4"	"FXYD1"
"COL6A2"	2.22716368055213e-91	0.724599075283435	0.999	0.979	5.20621781965865e-87	"4"	"COL6A2"
"MFAP5"	1.92930801024103e-90	0.737245782624087	0.816	0.429	4.50995040473944e-86	"4"	"MFAP5"
"SPINK1"	3.67302542717824e-88	-1.6799952242011	0.336	0.67	8.58606423857186e-84	"4"	"SPINK1"
"RPL21"	2.0644895997333e-87	-0.578064083556478	0.999	0.999	4.82595088833657e-83	"4"	"RPL21"
"RPL17"	2.57485692655047e-87	-0.805400471880654	0.801	0.935	6.01898555150439e-83	"4"	"RPL17"
"RPS27A"	3.93210441739061e-87	-0.548994715642589	0.986	0.999	9.19168728609229e-83	"4"	"RPS27A"
"VCAN"	5.31793519356406e-87	0.756547331588531	0.994	0.837	1.24312053084754e-82	"4"	"VCAN"
"DERL3"	5.9841022070152e-87	0.751332638523218	0.378	0.11	1.39884373191187e-82	"4"	"DERL3"
"RPL6"	1.54442236389828e-84	-0.555918424185743	0.977	0.996	3.61024171784862e-80	"4"	"RPL6"
"PRSS23"	1.78480834683286e-84	0.962596906022334	0.899	0.683	4.1721679915565e-80	"4"	"PRSS23"
"C1R"	9.52084039269934e-83	-0.951056656996771	0.936	0.976	2.2255916501974e-78	"4"	"C1R"
"TFPI"	1.14499379234513e-82	-1.00283886693884	0.249	0.615	2.67653748898597e-78	"4"	"TFPI"
"CTRB2"	3.2392973047503e-82	-1.63523259585439	0.077	0.458	7.5721813795843e-78	"4"	"CTRB2"
"PRSS1"	4.30104948954561e-82	-2.05229523581247	0.019	0.399	1.00541332867618e-77	"4"	"PRSS1"
"RPL10A"	1.13949553655161e-80	-0.583332641553762	0.962	0.995	2.66368476624303e-76	"4"	"RPL10A"
"CTSK"	1.78188648147918e-80	0.807638654194038	0.946	0.834	4.16533783910573e-76	"4"	"CTSK"
"RPL13A"	1.29759136239484e-79	-0.471309402118118	0.999	1	3.03324956873419e-75	"4"	"RPL13A"
"FXYD2"	5.14385732178947e-78	-1.34141225580069	0.075	0.451	1.20242808754151e-73	"4"	"FXYD2"
"NBL1"	1.36347876071969e-77	0.649811219958504	0.971	0.873	3.18726795105835e-73	"4"	"NBL1"
"ZFP36"	2.02743878715244e-77	-1.36880635923969	0.722	0.881	4.73934090884755e-73	"4"	"ZFP36"
"RPS7"	2.76645720109057e-77	-0.546705944536675	0.978	0.993	6.46687035326932e-73	"4"	"RPS7"
"ID3"	2.82947716003168e-77	0.82544461393677	0.89	0.66	6.61418580929005e-73	"4"	"ID3"
"IGFL2"	3.89430447598614e-77	0.738796499783589	0.542	0.215	9.1033261430652e-73	"4"	"IGFL2"
"GJB2"	4.87278643813657e-77	0.738542607989993	0.714	0.348	1.1390625577788e-72	"4"	"GJB2"
"TCF4"	8.4750610814484e-77	0.74567251068542	0.939	0.788	1.98113027839938e-72	"4"	"TCF4"
"HSPB6"	1.31251103777304e-76	-1.03550895740914	0.078	0.446	3.06812580189827e-72	"4"	"HSPB6"
"NFKBIA"	1.32105987518493e-76	-1.02638533012902	0.599	0.818	3.0881095642323e-72	"4"	"NFKBIA"
"MALAT1"	1.61164986722506e-76	0.577273659096576	1	1	3.76739272962529e-72	"4"	"MALAT1"
"TPM4"	4.35746179159532e-76	0.646434996154319	0.961	0.841	1.01860026840332e-71	"4"	"TPM4"
"RPS5"	9.60525116724976e-76	-0.578887279243043	0.965	0.991	2.2453235128563e-71	"4"	"RPS5"
"EVI2A"	2.07211718546018e-75	0.481683508722461	0.351	0.105	4.84378113273172e-71	"4"	"EVI2A"
"GSN"	6.22445193274476e-75	-1.71910231981304	0.917	0.955	1.45502788379842e-70	"4"	"GSN"
"SEPP1"	1.51741118324332e-74	-1.43767352562444	0.51	0.759	3.54710038194959e-70	"4"	"SEPP1"
"RAB31"	2.53861954780696e-72	0.715597355351336	0.855	0.653	5.93427705495355e-68	"4"	"RAB31"
"RPL7"	4.50717771050832e-72	-0.509893074701392	0.993	0.999	1.05359786160842e-67	"4"	"RPL7"
"PRRX1"	5.47074547519665e-72	0.68292141307642	0.832	0.589	1.27884146228197e-67	"4"	"PRRX1"
"TOMM7"	1.17583252921181e-71	-0.63673800940878	0.814	0.947	2.74862612028553e-67	"4"	"TOMM7"
"EFEMP1"	4.18094517433053e-71	-1.24096907084782	0.426	0.696	9.77337743951504e-67	"4"	"EFEMP1"
"RPS8"	4.59828606786337e-71	-0.450710989134731	1	1	1.07489535122374e-66	"4"	"RPS8"
"RPL35A"	3.35067592218708e-70	-0.432655964085519	0.997	0.999	7.83254003570452e-66	"4"	"RPL35A"
"CAPZB"	1.22150895768075e-69	0.553547391893797	0.941	0.837	2.85539933947453e-65	"4"	"CAPZB"
"CALU"	1.64015910710034e-69	0.652456397241023	0.894	0.735	3.83403592875776e-65	"4"	"CALU"
"RPL5"	1.87921759262091e-69	-0.506335364994166	0.993	0.996	4.39285904451063e-65	"4"	"RPL5"
"ITGA11"	2.21991394793153e-69	0.541931136248624	0.471	0.188	5.18927084468475e-65	"4"	"ITGA11"
"FBLN2"	2.90092880954805e-69	0.665822595819641	0.861	0.61	6.78121118519953e-65	"4"	"FBLN2"
"MAP1B"	3.48103225581173e-69	-0.988791980583063	0.283	0.603	8.13726100118551e-65	"4"	"MAP1B"
"MARCKS"	4.95359994235431e-69	0.658897384937939	0.932	0.734	1.15795352252474e-64	"4"	"MARCKS"
"XIST"	9.84944983646989e-69	-1.00686275030539	0.036	0.386	2.3024073937732e-64	"4"	"XIST"
"RPL11"	1.75199394253146e-68	-0.380694337520048	1	1	4.09546104006155e-64	"4"	"RPL11"
"PPFIBP1"	2.00422472814976e-68	0.660179380852864	0.71	0.42	4.68507572452287e-64	"4"	"PPFIBP1"
"MYH9"	2.49987716796118e-68	0.691386348718058	0.935	0.753	5.84371286782605e-64	"4"	"MYH9"
"A2M"	2.19381177775313e-67	-1.32827579355032	0.459	0.718	5.12825441167572e-63	"4"	"A2M"
"SOX4"	3.59037379895534e-67	0.75539766506348	0.816	0.556	8.39285779243801e-63	"4"	"SOX4"
"MIAT"	3.69138412213337e-67	0.533848310066454	0.333	0.106	8.62897952389898e-63	"4"	"MIAT"
"BCAT1"	5.07116372523657e-67	0.589740938171073	0.462	0.193	1.1854352324113e-62	"4"	"BCAT1"
"RPL23A"	1.25061427012661e-66	-0.454143030904656	0.986	0.999	2.92343591784797e-62	"4"	"RPL23A"
"FRZB"	1.55505838713286e-66	-1.13648271384216	0.303	0.604	3.63510448576177e-62	"4"	"FRZB"
"PRKCDBP"	2.00706306616098e-66	0.624066474710135	0.897	0.762	4.6917106234579e-62	"4"	"PRKCDBP"
"EIF1"	9.91674265657951e-66	-0.472725156665514	0.98	0.995	2.31813776340203e-61	"4"	"EIF1"
"TSHZ2"	1.10787340533127e-65	-0.91958459438211	0.51	0.765	2.58976487230237e-61	"4"	"TSHZ2"
"CYGB"	1.11952006812265e-65	-0.963709065975168	0.135	0.468	2.61699011124351e-61	"4"	"CYGB"
"RPL26"	2.06170114546026e-65	-0.424821500666392	0.996	0.999	4.8194325976279e-61	"4"	"RPL26"
"ALDH1A1"	3.82440479413171e-65	-1.26064513118398	0.359	0.663	8.93992864676229e-61	"4"	"ALDH1A1"
"NFIA"	4.15097991361802e-65	-0.878013472335265	0.148	0.484	9.70333064607348e-61	"4"	"NFIA"
"FNDC1"	5.0968212961763e-65	0.634491596680494	0.686	0.373	1.19143294619417e-60	"4"	"FNDC1"
"RPL32"	5.65862580164983e-65	-0.357695735259834	1	1	1.32276036739367e-60	"4"	"RPL32"
"JUNB"	1.00854779299264e-64	-1.21989579126888	0.758	0.881	2.3575813208996e-60	"4"	"JUNB"
"CCL2"	2.35377477593532e-64	-2.54473855289507	0.125	0.456	5.5021839162264e-60	"4"	"CCL2"
"TWIST1"	8.9279671809716e-64	0.649223788754069	0.487	0.219	2.08700160822392e-59	"4"	"TWIST1"
"RARRES1"	2.86157869633473e-63	-1.60369851595999	0.252	0.55	6.68922636055205e-59	"4"	"RARRES1"
"MYC"	5.85800312186648e-63	-1.15122345476651	0.1	0.421	1.36936680976751e-58	"4"	"MYC"
"CDH11"	7.59674001350118e-63	0.624096170670695	0.872	0.629	1.77581394555604e-58	"4"	"CDH11"
"RPL30"	7.62207218109082e-63	-0.425489428901299	0.984	0.998	1.78173559305179e-58	"4"	"RPL30"
"COL8A1"	1.84839453327969e-62	0.721548101125101	0.871	0.609	4.3208070609946e-58	"4"	"COL8A1"
"NFIB"	3.50456302730868e-62	-0.854377564705206	0.219	0.546	8.19226653263676e-58	"4"	"NFIB"
"RPL3"	5.06926056008565e-62	-0.440576082040578	0.997	0.999	1.18499034852562e-57	"4"	"RPL3"
"ANGPTL2"	8.13997037504657e-62	0.635840497747986	0.609	0.33	1.90279947487089e-57	"4"	"ANGPTL2"
"GOLM1"	2.46495521361363e-61	0.616269464315967	0.596	0.331	5.76207930734323e-57	"4"	"GOLM1"
"DPYSL3"	2.58110107304345e-61	0.644053059723158	0.778	0.511	6.03358186834637e-57	"4"	"DPYSL3"
"RPL41"	4.03461271599709e-61	-0.43675804044757	1	1	9.4313106849148e-57	"4"	"RPL41"
"LRRC17"	4.07970185119277e-61	0.626624046639216	0.497	0.226	9.53671104734823e-57	"4"	"LRRC17"
"FAU"	4.09526134115857e-61	-0.408765043680055	0.987	0.997	9.57308291109227e-57	"4"	"FAU"
"CXCR4"	6.09619545765853e-60	0.711781187941646	0.62	0.339	1.42504665018226e-55	"4"	"CXCR4"
"GPC3"	7.25677199361376e-60	-1.14084045563711	0.072	0.379	1.69634302122715e-55	"4"	"GPC3"
"CTRB1"	1.95399116802954e-59	-1.33305839828502	0.014	0.312	4.56764975438586e-55	"4"	"CTRB1"
"CYP1B1"	2.036349170793e-59	-1.19816896731337	0.238	0.554	4.76016982164572e-55	"4"	"CYP1B1"
"DUSP10"	2.46158983925276e-59	0.393926627337374	0.296	0.092	5.75421240823726e-55	"4"	"DUSP10"
"ADRA2A"	2.61814892979818e-59	0.626777891350639	0.386	0.151	6.12018493829623e-55	"4"	"ADRA2A"
"CTSB"	3.93383914757583e-59	0.559693070307677	0.913	0.781	9.19574239137327e-55	"4"	"CTSB"
"TMED9"	3.99673193603552e-59	0.601090563642577	0.859	0.706	9.34276057367664e-55	"4"	"TMED9"
"RPS13"	5.72921140146958e-59	-0.41755341520475	0.98	0.998	1.33926045720753e-54	"4"	"RPS13"
"PLAT"	8.11947012744275e-59	0.659482927479719	0.809	0.564	1.89800733699102e-54	"4"	"PLAT"
"CHPF"	1.94191478917926e-58	0.645868048788699	0.804	0.581	4.53942001118543e-54	"4"	"CHPF"
"GAS6"	2.98828564394573e-58	-0.84912210416713	0.545	0.778	6.98541652128754e-54	"4"	"GAS6"
"ABCA8"	3.5571648368596e-58	-1.11470680558193	0.071	0.379	8.315228522643e-54	"4"	"ABCA8"
"ENAH"	4.59773183807534e-58	0.599449801224758	0.632	0.357	1.07476579446849e-53	"4"	"ENAH"
"CFD"	5.5368893284123e-58	-3.4345227009883	0.214	0.498	1.29430324940966e-53	"4"	"CFD"
"LEPRE1"	1.25128533428055e-57	0.567498936338086	0.61	0.346	2.92500459741421e-53	"4"	"LEPRE1"
"ITM2B"	3.45749675197648e-57	-0.535606940663161	0.99	0.997	8.08224440742022e-53	"4"	"ITM2B"
"SLC38A5"	1.39128960614403e-56	0.433232960041801	0.365	0.139	3.25227858332228e-52	"4"	"SLC38A5"
"INMT"	3.29587391929244e-56	-0.75205759827993	0.022	0.31	7.704434873738e-52	"4"	"INMT"
"PRDX6"	5.85620382453468e-56	-0.694298263265299	0.678	0.829	1.36894620602323e-51	"4"	"PRDX6"
"ISG15"	1.34521389981238e-55	0.788770772024761	0.816	0.588	3.14457201220142e-51	"4"	"ISG15"
"FBLN5"	1.42322703436507e-55	-1.10959974307734	0.345	0.592	3.32693551553179e-51	"4"	"FBLN5"
"ADH1B"	2.40189996713576e-55	-1.5607557495606	0.029	0.313	5.61468136317656e-51	"4"	"ADH1B"
"PDLIM1"	2.7747912488713e-55	-0.732974816931398	0.37	0.635	6.48635202336156e-51	"4"	"PDLIM1"
"SCT"	3.87315989031418e-55	0.419918347345507	0.296	0.095	9.05389855959842e-51	"4"	"SCT"
"FOSB"	3.90706607503073e-55	-1.34958706697907	0.265	0.555	9.13315765699184e-51	"4"	"FOSB"
"GSTT1"	5.90277406914847e-55	-0.561200436278246	0.025	0.315	1.37983246640415e-50	"4"	"GSTT1"
"ADAMTS12"	6.42152707605215e-55	0.494953633505564	0.517	0.256	1.50109616929795e-50	"4"	"ADAMTS12"
"CADM1"	9.30830376975238e-55	0.456862571274774	0.404	0.164	2.17590908921732e-50	"4"	"CADM1"
"RPS12"	1.10033946235024e-54	-0.394602213115495	0.996	0.999	2.57215352718991e-50	"4"	"RPS12"
"GPX3"	1.57236570800551e-54	-1.46148737476465	0.136	0.421	3.67556207903368e-50	"4"	"GPX3"
"CLPS"	2.55496930326048e-54	-1.31989170607136	0.022	0.304	5.97249624330171e-50	"4"	"CLPS"
"ASPN"	4.53233498222861e-54	0.83328517407935	0.913	0.808	1.05947862544576e-49	"4"	"ASPN"
"TRIM59"	1.75879157180577e-53	0.377916690400653	0.283	0.092	4.11135117825317e-49	"4"	"TRIM59"
"FBN1"	2.32014838090114e-53	0.58909490318408	0.89	0.714	5.42357885519451e-49	"4"	"FBN1"
"PDK4"	7.15931195193292e-53	-1.3659613918948	0.104	0.387	1.67356076188384e-48	"4"	"PDK4"
"B2M"	7.57630506347598e-53	0.403820120228539	1	1	1.77103707163815e-48	"4"	"B2M"
"RPL9"	4.15816951554743e-52	-0.364922077531451	0.997	0.999	9.72013705954368e-48	"4"	"RPL9"
"HSD11B1"	5.35437159742772e-52	-0.773417216914455	0.02	0.29	1.2516379046147e-47	"4"	"HSD11B1"
"IGFBP3"	1.00694842536569e-51	0.409896635068732	0.874	0.608	2.35384263913484e-47	"4"	"IGFBP3"
"METTL7A"	1.61361701793088e-51	-0.762979734767714	0.204	0.503	3.77199114111523e-47	"4"	"METTL7A"
"RAI14"	2.866111780239e-51	0.589108819983411	0.533	0.292	6.69982289748669e-47	"4"	"RAI14"
"CPA1"	7.19776706020496e-51	-1.23180186187768	0.007	0.268	1.68255002799351e-46	"4"	"CPA1"
"HSP90AB1"	7.97005436781618e-51	-0.598565177920725	0.857	0.94	1.86307990902071e-46	"4"	"HSP90AB1"
"RPL8"	1.00627623661805e-50	-0.368459362859259	0.996	0.998	2.35227133071835e-46	"4"	"RPL8"
"CPB1"	1.17468184809147e-50	-1.07151310134587	0.014	0.277	2.74593628809861e-46	"4"	"CPB1"
"C1QTNF6"	1.6314296662091e-50	0.477540937889161	0.404	0.18	3.8136299877304e-46	"4"	"C1QTNF6"
"RP11-400N13.3"	1.23858499544415e-49	0.549691508000519	0.267	0.086	2.89531628535025e-45	"4"	"RP11-400N13.3"
"RPL7A"	1.58009489305631e-49	-0.376729046101323	0.981	0.996	3.69362982200844e-45	"4"	"RPL7A"
"TNFRSF19"	2.32888648736104e-49	0.394673972492774	0.27	0.089	5.44400505285516e-45	"4"	"TNFRSF19"
"RPL19"	5.85254470146253e-49	-0.321134866331326	0.999	0.999	1.36809084941388e-44	"4"	"RPL19"
"S100A13"	1.41706707539456e-48	-0.68597389714123	0.751	0.863	3.31253599544231e-44	"4"	"S100A13"
"NDRG2"	2.5284117658936e-48	-0.722637722399824	0.123	0.4	5.91041534395289e-44	"4"	"NDRG2"
"GGT5"	3.41122535226674e-48	-0.799347731458683	0.423	0.66	7.97408038345874e-44	"4"	"GGT5"
"CELA3A"	5.64877763865535e-48	-1.01554677605221	0.013	0.264	1.32045826081208e-43	"4"	"CELA3A"
"PLAC9"	5.79818793423524e-48	-0.915397027000153	0.326	0.566	1.35538441150683e-43	"4"	"PLAC9"
"RCN3"	5.99916433154128e-48	0.556812828622519	0.83	0.686	1.40236465414109e-43	"4"	"RCN3"
"RPS3"	7.97780059465967e-48	-0.377582831706671	0.991	0.998	1.86489066700764e-43	"4"	"RPS3"
"NOX4"	9.19024813779005e-48	0.473579978774161	0.472	0.238	2.1483124046898e-43	"4"	"NOX4"
"COL6A1"	1.50551294289442e-47	0.711802590865457	0.975	0.911	3.51928705531e-43	"4"	"COL6A1"
"PLAUR"	1.63819310905576e-47	0.430825825289687	0.709	0.467	3.82944021172874e-43	"4"	"PLAUR"
"LOXL1"	1.67033475121725e-47	0.57383439880703	0.803	0.588	3.90457451444543e-43	"4"	"LOXL1"
"CTRC"	2.28472502762842e-47	-1.06005045402026	0.028	0.28	5.34077322458419e-43	"4"	"CTRC"
"KIF26B"	2.60355606507243e-47	0.485805222129666	0.375	0.162	6.08607265771332e-43	"4"	"KIF26B"
"RPL24"	6.65956844869155e-47	-0.353791034682279	0.991	0.997	1.55674072056614e-42	"4"	"RPL24"
"NTRK2"	6.66012615959635e-47	-0.679935198624158	0.016	0.265	1.55687109106724e-42	"4"	"NTRK2"
"ITGB1"	8.7888746666746e-47	0.44227987023631	0.99	0.936	2.05448734208186e-42	"4"	"ITGB1"
"C1S"	1.11408240006477e-46	-0.619753811566116	0.983	0.987	2.6042790183914e-42	"4"	"C1S"
"PRELP"	1.49612106043701e-46	-0.932887244245249	0.448	0.692	3.49733259087754e-42	"4"	"PRELP"
"SKP1"	1.54901730996862e-46	-0.465478301026284	0.849	0.949	3.62098286378264e-42	"4"	"SKP1"
"MGST1"	2.0525778684113e-46	-0.787348320915776	0.049	0.307	4.79810602519827e-42	"4"	"MGST1"
"LTBP1"	3.27405671959022e-46	-0.723519747588394	0.316	0.587	7.6534349877141e-42	"4"	"LTBP1"
"OGN"	6.3364107233092e-46	-0.876172890357185	0.17	0.441	1.48119937068076e-41	"4"	"OGN"
"CTSZ"	1.07819692925069e-45	0.527951994469309	0.7	0.465	2.5203931418164e-41	"4"	"CTSZ"
"MYOF"	1.31085389956387e-45	0.535757788872393	0.59	0.353	3.0642520756205e-41	"4"	"MYOF"
"ABI3BP"	2.38363985179333e-45	-0.590574141595986	0.042	0.293	5.57199651755209e-41	"4"	"ABI3BP"
"FAP"	3.93944647906767e-45	0.515474543846527	0.816	0.627	9.20885008946859e-41	"4"	"FAP"
"CTSC"	4.07351037669431e-45	-1.21578976184753	0.525	0.697	9.52223785656063e-41	"4"	"CTSC"
"TCF12"	5.76657666747728e-45	0.482237472323162	0.519	0.282	1.34799496178949e-40	"4"	"TCF12"
"RPL36"	6.58895944541885e-45	-0.324513118500161	0.999	0.999	1.54023515996111e-40	"4"	"RPL36"
"EEF1B2"	7.47658411023565e-45	-0.5181919692512	0.79	0.888	1.74772630160869e-40	"4"	"EEF1B2"
"WIPF1"	9.93207834068935e-45	0.497410776532023	0.552	0.316	2.32172263291954e-40	"4"	"WIPF1"
