"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"FOSB"	4.7330609101428e-100	-1.36361466923604	0.242	0.582	1.10640031835498e-95	"1"	"FOSB"
"GJB2"	1.12418411027794e-99	-1.43152484585375	0.113	0.447	2.62789277618571e-95	"1"	"GJB2"
"CST2"	4.74093293052962e-99	0.980467325254372	0.379	0.127	1.1082404818406e-94	"1"	"CST2"
"FOS"	1.25166939017886e-92	-1.0274875328545	0.712	0.899	2.92590236648211e-88	"1"	"FOS"
"RBP1"	2.27528675537711e-92	0.845634173508384	0.743	0.521	5.31871031936953e-88	"1"	"RBP1"
"TSC22D1"	2.95507411780207e-91	0.855313866858253	0.912	0.8	6.90778125777413e-87	"1"	"TSC22D1"
"PGF"	2.27872689191668e-90	0.729636496620581	0.323	0.101	5.32675198254442e-86	"1"	"PGF"
"COLEC11"	7.43111804690327e-90	0.826979025678644	0.483	0.204	1.73709815464411e-85	"1"	"COLEC11"
"GPBAR1"	1.19896822606554e-89	0.518275970357578	0.275	0.071	2.80270812525081e-85	"1"	"GPBAR1"
"CTGF"	2.21025739545089e-88	-1.22232935699965	0.759	0.909	5.16669768760599e-84	"1"	"CTGF"
"ANXA1"	2.01017944400889e-87	-0.780609180191762	0.815	0.938	4.69899546831518e-83	"1"	"ANXA1"
"FRZB"	5.2002194415255e-87	0.806582288967826	0.765	0.529	1.215603296651e-82	"1"	"FRZB"
"PRSS23"	8.48871771253011e-87	-1.0799905209737	0.521	0.746	1.98432265248104e-82	"1"	"PRSS23"
"C7"	2.69948134600823e-86	0.650480767895275	0.875	0.545	6.31030759442883e-82	"1"	"C7"
"CYGB"	2.28841896513539e-83	0.70612496082219	0.649	0.384	5.34940817290049e-79	"1"	"CYGB"
"FIBIN"	8.85364507025799e-81	-0.77010095182469	0.259	0.57	2.06962807162351e-76	"1"	"FIBIN"
"EPHA3"	9.88744620518694e-81	0.591352784275098	0.368	0.141	2.3112894249245e-76	"1"	"EPHA3"
"TNFRSF12A"	2.51890561436385e-78	-0.891594801118198	0.338	0.634	5.88819376413693e-74	"1"	"TNFRSF12A"
"SPARCL1"	8.59570273578883e-77	0.619877578553451	0.977	0.866	2.009331471518e-72	"1"	"SPARCL1"
"LGALS1"	1.7863230243641e-76	-0.683192642800477	0.996	0.998	4.17570870175352e-72	"1"	"LGALS1"
"SOD3"	6.41529314902805e-76	0.817366179096656	0.807	0.597	1.4996389265168e-71	"1"	"SOD3"
"GREM1"	1.8094422410876e-75	-1.02836072567433	0.14	0.432	4.22975218276636e-71	"1"	"GREM1"
"GJA1"	3.415117605439e-74	-0.739730743426967	0.191	0.49	7.98317891447421e-70	"1"	"GJA1"
"TPM4"	6.94031594354891e-74	-0.655708774936129	0.764	0.873	1.62236825496399e-69	"1"	"TPM4"
"MYL12A"	1.04366064708982e-73	-0.563150849027737	0.904	0.959	2.43966112863717e-69	"1"	"MYL12A"
"ANKRD28"	1.36548867048547e-73	-0.748363404890209	0.104	0.397	3.19196631612684e-69	"1"	"ANKRD28"
"TPM1"	2.25336842613128e-73	-0.873533020527193	0.843	0.91	5.26747403292448e-69	"1"	"TPM1"
"TMEM100"	4.52840244313843e-73	0.545024276620205	0.292	0.097	1.05855935510804e-68	"1"	"TMEM100"
"PLXDC1"	1.04354901299767e-72	0.674366641048896	0.459	0.224	2.43940017278336e-68	"1"	"PLXDC1"
"ANO1"	4.84692504915497e-71	0.60026579159977	0.347	0.137	1.13301719949047e-66	"1"	"ANO1"
"COL4A2"	1.67828720081132e-70	0.773384671199814	0.776	0.637	3.92316416061654e-66	"1"	"COL4A2"
"IGFBP5"	9.19349083775422e-69	1.16651756987705	0.87	0.758	2.14907041823343e-64	"1"	"IGFBP5"
"TXNIP"	1.63079841356847e-68	0.519114070984831	0.95	0.865	3.81215437155765e-64	"1"	"TXNIP"
"HOPX"	6.82676085060738e-68	1.05812296836863	0.721	0.537	1.59582361643798e-63	"1"	"HOPX"
"LMNA"	1.36268459764183e-67	-0.797467671152219	0.793	0.914	3.18541151544755e-63	"1"	"LMNA"
"MARCKS"	2.57240810201155e-67	-0.646075125008345	0.577	0.794	6.01326117926219e-63	"1"	"MARCKS"
"CD55"	8.53501411558443e-66	-0.921179551495598	0.399	0.622	1.99514489965902e-61	"1"	"CD55"
"EGR1"	9.10691626154684e-66	-0.78843772155795	0.543	0.784	2.12883274529919e-61	"1"	"EGR1"
"RPL6"	7.25024149804788e-65	0.359801803973584	0.998	0.993	1.69481645258367e-60	"1"	"RPL6"
"SMOC2"	3.0641424094853e-64	-0.906838866549471	0.326	0.593	7.16273929641284e-60	"1"	"SMOC2"
"COL8A1"	7.22750594000011e-64	-0.886782380026707	0.465	0.674	1.68950178853443e-59	"1"	"COL8A1"
"C1S"	1.21298983858069e-63	0.517318450196143	0.994	0.985	2.83548504666622e-59	"1"	"C1S"
"NR4A1"	5.0025898852008e-63	-0.999371179461805	0.31	0.571	1.16940541156454e-58	"1"	"NR4A1"
"IFI27"	9.76126208121952e-63	-0.933387212882971	0.67	0.825	2.28179262410588e-58	"1"	"IFI27"
"COL5A2"	4.25100399182421e-62	-0.972448096620754	0.73	0.83	9.93714693128827e-58	"1"	"COL5A2"
"GAS1"	2.27857615849465e-61	-0.827260733756444	0.257	0.523	5.3263996280971e-57	"1"	"GAS1"
"C1R"	2.77775978818574e-60	0.51299076803583	0.982	0.969	6.49329128086299e-56	"1"	"C1R"
"BGN"	3.05256450248027e-60	0.55090496795048	0.976	0.938	7.13567478099789e-56	"1"	"BGN"
"MFAP4"	1.54360059127671e-59	0.809505101629204	0.855	0.773	3.60832074216844e-55	"1"	"MFAP4"
"THBS2"	7.79555211453374e-59	-0.760487619945127	0.619	0.773	1.82228826229341e-54	"1"	"THBS2"
"TMEM204"	2.64198390643636e-58	0.601747965510111	0.679	0.508	6.17590157968563e-54	"1"	"TMEM204"
"SERPINE1"	2.69739323417572e-58	-1.14105120999072	0.339	0.589	6.30542642420916e-54	"1"	"SERPINE1"
"ERRFI1"	1.19066479902534e-57	-0.807860813686501	0.28	0.539	2.78329803420164e-53	"1"	"ERRFI1"
"JUND"	4.06191453918937e-57	-0.692413818871878	0.516	0.749	9.49513142680906e-53	"1"	"JUND"
"LOX"	5.52835800912835e-57	-0.627723561466977	0.317	0.576	1.29230896821384e-52	"1"	"LOX"
"MYL6"	1.76723225928691e-56	-0.43843616844348	0.986	0.996	4.13108212930907e-52	"1"	"MYL6"
"ITM2B"	4.00951374040566e-56	0.357228267098114	0.998	0.996	9.37263931957228e-52	"1"	"ITM2B"
"ADAM12"	1.13315228131881e-55	-0.577534317231828	0.092	0.331	2.64885677281085e-51	"1"	"ADAM12"
"NRXN2"	2.02283030859629e-55	0.438707047410867	0.294	0.116	4.72856812937469e-51	"1"	"NRXN2"
"COL1A2"	2.87341035237244e-55	-0.876298098317682	0.996	0.988	6.71688403970582e-51	"1"	"COL1A2"
"LINC00152"	3.91984582048557e-55	-0.694515905536561	0.431	0.664	9.16303158996707e-51	"1"	"LINC00152"
"TAGLN"	6.17394144472318e-55	-0.782272250406626	0.888	0.913	1.44322055211849e-50	"1"	"TAGLN"
"NR2F2"	7.10022368133161e-55	0.608255330284729	0.702	0.538	1.65974828774808e-50	"1"	"NR2F2"
"FN1"	1.31625952150331e-54	-1.39957679335996	0.888	0.869	3.07688825746614e-50	"1"	"FN1"
"CTHRC1"	3.4637196060375e-54	-1.0508639956809	0.841	0.826	8.09679095107325e-50	"1"	"CTHRC1"
"RCAN1"	8.30495932126757e-54	-0.590976583850448	0.116	0.359	1.94136729093951e-49	"1"	"RCAN1"
"OAF"	1.42320527149992e-53	0.496528216372447	0.55	0.342	3.3268846426582e-49	"1"	"OAF"
"CTSC"	2.27293150873813e-53	0.559983331406336	0.806	0.651	5.31320469482624e-49	"1"	"CTSC"
"ZFP36L1"	2.87542298319826e-53	-0.580806786004429	0.843	0.925	6.72158876552426e-49	"1"	"ZFP36L1"
"TMSB10"	5.01715644633875e-51	-0.423607629831134	0.999	0.999	1.17281049089615e-46	"1"	"TMSB10"
"GADD45B"	1.0685024219807e-50	-0.852580583341702	0.511	0.704	2.49773126162209e-46	"1"	"GADD45B"
"FNDC1"	3.75492368449357e-50	-0.615586967456928	0.207	0.451	8.77750960487217e-46	"1"	"FNDC1"
"CXCL14"	5.62305761156398e-50	-0.881238973443871	0.345	0.593	1.3144459472792e-45	"1"	"CXCL14"
"ITGB5"	6.94000860067361e-50	-0.499318771514224	0.351	0.6	1.62229641049346e-45	"1"	"ITGB5"
"ZFP36L2"	3.04777261654351e-49	0.471811805734336	0.902	0.824	7.12447326843211e-45	"1"	"ZFP36L2"
"CRABP2"	3.83233213858921e-49	-0.681949978154717	0.193	0.428	8.95845960716614e-45	"1"	"CRABP2"
"COL4A1"	1.54218022568991e-48	0.635145967473659	0.749	0.619	3.60500049557273e-44	"1"	"COL4A1"
"MOXD1"	1.95631545731892e-48	0.524268334468657	0.576	0.386	4.57308301302871e-44	"1"	"MOXD1"
"SAT1"	3.42529388679565e-48	-0.752261399762213	0.824	0.907	8.00696698977352e-44	"1"	"SAT1"
"IGFL2"	3.76007750110839e-48	-0.908785114845046	0.078	0.288	8.78955716659098e-44	"1"	"IGFL2"
"CST3"	3.10797505350026e-47	0.361659923086568	0.999	0.995	7.26520248506221e-43	"1"	"CST3"
"CNN2"	4.82134131931225e-47	-0.503325637750525	0.435	0.665	1.12703674680243e-42	"1"	"CNN2"
"COL1A1"	8.3231321781647e-47	-0.970590881455517	0.981	0.927	1.94561537796778e-42	"1"	"COL1A1"
"CPE"	1.02078399402229e-46	-0.534888614462762	0.59	0.784	2.38618466442651e-42	"1"	"CPE"
"RARRES2"	1.1454465684459e-46	-0.546080341751439	0.951	0.967	2.67759589839914e-42	"1"	"RARRES2"
"PDLIM5"	1.38052101201698e-46	-0.483253638859792	0.408	0.645	3.22710591769088e-42	"1"	"PDLIM5"
"COLEC12"	1.86588054303556e-46	-0.416320187914574	0.096	0.32	4.36168235739992e-42	"1"	"COLEC12"
"RGS16"	3.31287555514756e-46	-1.2859111649349	0.144	0.359	7.74417789771295e-42	"1"	"RGS16"
"LXN"	3.41119427139026e-46	0.896139755317805	0.56	0.405	7.97400772880188e-42	"1"	"LXN"
"TMEM158"	5.0935338901799e-46	-0.644926684385269	0.12	0.333	1.19066448216845e-41	"1"	"TMEM158"
"TES"	5.09737240269351e-46	-0.352679571520494	0.071	0.278	1.19156177285363e-41	"1"	"TES"
"PPAPDC1A"	8.92730971985777e-46	-0.461101752312837	0.119	0.336	2.08684792011395e-41	"1"	"PPAPDC1A"
"SUGCT"	1.29896834554072e-45	-0.696878569587816	0.112	0.32	3.03646840453599e-41	"1"	"SUGCT"
"PLAUR"	2.65442921904516e-45	-0.669171337122606	0.308	0.533	6.20499374243997e-41	"1"	"PLAUR"
"CALM2"	4.49199301637781e-45	-0.37081495576979	0.987	0.992	1.05004828750848e-40	"1"	"CALM2"
"PPP1R14A"	7.43626242197341e-45	0.685155734827505	0.509	0.332	1.73830070376051e-40	"1"	"PPP1R14A"
"ARL4C"	1.32579204676181e-44	-0.518785795307475	0.174	0.398	3.0991714885104e-40	"1"	"ARL4C"
"SGK1"	1.41510930598464e-44	-0.712662951660455	0.123	0.333	3.30795951366969e-40	"1"	"SGK1"
"GPC3"	1.61772147433513e-44	0.585564978507804	0.513	0.309	3.7815857184058e-40	"1"	"GPC3"
"IGF2"	2.00484954828128e-44	-0.705627358620772	0.065	0.257	4.68653630406231e-40	"1"	"IGF2"
"LTBP4"	3.69360805189883e-44	0.465288827370275	0.691	0.531	8.63417818211872e-40	"1"	"LTBP4"
"POLR2L"	7.12831672825483e-44	-0.388156117918308	0.832	0.907	1.66631531839685e-39	"1"	"POLR2L"
"MMP11"	1.2539050231796e-43	-1.86792298541378	0.442	0.596	2.93112838218464e-39	"1"	"MMP11"
"TUBA1A"	1.44262964679506e-43	-0.655870522932678	0.635	0.797	3.37229106234813e-39	"1"	"TUBA1A"
"VGLL3"	1.68426975916966e-43	-0.434296315525103	0.119	0.334	3.93714898903501e-39	"1"	"VGLL3"
"ENAH"	1.81613584322735e-43	-0.430465537746339	0.197	0.428	4.24539914712825e-39	"1"	"ENAH"
"BCAT1"	2.019252392882e-43	-0.360853956656725	0.063	0.257	4.72020439360095e-39	"1"	"BCAT1"
"LOXL2"	2.23822748184445e-43	-0.556157176943069	0.133	0.344	5.23208056155958e-39	"1"	"LOXL2"
"SLC16A3"	4.46297711128493e-43	-0.444127226714018	0.131	0.348	1.04326552953397e-38	"1"	"SLC16A3"
"RUNX2"	4.94089001094298e-43	-0.485655123474789	0.15	0.364	1.15498244895803e-38	"1"	"RUNX2"
"SFRP4"	7.16249835563043e-43	0.856577646672169	0.807	0.689	1.67430561561217e-38	"1"	"SFRP4"
"FXYD6"	1.02678441326197e-42	0.490761196689099	0.59	0.42	2.40021124444118e-38	"1"	"FXYD6"
"THBS4"	1.06867045071092e-42	0.768555264388215	0.399	0.216	2.49812404558185e-38	"1"	"THBS4"
"PTRF"	1.30012727889366e-42	-0.446397399951656	0.724	0.867	3.03917752714183e-38	"1"	"PTRF"
"CYP1B1"	2.45435972341321e-42	0.726191819849471	0.662	0.489	5.73731128945072e-38	"1"	"CYP1B1"
"SLC29A1"	2.68937112895024e-42	0.429270026346922	0.29	0.135	6.28667395103407e-38	"1"	"SLC29A1"
"NDRG2"	2.85499898575695e-42	0.451180003934088	0.528	0.335	6.67384562910544e-38	"1"	"NDRG2"
"GGT5"	3.12314386150889e-42	0.482137682188869	0.748	0.609	7.30066109066318e-38	"1"	"GGT5"
"UBC"	4.1419265394045e-42	-0.51825856382945	0.982	0.993	9.68216747851196e-38	"1"	"UBC"
"INHBA"	2.83298134536137e-41	-0.899440305088648	0.53	0.659	6.62237719291673e-37	"1"	"INHBA"
"COL14A1"	5.08235741026676e-41	0.453226284666615	0.653	0.446	1.18805186822396e-36	"1"	"COL14A1"
"JUN"	1.10668039473906e-40	-0.62894243107096	0.728	0.856	2.58697609074202e-36	"1"	"JUN"
"ABL2"	4.34293809025898e-40	-0.598012705156847	0.199	0.411	1.01520520797894e-35	"1"	"ABL2"
"S100A16"	5.54180025771994e-40	-0.472425542992756	0.453	0.649	1.29545122824461e-35	"1"	"S100A16"
"MYADM"	6.29041531182864e-40	-0.560464240976932	0.509	0.719	1.47044748329306e-35	"1"	"MYADM"
"LTBP1"	8.91120675663007e-40	0.523121681205809	0.672	0.532	2.08308369142985e-35	"1"	"LTBP1"
"MAFF"	9.45091904929646e-40	-0.443259006680684	0.085	0.276	2.20924683696354e-35	"1"	"MAFF"
"ACTG1"	1.11268676981525e-39	-0.334740736301185	0.985	0.995	2.60101659312012e-35	"1"	"ACTG1"
"MIR4435-1HG"	1.93129024783351e-39	-0.474997726712437	0.33	0.555	4.51458408333562e-35	"1"	"MIR4435-1HG"
"EMP3"	2.19231612817349e-39	-0.437963433180507	0.619	0.778	5.12475818121834e-35	"1"	"EMP3"
"CD99"	2.42594843753909e-39	-0.520970218602848	0.909	0.932	5.67089706759138e-35	"1"	"CD99"
"S100A11"	2.74931710276359e-39	-0.329557606724201	0.979	0.982	6.42680365942016e-35	"1"	"S100A11"
"CALU"	3.31702185906187e-39	-0.486716215605979	0.649	0.775	7.75387029774302e-35	"1"	"CALU"
"LRRFIP1"	4.30789026224256e-39	-0.451673010718029	0.26	0.486	1.00701242770182e-34	"1"	"LRRFIP1"
"ATP5E"	4.69111097143658e-39	-0.349453041008903	0.971	0.979	1.09659410068301e-34	"1"	"ATP5E"
"TM4SF1"	5.06478133634525e-39	-0.689167952190485	0.417	0.623	1.18394328518407e-34	"1"	"TM4SF1"
"AEBP1"	5.78408457906528e-39	-0.597352204090751	0.911	0.924	1.3520876112023e-34	"1"	"AEBP1"
"MCL1"	1.33062431561842e-38	-0.57257757377675	0.647	0.799	3.11046740018963e-34	"1"	"MCL1"
"SPARC"	3.05485610431585e-38	-0.637389012356119	0.987	0.975	7.14103162944874e-34	"1"	"SPARC"
"PPP1R15A"	3.81511471933455e-38	-0.468863145613855	0.317	0.537	8.91821216791645e-34	"1"	"PPP1R15A"
"SIK1"	4.1994191195335e-38	-0.425497720015952	0.167	0.374	9.81656213382151e-34	"1"	"SIK1"
"MAP1B"	5.31151340961746e-38	0.44253160161979	0.708	0.538	1.24161937463218e-33	"1"	"MAP1B"
"LMO4"	6.00189846049707e-38	0.488480269095975	0.679	0.551	1.4030037841258e-33	"1"	"LMO4"
"IER2"	6.14511149826955e-38	-0.692348268398216	0.442	0.652	1.43648126383549e-33	"1"	"IER2"
"HAND2-AS1"	9.17833039903835e-38	0.442535018754204	0.377	0.212	2.14552651407921e-33	"1"	"HAND2-AS1"
"C1orf21"	1.14370382127821e-37	0.466214011228463	0.554	0.388	2.67352205261995e-33	"1"	"C1orf21"
"RUNX1T1"	1.45530990466406e-37	0.479621760518768	0.5	0.337	3.40193243314271e-33	"1"	"RUNX1T1"
"GLTSCR2"	1.82671394566436e-37	0.376413982412793	0.909	0.897	4.27012651938502e-33	"1"	"GLTSCR2"
"STK17A"	2.13374395868047e-37	-0.321238736865928	0.143	0.346	4.98783987781146e-33	"1"	"STK17A"
"ITGA5"	2.61385701933419e-37	-0.462676826781264	0.145	0.345	6.11015216839561e-33	"1"	"ITGA5"
"SAMD4A"	2.88992938387551e-37	-0.330968304394967	0.078	0.26	6.7554989277474e-33	"1"	"SAMD4A"
"CITED2"	3.50717979155194e-37	-0.718182931430123	0.277	0.48	8.19838348073181e-33	"1"	"CITED2"
"ADAMTSL2"	3.83134259851666e-37	0.423519808269793	0.287	0.141	8.95614645829255e-33	"1"	"ADAMTSL2"
"ZFP36"	4.5602005476214e-37	-0.797526110359786	0.794	0.878	1.06599248001198e-32	"1"	"ZFP36"
"ITGA11"	8.42240168078077e-37	-0.355995081055359	0.074	0.25	1.96882061689931e-32	"1"	"ITGA11"
"PTS"	1.31161063881913e-36	-0.358514583877212	0.241	0.458	3.06602102930361e-32	"1"	"PTS"
"GSN"	1.59823743066422e-36	0.102407303342084	0.97	0.947	3.73603981792069e-32	"1"	"GSN"
"FOSL2"	1.94270199268264e-36	-0.412000121906961	0.312	0.536	4.54126017809494e-32	"1"	"FOSL2"
"PLAU"	8.46323786929234e-36	-0.718718263374775	0.341	0.531	1.97836648432578e-31	"1"	"PLAU"
"PNISR"	1.47772704200378e-35	0.364571724275618	0.88	0.819	3.45433473338803e-31	"1"	"PNISR"
"IQGAP2"	5.2783086420812e-35	0.429085418541834	0.26	0.122	1.2338574281729e-30	"1"	"IQGAP2"
"TUBB2A"	9.80229985540096e-35	-0.430878930645689	0.094	0.27	2.29138561419853e-30	"1"	"TUBB2A"
"RPL5"	1.12013116907906e-34	0.269062207665953	0.996	0.996	2.61841862083922e-30	"1"	"RPL5"
"CFL1"	1.44035334430146e-34	-0.323243879869365	0.943	0.964	3.36696997763909e-30	"1"	"CFL1"
"SLIT3"	3.19593490634751e-34	-0.431204571592075	0.129	0.318	7.47081743707794e-30	"1"	"SLIT3"
"LITAF"	5.64705645832398e-34	0.449893716936277	0.654	0.536	1.32005591769781e-29	"1"	"LITAF"
"ADM"	5.75961339251817e-34	-0.764486823352385	0.099	0.269	1.34636722663505e-29	"1"	"ADM"
"DPYSL3"	8.11896338529625e-34	-0.400776960025513	0.373	0.577	1.89788888094685e-29	"1"	"DPYSL3"
"ATF3"	1.02591496301449e-33	-0.547916865212117	0.162	0.348	2.39817881754268e-29	"1"	"ATF3"
"FGF7"	1.28590674024473e-33	-0.615015470597818	0.43	0.605	3.00593559599607e-29	"1"	"FGF7"
"TSPO"	1.7074869974245e-33	-0.373786107771777	0.615	0.774	3.99142160517952e-29	"1"	"TSPO"
"ID3"	2.09412373230115e-33	-0.724589919680829	0.569	0.71	4.89522363662716e-29	"1"	"ID3"
"PVRL2"	3.65118004447724e-33	-0.335416130118712	0.277	0.486	8.53499847197e-29	"1"	"PVRL2"
"BASP1"	3.78329854244602e-33	-0.386297209652147	0.308	0.512	8.84383867282183e-29	"1"	"BASP1"
"ZCCHC24"	5.23411597516256e-33	0.439306940273	0.492	0.346	1.223526950354e-28	"1"	"ZCCHC24"
"GADD45A"	7.06769714467136e-33	0.537738787247402	0.636	0.508	1.65214488453838e-28	"1"	"GADD45A"
"SERPING1"	1.27251563375581e-32	0.35279593339464	0.978	0.974	2.97463254546759e-28	"1"	"SERPING1"
"FBLIM1"	1.51455828259871e-32	0.402782904916007	0.471	0.327	3.54043144140275e-28	"1"	"FBLIM1"
"NFIA"	2.20632172094209e-32	0.334390980917203	0.606	0.413	5.15749765487423e-28	"1"	"NFIA"
"DSG2"	2.38173841794061e-32	-0.295916148685076	0.089	0.257	5.56755172577797e-28	"1"	"DSG2"
"CCDC80"	2.60823061791849e-32	-0.551044880892121	0.866	0.953	6.09699989244627e-28	"1"	"CCDC80"
"HTRA3"	4.41410850077276e-32	0.538503538136205	0.677	0.536	1.03184200314064e-27	"1"	"HTRA3"
"ITGA1"	7.07407058365358e-32	0.428708378452975	0.51	0.367	1.65363473963486e-27	"1"	"ITGA1"
"COL10A1"	7.58608601528078e-32	-0.773883870685828	0.565	0.671	1.77332346693203e-27	"1"	"COL10A1"
"PDGFRB"	7.90461620378503e-32	0.502027789499735	0.761	0.682	1.84778308379679e-27	"1"	"PDGFRB"
"UAP1"	9.98057920581865e-32	-0.523444588082128	0.236	0.417	2.33306019515217e-27	"1"	"UAP1"
"CNN3"	1.0602324681851e-31	-0.348182891730474	0.846	0.917	2.47839941762948e-27	"1"	"CNN3"
"VCL"	1.39983314197512e-31	-0.35079065608468	0.33	0.543	3.27224995268104e-27	"1"	"VCL"
"HSD11B1"	1.52297319218135e-31	0.474860121425354	0.388	0.233	3.56010213404313e-27	"1"	"HSD11B1"
"CTSK"	2.21028462640691e-31	-0.598335511810121	0.816	0.852	5.1667613426888e-27	"1"	"CTSK"
"CLIC4"	2.29400089904195e-31	-0.389442395935514	0.409	0.61	5.36245650160046e-27	"1"	"CLIC4"
"MIF"	2.58318648335372e-31	-0.457750943917536	0.858	0.908	6.03845672348767e-27	"1"	"MIF"
"NOTCH3"	3.88321016027731e-31	0.507020095759197	0.479	0.335	9.07739207066424e-27	"1"	"NOTCH3"
"COL8A2"	4.52977674676118e-31	-0.325698965322963	0.124	0.302	1.05888061232289e-26	"1"	"COL8A2"
"S100A4"	4.81544707665151e-31	-0.553299061681481	0.773	0.89	1.12565890863806e-26	"1"	"S100A4"
"CCND1"	4.91565791120859e-31	-0.396032730931137	0.18	0.364	1.14908419332412e-26	"1"	"CCND1"
"FRMD6"	6.63751097431577e-31	-0.329161118370049	0.216	0.417	1.55158456535605e-26	"1"	"FRMD6"
"WEE1"	7.48289939477623e-31	-0.332595364403912	0.091	0.254	1.74920256252289e-26	"1"	"WEE1"
"FSCN1"	9.96110611023784e-31	-0.315210275719609	0.14	0.317	2.3285081643292e-26	"1"	"FSCN1"
"OST4"	1.09246332730622e-30	-0.296634214775457	0.94	0.956	2.55374227391102e-26	"1"	"OST4"
"OSTC"	1.47631261784117e-30	-0.372137652843612	0.782	0.85	3.45102837546551e-26	"1"	"OSTC"
"GPR124"	1.52761589801213e-30	0.420617156337398	0.462	0.313	3.57095492319315e-26	"1"	"GPR124"
"PNRC1"	2.90900197612517e-30	-0.464877518437056	0.673	0.807	6.8000830193902e-26	"1"	"PNRC1"
"ARF4"	3.51407294598877e-30	-0.35357454644638	0.73	0.842	8.21449691854336e-26	"1"	"ARF4"
"IGFBP4"	4.12138653269724e-30	0.411811925907828	0.97	0.948	9.63415315883306e-26	"1"	"IGFBP4"
"EMP1"	5.66044703411717e-30	-0.826441926305356	0.616	0.767	1.32318609869523e-25	"1"	"EMP1"
"SCN7A"	7.324946882776e-30	0.289054207111145	0.372	0.209	1.71227958331772e-25	"1"	"SCN7A"
"PHLDB1"	1.13918012021443e-29	0.450081972976103	0.589	0.466	2.66294744901324e-25	"1"	"PHLDB1"
"PRDX4"	1.5080592043579e-29	-0.333131668403967	0.491	0.676	3.52523919610703e-25	"1"	"PRDX4"
"CAPG"	1.52567524072902e-29	-0.299389119768381	0.179	0.365	3.56641844272816e-25	"1"	"CAPG"
"FAM213A"	2.03631274132782e-29	0.354880021342695	0.302	0.171	4.7600846641279e-25	"1"	"FAM213A"
"CAV2"	2.45319732248578e-29	-0.315114893589247	0.297	0.499	5.73459406104277e-25	"1"	"CAV2"
