"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"SRPX"	2.17981087273543e-51	0.611730785546127	0.876	0.564	5.09552589610635e-47	"6"	"SRPX"
"NGFR"	1.07671339140144e-50	0.596576449078108	0.369	0.114	2.51692522374002e-46	"6"	"NGFR"
"C8orf4"	1.29104558945254e-50	0.954450628163592	0.726	0.384	3.01794816990426e-46	"6"	"C8orf4"
"CEBPD"	1.99713611506287e-50	0.841618184130502	0.93	0.744	4.66850538257097e-46	"6"	"CEBPD"
"BOC"	3.45176395161489e-50	0.606785875123379	0.718	0.368	8.06884341329497e-46	"6"	"BOC"
"SFRP1"	1.74969565180701e-49	0.654798158344876	0.4	0.128	4.09008855566406e-45	"6"	"SFRP1"
"BTG2"	2.65586244886425e-49	1.19941866885475	0.692	0.392	6.20834406046507e-45	"6"	"BTG2"
"CTHRC1"	7.29789478491481e-49	-1.54998739647588	0.786	0.832	1.70595588492169e-44	"6"	"CTHRC1"
"TTR"	7.98929343919989e-49	0.42005424860975	0.386	0.126	1.86757723434737e-44	"6"	"TTR"
"TMSB10"	1.16854732702293e-48	-0.6410765291116	1	0.999	2.7315962316488e-44	"6"	"TMSB10"
"PRELP"	1.93559923798531e-48	1.1737136055514	0.881	0.65	4.52465677871447e-44	"6"	"PRELP"
"PDK4"	2.22505722586353e-48	0.903151946832429	0.687	0.332	5.20129377117858e-44	"6"	"PDK4"
"C1QTNF2"	6.03282996634527e-48	0.392013155484497	0.371	0.118	1.41023433293287e-43	"6"	"C1QTNF2"
"FN1"	1.36991389518709e-47	-1.99887166604156	0.876	0.872	3.20231072138933e-43	"6"	"FN1"
"MMP14"	1.69028845050274e-47	-1.34400166024225	0.585	0.773	3.95121828189521e-43	"6"	"MMP14"
"LTBP2"	1.21956761370556e-46	0.684204301827097	0.75	0.42	2.85086125379811e-42	"6"	"LTBP2"
"SST"	1.43276555878842e-46	0.372133864617066	0.354	0.111	3.34923277022381e-42	"6"	"SST"
"COL4A4"	1.93370836537217e-46	0.333765260645594	0.25	0.059	4.52023667489399e-42	"6"	"COL4A4"
"GJB2"	2.29379947542793e-46	-1.51373746021812	0.061	0.412	5.36198565376034e-42	"6"	"GJB2"
"ART4"	7.81171534794233e-46	0.400533514125077	0.335	0.099	1.826066579735e-41	"6"	"ART4"
"NFIA"	8.75381760987706e-46	0.557386722538049	0.789	0.423	2.04629240448486e-41	"6"	"NFIA"
"INMT"	1.62577488350622e-45	0.678705185142345	0.568	0.257	3.80041136768414e-41	"6"	"INMT"
"FXYD1"	2.40682056960975e-45	0.512917601355783	0.816	0.444	5.62618376351974e-41	"6"	"FXYD1"
"C2orf40"	3.71784341763651e-45	0.527495842265458	0.437	0.158	8.69083077306709e-41	"6"	"C2orf40"
"COL12A1"	1.80827874287126e-44	-1.51310734368933	0.367	0.633	4.22703238933586e-40	"6"	"COL12A1"
"ABI3BP"	5.26578157434416e-44	0.498582783559408	0.566	0.244	1.23092910081869e-39	"6"	"ABI3BP"
"SDC1"	9.4630187823487e-44	-1.19990097769075	0.085	0.419	2.21207527056183e-39	"6"	"SDC1"
"HSPB6"	2.65008299720814e-43	0.640182998107753	0.704	0.383	6.19483401427375e-39	"6"	"HSPB6"
"FAM198A"	5.42561137755332e-43	0.292563277418896	0.313	0.093	1.26829091561686e-38	"6"	"FAM198A"
"PLVAP"	1.50357309744051e-42	0.51927434608308	0.519	0.217	3.51475247257693e-38	"6"	"PLVAP"
"CYBRD1"	1.30829656789914e-41	0.60031473778609	0.922	0.767	3.05827405712104e-37	"6"	"CYBRD1"
"RPL39"	1.54035495620508e-41	-0.40062282844687	1	0.999	3.60073374562499e-37	"6"	"RPL39"
"IGF1"	2.61305325583849e-41	0.890135210225142	0.709	0.372	6.10827329084805e-37	"6"	"IGF1"
"TGM2"	6.49983352834116e-41	0.78027190274865	0.626	0.338	1.51940108558503e-36	"6"	"TGM2"
"ABLIM1"	4.22660240441707e-40	0.416325291361608	0.345	0.118	9.88010578056535e-36	"6"	"ABLIM1"
"CFH"	7.47449921704071e-40	0.741750985104334	0.888	0.737	1.74723893697544e-35	"6"	"CFH"
"CFTR"	9.53236949549308e-40	0.3937155163092	0.444	0.171	2.22828669326646e-35	"6"	"CFTR"
"RPL37A"	9.60532521882686e-39	-0.364806344698718	1	0.999	2.24534082315297e-34	"6"	"RPL37A"
"ITM2A"	1.26215768707148e-38	0.539049744957435	0.621	0.304	2.9504198092983e-34	"6"	"ITM2A"
"CTGF"	1.75161755781323e-38	0.979390410989058	0.949	0.878	4.09458120314422e-34	"6"	"CTGF"
"TGFBI"	2.74136694767137e-38	-1.0380667038734	0.121	0.444	6.4082193768766e-34	"6"	"TGFBI"
"GP2"	5.4074312365907e-38	0.18717136292272	0.417	0.15	1.26404112586544e-33	"6"	"GP2"
"LHFP"	5.87610422793578e-38	0.658915055788965	0.886	0.706	1.37359812432227e-33	"6"	"LHFP"
"RP11-572C15.6"	8.34143611992843e-38	0.702168062924328	0.765	0.493	1.94989410739447e-33	"6"	"RP11-572C15.6"
"ABCA8"	1.50008800927138e-37	0.397940698461052	0.658	0.323	3.50660573047277e-33	"6"	"ABCA8"
"COL5A2"	2.00243140472993e-37	-1.17232428807131	0.728	0.818	4.68088365169669e-33	"6"	"COL5A2"
"RPS19"	5.85117860995344e-37	-0.382593302433927	1	1	1.36777151186272e-32	"6"	"RPS19"
"MBP"	1.06386789995048e-36	0.345041682918119	0.367	0.135	2.48689760292424e-32	"6"	"MBP"
"SCRG1"	1.46454730430424e-36	0.563470106190953	0.483	0.212	3.42352577854158e-32	"6"	"SCRG1"
"RPL28"	1.71729739171452e-36	-0.362446903998459	1	0.999	4.01435438287185e-32	"6"	"RPL28"
"CFD"	2.72328056446896e-36	0.0373818443136584	0.752	0.446	6.36594064750263e-32	"6"	"CFD"
"RPL35"	1.92619350513587e-35	-0.326896707487021	1	0.998	4.50266993760561e-31	"6"	"RPL35"
"KIF12"	3.91763367734682e-35	0.271910005720701	0.296	0.094	9.15786048416592e-31	"6"	"KIF12"
"TCF21"	6.77364375409543e-35	0.562920084255081	0.677	0.39	1.58340696395735e-30	"6"	"TCF21"
"RARRES1"	1.06913993435858e-34	0.70029294391408	0.789	0.497	2.49922151055663e-30	"6"	"RARRES1"
"TMEM119"	4.03047179737253e-34	0.610012880200179	0.677	0.42	9.42163087353802e-30	"6"	"TMEM119"
"CDO1"	4.65553159837993e-34	0.414466608182439	0.403	0.159	1.08827706643729e-29	"6"	"CDO1"
"PTGIS"	4.79163966585823e-34	0.470686207834509	0.519	0.251	1.12009368829102e-29	"6"	"PTGIS"
"BST1"	4.94869351152588e-34	0.373650864542132	0.388	0.159	1.15680659525429e-29	"6"	"BST1"
"MUC6"	1.4944870587664e-33	0.335367978401499	0.41	0.163	3.49351294857234e-29	"6"	"MUC6"
"MOXD1"	4.31570215804021e-33	0.585031705504731	0.667	0.402	1.00883853646348e-28	"6"	"MOXD1"
"GAPDH"	5.17474375688507e-33	-0.70288522707431	0.976	0.981	1.20964810060945e-28	"6"	"GAPDH"
"HGF"	5.73171326393683e-33	0.373889450714293	0.35	0.134	1.33984529257787e-28	"6"	"HGF"
"NEAT1"	7.58705303535889e-33	-0.589886030273143	0.985	0.992	1.77354951754549e-28	"6"	"NEAT1"
"ARHGAP15"	8.97990897784417e-33	0.276119976641109	0.294	0.098	2.09914352266085e-28	"6"	"ARHGAP15"
"ZFP36"	1.2156243293707e-32	0.772648735008502	0.949	0.857	2.84164343233695e-28	"6"	"ZFP36"
"AQP1"	1.3644046471263e-32	0.379883146446482	0.495	0.221	3.18943230312244e-28	"6"	"AQP1"
"TMEM176B"	1.36600888856456e-32	0.581134978753292	0.842	0.643	3.19318237790852e-28	"6"	"TMEM176B"
"APOD"	1.55721933256338e-32	0.478387711061504	0.983	0.887	3.64015591180016e-28	"6"	"APOD"
"GNG11"	1.67950479612099e-32	0.499911618721619	0.917	0.78	3.92601041141242e-28	"6"	"GNG11"
"CD99"	2.55946690565887e-32	-0.689420206427554	0.93	0.928	5.98300983866817e-28	"6"	"CD99"
"RPL10"	3.97540483717899e-32	-0.35883396867074	1	1	9.2929063473896e-28	"6"	"RPL10"
"ITM2B"	4.81961386535278e-32	0.359687222521688	1	0.996	1.12663293716487e-27	"6"	"ITM2B"
"TFPI"	8.58417839112875e-32	0.428567234624443	0.83	0.556	2.00663754071026e-27	"6"	"TFPI"
"PLAU"	1.047877574015e-31	-1.05007112543805	0.26	0.515	2.44951861701747e-27	"6"	"PLAU"
"NPC2"	2.08237626634121e-31	0.478387960877837	0.961	0.906	4.86776276019921e-27	"6"	"NPC2"
"CRISPLD2"	4.41615101147025e-31	0.571603927030872	0.881	0.672	1.03231946044128e-26	"6"	"CRISPLD2"
"THBS2"	6.20039051868779e-31	-1.04668794951112	0.677	0.751	1.44940328764846e-26	"6"	"THBS2"
"COL3A1"	7.47407566298126e-31	-1.01127373206534	0.973	0.962	1.7471399269785e-26	"6"	"COL3A1"
"ALDH1A1"	8.26561188791484e-31	0.329877360156754	0.867	0.612	1.93216943491897e-26	"6"	"ALDH1A1"
"CELA2A"	1.2137286839779e-30	0.0548919869269062	0.296	0.098	2.83721217166674e-26	"6"	"CELA2A"
"F10"	1.47196243501925e-30	0.313576494131649	0.396	0.161	3.440859388101e-26	"6"	"F10"
"H3F3B"	1.77022410844107e-30	-0.414033879343316	0.988	0.991	4.13807587589183e-26	"6"	"H3F3B"
"CYR61"	1.94492078355883e-30	1.02276915091826	0.896	0.837	4.54644682364713e-26	"6"	"CYR61"
"LOXL2"	2.71243100997779e-30	-0.703443678243486	0.058	0.325	6.34057872892409e-26	"6"	"LOXL2"
"NR4A1"	4.11516957931895e-30	0.725845488788459	0.745	0.51	9.61962040861598e-26	"6"	"NR4A1"
"GREM1"	9.05055446491598e-30	-0.96583342055854	0.121	0.399	2.11565761171876e-25	"6"	"GREM1"
"COL10A1"	1.13587575559232e-29	-1.38541113433899	0.529	0.661	2.65522316627262e-25	"6"	"COL10A1"
"ITIH5"	1.23676840058615e-29	0.298389786228834	0.432	0.188	2.89106981321019e-25	"6"	"ITIH5"
"RPL27A"	1.58452771766613e-29	-0.284178047355966	1	1	3.70399199281634e-25	"6"	"RPL27A"
"RPS10"	1.58738887797754e-29	-0.432167866162287	0.964	0.978	3.7106802411603e-25	"6"	"RPS10"
"IGFBP6"	5.23750730034214e-29	1.02503753987496	0.84	0.674	1.22431970652798e-24	"6"	"IGFBP6"
"TUBB"	8.80561121691116e-29	-0.625446429721389	0.816	0.866	2.05839967806515e-24	"6"	"TUBB"
"RPS21"	9.11817231155869e-29	-0.368465948248814	0.978	0.977	2.13146395954996e-24	"6"	"RPS21"
"SVEP1"	1.06079368763121e-28	0.428876607505419	0.578	0.302	2.47971132420673e-24	"6"	"SVEP1"
"GSTM3"	1.59597939186749e-28	0.481521196413077	0.75	0.531	3.73076142642945e-24	"6"	"GSTM3"
"GGT5"	1.71825204247917e-28	0.498496456945352	0.84	0.619	4.0165859744993e-24	"6"	"GGT5"
"PLBD1"	1.98205526455749e-28	0.40760608863802	0.524	0.274	4.63325238642958e-24	"6"	"PLBD1"
"SCPEP1"	3.68037552226659e-28	0.500755733944712	0.811	0.622	8.60324582085038e-24	"6"	"SCPEP1"
"TPM2"	3.865127877563e-28	-0.734359222600176	0.905	0.928	9.03512292659126e-24	"6"	"TPM2"
"RPS29"	4.60604449809304e-28	-0.303692163492117	1	0.999	1.07670896187423e-23	"6"	"RPS29"
"NTM"	5.30698678640124e-28	-0.684498165032083	0.18	0.439	1.24056123118915e-23	"6"	"NTM"
"HOPX"	5.60188249105497e-28	-1.29424517041066	0.367	0.584	1.30949605110901e-23	"6"	"HOPX"
"GATM"	5.75962642965683e-28	0.223908134524388	0.347	0.135	1.34637027419658e-23	"6"	"GATM"
"G0S2"	1.14044012300643e-27	0.467627315806259	0.35	0.145	2.66589283153984e-23	"6"	"G0S2"
"SCN7A"	1.70466525228266e-27	0.359607938008268	0.471	0.221	3.98482549373596e-23	"6"	"SCN7A"
"CSRNP1"	1.88192238247675e-27	0.513314784992333	0.473	0.246	4.39918176127764e-23	"6"	"CSRNP1"
"ATP5E"	2.27995537689924e-27	-0.443609221600125	0.981	0.978	5.32962368903966e-23	"6"	"ATP5E"
"ARL4C"	2.31562191230914e-27	-0.707028350925889	0.129	0.375	5.41299778221384e-23	"6"	"ARL4C"
"ENG"	5.70093039724314e-27	0.434690581839318	0.774	0.518	1.33264948965956e-22	"6"	"ENG"
"PRSS3"	9.67778839884608e-27	0.222846395208676	0.347	0.141	2.26227981611426e-22	"6"	"PRSS3"
"RPLP2"	1.78628290412164e-26	-0.260651605910241	1	1	4.17561491667474e-22	"6"	"RPLP2"
"IGFL2"	2.0265071502674e-26	-1.10285938771945	0.034	0.267	4.73716311446509e-22	"6"	"IGFL2"
"CPA2"	2.12767236890179e-26	0.158538528900716	0.291	0.106	4.97364692954481e-22	"6"	"CPA2"
"NEGR1"	2.16136324827661e-26	0.314751498132786	0.553	0.282	5.05240272917141e-22	"6"	"NEGR1"
"RPL41"	4.04031062312272e-26	-0.31574980400737	1	1	9.44463011261167e-22	"6"	"RPL41"
"OMD"	7.90767419785171e-26	0.573914987634319	0.672	0.438	1.84849792048982e-21	"6"	"OMD"
"GSTM5"	8.61034879142978e-26	0.396166935485142	0.468	0.237	2.01275513348463e-21	"6"	"GSTM5"
"FGL2"	1.44780233056792e-25	0.388975996206853	0.379	0.172	3.38438272793558e-21	"6"	"FGL2"
"ABCA6"	1.70292866923823e-25	0.345906277279887	0.464	0.223	3.98076605721129e-21	"6"	"ABCA6"
"RPL36A"	1.92146086942289e-25	-0.38307577664484	0.978	0.994	4.49160692836295e-21	"6"	"RPL36A"
"SPTBN1"	2.20645537821667e-25	0.419406616785724	0.818	0.589	5.15781009211928e-21	"6"	"SPTBN1"
"NRP1"	3.15044033287802e-25	0.441028039233858	0.595	0.343	7.36446932213567e-21	"6"	"NRP1"
"CYP1B1"	3.81422806285161e-25	0.754220072316015	0.728	0.504	8.91613951972193e-21	"6"	"CYP1B1"
"SEPP1"	4.98688355341672e-25	0.289326908195685	0.934	0.717	1.16573389944669e-20	"6"	"SEPP1"
"RAPGEF5"	5.27641377429855e-25	0.281704440420622	0.284	0.11	1.23341448388003e-20	"6"	"RAPGEF5"
"COLEC11"	5.95654052017364e-25	0.471925691977412	0.476	0.237	1.39240091199579e-20	"6"	"COLEC11"
"SAMD11"	9.81997500994415e-25	0.281252613962186	0.335	0.144	2.29551735832454e-20	"6"	"SAMD11"
"SLC19A2"	1.03351865580379e-24	0.439397786105015	0.471	0.239	2.41595320980694e-20	"6"	"SLC19A2"
"RPS14"	1.07843942947227e-24	-0.261463639483465	1	0.999	2.52096001033438e-20	"6"	"RPS14"
"SLC16A3"	1.50967383897004e-24	-0.564511309009543	0.09	0.326	3.52901356597637e-20	"6"	"SLC16A3"
"SCTR"	1.59835389260479e-24	0.204641840865353	0.289	0.109	3.73631205935295e-20	"6"	"SCTR"
"GADD45A"	1.76974505300565e-24	0.576843310369286	0.745	0.515	4.13695603590601e-20	"6"	"GADD45A"
"MXRA5"	1.8035858736735e-24	-0.684422245550095	0.434	0.628	4.21606233829918e-20	"6"	"MXRA5"
"RPL34"	1.84552658624608e-24	-0.275454751257576	1	1	4.31410294800884e-20	"6"	"RPL34"
"SEPT4"	2.56843289382276e-24	0.453203290898703	0.502	0.287	6.00396873260009e-20	"6"	"SEPT4"
"RPL18A"	2.97065655938741e-24	-0.277990325554616	1	0.999	6.944206773224e-20	"6"	"RPL18A"
"RAMP2"	3.2539756422875e-24	0.343461909928114	0.354	0.155	7.60649346141127e-20	"6"	"RAMP2"
"S100A13"	3.38031394624366e-24	0.470157239877678	0.925	0.845	7.90182188073918e-20	"6"	"S100A13"
"RPL37"	3.81064518853927e-24	-0.288165575195156	1	0.999	8.9077641927294e-20	"6"	"RPL37"
"PTMA"	6.59088091241504e-24	-0.396982714651242	1	0.997	1.54068432208614e-19	"6"	"PTMA"
"SPARCL1"	1.11606001170826e-23	0.310407521194121	0.99	0.878	2.60890188336923e-19	"6"	"SPARCL1"
"OAF"	1.28458517851603e-23	0.411618267689502	0.614	0.361	3.00284631329908e-19	"6"	"OAF"
"NEXN"	1.31065569082044e-23	0.451763336576403	0.799	0.604	3.06378874286185e-19	"6"	"NEXN"
"SLIT2"	1.67760702902689e-23	0.32602479111237	0.58	0.323	3.92157419105325e-19	"6"	"SLIT2"
"CD302"	1.7125190114224e-23	0.287241183537177	0.636	0.368	4.00318444110099e-19	"6"	"CD302"
"ITGBL1"	3.73538919988473e-23	0.627051538007381	0.653	0.467	8.73184579365055e-19	"6"	"ITGBL1"
"TMEM158"	4.2832499106106e-23	-0.702928777369544	0.087	0.311	1.00125249910433e-18	"6"	"TMEM158"
"MAFF"	4.73169896389827e-23	0.443212467744152	0.439	0.229	1.10608194980086e-18	"6"	"MAFF"
"METTL7A"	4.97474370376996e-23	0.357773903525676	0.721	0.452	1.16289608819327e-18	"6"	"METTL7A"
"RPS3A"	6.6621583543183e-23	-0.319390476542692	0.998	0.998	1.55734613690545e-18	"6"	"RPS3A"
"ADD3"	7.77276376191419e-23	0.390827418652215	0.779	0.555	1.81696125698506e-18	"6"	"ADD3"
"CMTM3"	8.29116853503864e-23	-0.636511423161702	0.342	0.528	1.93814355675063e-18	"6"	"CMTM3"
"REG3A"	1.04107403733857e-22	0.289530022867455	0.35	0.157	2.43361466968264e-18	"6"	"REG3A"
"ANTXR1"	1.65355387576526e-22	-0.747986476784118	0.536	0.662	3.86534753998887e-18	"6"	"ANTXR1"
"COL1A2"	1.68593906844311e-22	-0.945002763794707	1	0.989	3.94105116639262e-18	"6"	"COL1A2"
"CEL"	2.05091738118463e-22	0.0463285793200806	0.284	0.109	4.79422447025719e-18	"6"	"CEL"
"LXN"	2.12815109741582e-22	0.534482353703805	0.638	0.418	4.97476600531922e-18	"6"	"LXN"
"SMOC2"	3.08715057692567e-22	0.384891013869894	0.752	0.531	7.21652318862145e-18	"6"	"SMOC2"
"CPXM2"	3.43662777503743e-22	0.268561181594364	0.367	0.17	8.03346108692749e-18	"6"	"CPXM2"
"NUCB2"	3.82845389873745e-22	0.418546672556565	0.743	0.522	8.94939383368867e-18	"6"	"NUCB2"
"CSTB"	4.00469180860219e-22	0.382756340391452	0.942	0.863	9.36136757178849e-18	"6"	"CSTB"
"TWIST1"	5.40287244870061e-22	-0.483021070946595	0.051	0.263	1.26297546360826e-17	"6"	"TWIST1"
"RPS11"	6.43543582042323e-22	-0.285965985087799	0.998	0.997	1.50434747738213e-17	"6"	"RPS11"
"EPB41L2"	7.76400339350978e-22	0.428013100951024	0.757	0.52	1.81491343326685e-17	"6"	"EPB41L2"
"ADAMTSL3"	9.94631423691899e-22	0.15324594793701	0.252	0.095	2.32505041602218e-17	"6"	"ADAMTSL3"
"SULF1"	1.13895053064411e-21	-0.851632665605877	0.461	0.62	2.66241076043366e-17	"6"	"SULF1"
"FOS"	1.24102823612799e-21	0.716333133829283	0.92	0.862	2.90102760477279e-17	"6"	"FOS"
"MMP23B"	1.31292320146647e-21	0.413188967737895	0.602	0.384	3.06908927574803e-17	"6"	"MMP23B"
"FRZB"	1.53071434145439e-21	0.489627140385612	0.767	0.556	3.57819784458377e-17	"6"	"FRZB"
"CALU"	2.13723869983117e-21	-0.562853843235134	0.704	0.756	4.99600918472534e-17	"6"	"CALU"
"RPL13"	4.29412109672247e-21	-0.227597694781174	1	1	1.00379374756984e-16	"6"	"RPL13"
"PTGER3"	6.58960372607396e-21	0.359434183766868	0.403	0.206	1.54038576700705e-16	"6"	"PTGER3"
"IL6ST"	6.9530789795802e-21	0.392881738039657	0.772	0.56	1.62535174226667e-16	"6"	"IL6ST"
"CDKN2B"	1.04108973474907e-20	0.366241202856146	0.323	0.155	2.43365136394942e-16	"6"	"CDKN2B"
"COL1A1"	1.08688675870707e-20	-1.11008526507627	0.973	0.934	2.54070648715365e-16	"6"	"COL1A1"
"ATF3"	1.26623420039183e-20	0.580000423765715	0.507	0.302	2.95994906683595e-16	"6"	"ATF3"
"ARID5B"	1.3109665181606e-20	0.316069195355914	0.927	0.783	3.06451533285221e-16	"6"	"ARID5B"
