"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"ATP5E"	5.52358449917061e-110	0.656492436475385	0.998	0.975	1.29119311252612e-105	"5"	"ATP5E"
"KRT18"	2.0764389383405e-109	0.673079924467222	0.795	0.37	4.85388366226475e-105	"5"	"KRT18"
"OLFM4"	1.89856850069656e-108	0.779393051069638	0.609	0.226	4.43809372722829e-104	"5"	"OLFM4"
"SRCAP"	3.84694100251471e-107	0.553022097601789	0.468	0.134	8.99260928747838e-103	"5"	"SRCAP"
"CTHRC1"	4.85102191402561e-107	0.954942121490048	0.994	0.81	1.13397488262263e-102	"5"	"CTHRC1"
"GSN"	1.70268497375715e-101	-1.81265215803	0.888	0.958	3.98019639465471e-97	"5"	"GSN"
"RPL27A"	1.90758637389225e-98	0.415661297451728	1	1	4.45917390761052e-94	"5"	"RPL27A"
"C1S"	4.29929822941635e-98	-0.90725026195299	0.961	0.989	1.00500395410837e-93	"5"	"C1S"
"GABRP"	3.90722321381924e-97	0.354586139832154	0.268	0.046	9.13352498462387e-93	"5"	"GABRP"
"MIF"	6.77894257388071e-94	0.827595134626559	0.983	0.89	1.58464561607035e-89	"5"	"MIF"
"RPS11"	1.70486199305203e-92	0.44947351919659	1	0.996	3.98528539495843e-88	"5"	"RPS11"
"SDC1"	1.12092881188597e-91	0.733617429789292	0.77	0.354	2.62028319066465e-87	"5"	"SDC1"
"ITGA3"	1.94981327000831e-89	0.426682436404632	0.351	0.089	4.55788349997143e-85	"5"	"ITGA3"
"NBL1"	3.22106312879416e-89	0.777944995856038	0.983	0.873	7.52955716986923e-85	"5"	"NBL1"
"MALAT1"	5.45616833120311e-89	-0.706758071136379	1	1	1.27543390910204e-84	"5"	"MALAT1"
"MUC1"	9.18428212572179e-88	0.666710988996429	0.641	0.289	2.14691778970873e-83	"5"	"MUC1"
"SLC16A3"	9.7853299965277e-88	0.688231297587173	0.635	0.273	2.28741873998832e-83	"5"	"SLC16A3"
"RPL37A"	4.5302451619252e-87	0.402910716619839	1	0.999	1.05899010905163e-82	"5"	"RPL37A"
"EIF4EBP1"	3.84076785517458e-86	0.67026290275191	0.65	0.31	8.97817893825609e-82	"5"	"EIF4EBP1"
"SEPP1"	8.27696675223052e-86	-1.58440289629514	0.491	0.759	1.93482374800141e-81	"5"	"SEPP1"
"A2M"	1.26576282351644e-84	-1.27627999562115	0.345	0.728	2.95884717625203e-80	"5"	"A2M"
"C15orf48"	4.22827750668945e-84	0.570188676128145	0.521	0.193	9.88402149963726e-80	"5"	"C15orf48"
"ENO1"	5.35109205400695e-84	0.763115069022266	0.962	0.781	1.25087127854466e-79	"5"	"ENO1"
"FTH1"	5.37570650741728e-84	0.630768603429174	1	0.999	1.25662515317386e-79	"5"	"FTH1"
"RPLP2"	5.98291586944041e-84	0.34783506560623	1	1	1.39856641364039e-79	"5"	"RPLP2"
"PHLDA2"	6.0524049020775e-82	0.567420091840001	0.622	0.276	1.41481016990964e-77	"5"	"PHLDA2"
"COL11A1"	1.07442549616291e-81	0.799354241002871	0.813	0.425	2.51157703983041e-77	"5"	"COL11A1"
"PKM"	5.51180414434402e-80	0.670502742199783	0.965	0.809	1.28843933678186e-75	"5"	"PKM"
"RPS4Y1"	5.51405903022421e-80	0.77027407307973	0.874	0.503	1.28896643890521e-75	"5"	"RPS4Y1"
"ITGA11"	3.79896135384907e-79	0.661151078496224	0.493	0.188	8.88045206075759e-75	"5"	"ITGA11"
"CLDN3"	1.69863051564993e-74	0.304944416688038	0.274	0.061	3.97071869338328e-70	"5"	"CLDN3"
"SERPING1"	1.96655386548701e-74	-0.743232129431405	0.964	0.976	4.59701631596244e-70	"5"	"SERPING1"
"SPARCL1"	4.55205853321393e-74	-1.23498638882043	0.824	0.892	1.06408920272409e-69	"5"	"SPARCL1"
"COL10A1"	6.82299591684348e-73	0.780345533300855	0.945	0.619	1.59494352552133e-68	"5"	"COL10A1"
"RPL10"	2.21853360696754e-72	0.405070036143	1	1	5.18604415964733e-68	"5"	"RPL10"
"HCFC1R1"	4.87124906620211e-72	0.693216781431842	0.932	0.725	1.1387031817154e-67	"5"	"HCFC1R1"
"IGFBP7"	5.29462720967308e-72	-0.94413630622109	1	1	1.23767205653318e-67	"5"	"IGFBP7"
"LDHA"	5.35887732023072e-72	0.69217761577504	0.975	0.876	1.25269116237713e-67	"5"	"LDHA"
"AGR2"	8.96019403906524e-71	0.468704075880526	0.498	0.19	2.09453495857189e-66	"5"	"AGR2"
"FBLN1"	1.37218586758165e-70	-1.17349561141391	0.917	0.961	3.20762168405887e-66	"5"	"FBLN1"
"CAPG"	1.5426321629059e-70	0.575839908703243	0.617	0.3	3.60605694400884e-66	"5"	"CAPG"
"TCEB2"	4.59611016916875e-70	0.46972502098394	0.992	0.941	1.07438671314489e-65	"5"	"TCEB2"
"MYL6"	5.66922364561702e-70	0.526800301124767	0.998	0.994	1.32523771939944e-65	"5"	"MYL6"
"RPL41"	1.32668072730095e-69	0.372303102519893	1	1	3.10124886813871e-65	"5"	"RPL41"
"WFDC2"	2.70435485840103e-69	0.458655086915494	0.443	0.162	6.32169991699825e-65	"5"	"WFDC2"
"CST3"	7.91161989235982e-69	-0.891867590727999	0.995	0.996	1.84942026603803e-64	"5"	"CST3"
"ERO1L"	2.13711575360634e-68	0.534876224197637	0.498	0.207	4.99572178563019e-64	"5"	"ERO1L"
"ATP1B1"	1.82652298249985e-67	0.542403831551418	0.666	0.337	4.26968012389165e-63	"5"	"ATP1B1"
"CXCL1"	4.53879246709894e-67	0.383074570701882	0.313	0.086	1.06098812710905e-62	"5"	"CXCL1"
"RPLP1"	6.73689345865794e-67	0.281150368273684	1	1	1.57481621489588e-62	"5"	"RPLP1"
"EPYC"	1.60757806849572e-66	0.972882630795152	0.271	0.068	3.7578744929156e-62	"5"	"EPYC"
"TSPAN1"	1.86455714257908e-66	0.331258455292447	0.291	0.077	4.35858877649287e-62	"5"	"TSPAN1"
"CD99"	1.93899182922962e-66	0.635036771114912	0.986	0.921	4.53258730000715e-62	"5"	"CD99"
"MT-ND3"	2.59056707871337e-66	-0.636041110064844	0.987	0.994	6.05570960320037e-62	"5"	"MT-ND3"
"IGF2"	2.74623451099054e-66	0.86487004799293	0.485	0.193	6.41959779289149e-62	"5"	"IGF2"
"FBXO32"	5.08622408437561e-66	0.655527538014031	0.835	0.5	1.18895574196364e-61	"5"	"FBXO32"
"RPS14"	5.2069273485147e-66	0.33462288920878	1	0.999	1.2171713369888e-61	"5"	"RPS14"
"C3"	6.31273289211388e-66	-1.68311686017052	0.647	0.781	1.47566444086054e-61	"5"	"C3"
"EPCAM"	7.61688293955377e-66	0.471126242342497	0.512	0.211	1.78052255595009e-61	"5"	"EPCAM"
"SOD3"	1.40061950251941e-64	-1.37369117892245	0.375	0.663	3.27408814908936e-60	"5"	"SOD3"
"MFAP2"	1.46908881448652e-64	0.641752723566298	0.871	0.582	3.43414201274369e-60	"5"	"MFAP2"
"ATP5G2"	2.01563246694122e-64	0.501107360158181	0.984	0.894	4.71174245472179e-60	"5"	"ATP5G2"
"ABCC3"	3.49594954524318e-64	0.396542232577981	0.359	0.116	8.17213165696046e-60	"5"	"ABCC3"
"RPL8"	5.63074900550068e-64	0.362238690286667	1	0.998	1.31624388752584e-59	"5"	"RPL8"
"SPATS2L"	8.6979735450292e-64	0.645404235169558	0.95	0.788	2.03323829588602e-59	"5"	"SPATS2L"
"ALDOA"	1.2493777085839e-63	0.496797463523404	0.983	0.91	2.92054533158573e-59	"5"	"ALDOA"
"REG1A"	2.57100737484882e-63	0.407582111782844	0.847	0.501	6.00998683944661e-59	"5"	"REG1A"
"SRPX"	2.87386247805077e-63	-1.34950558062392	0.335	0.613	6.71794092869148e-59	"5"	"SRPX"
"SEC61G"	3.25565637740511e-62	0.550361737314871	0.973	0.854	7.61042234782219e-58	"5"	"SEC61G"
"CD74"	1.51826693247365e-61	0.35654901854627	0.978	0.853	3.5491007813504e-57	"5"	"CD74"
"GCHFR"	4.45135614164496e-61	0.337002253720398	0.315	0.096	1.04054901167093e-56	"5"	"GCHFR"
"COL5A2"	7.15673371029668e-61	0.539188914773423	0.97	0.795	1.67295807211895e-56	"5"	"COL5A2"
"RPS12"	1.57291240574711e-60	0.326147614335773	1	0.999	3.67684003967443e-56	"5"	"RPS12"
"RPL19"	6.00238045825517e-60	0.323895974728784	1	0.999	1.40311645592173e-55	"5"	"RPL19"
"FN1"	7.72318737281755e-60	0.636075206608661	0.989	0.859	1.80537228026983e-55	"5"	"FN1"
"COL14A1"	1.12095316387302e-59	-1.13972085601801	0.192	0.515	2.62034011586958e-55	"5"	"COL14A1"
"ITM2B"	1.14616603548249e-59	-0.566154149555138	0.997	0.996	2.67927772454386e-55	"5"	"ITM2B"
"TSPO"	1.82706031549774e-59	0.553760606274086	0.915	0.727	4.27093619350753e-55	"5"	"TSPO"
"PPAPDC1A"	3.55650556263539e-59	0.488636074669496	0.576	0.266	8.3136874032165e-55	"5"	"PPAPDC1A"
"CXCL2"	1.90506012023223e-58	-0.22982931352361	0.483	0.185	4.45326853705485e-54	"5"	"CXCL2"
"MMP11"	2.30791349361661e-58	0.414448906341442	0.866	0.535	5.3949785826782e-54	"5"	"MMP11"
"NDUFS5"	7.09712347708122e-58	0.443399554479802	0.987	0.923	1.65902358400251e-53	"5"	"NDUFS5"
"FBLN5"	1.51962393310176e-57	-1.14672449126269	0.323	0.592	3.55227290601867e-53	"5"	"FBLN5"
"S100A16"	2.52701591278403e-57	0.599829024661064	0.857	0.587	5.90715239772395e-53	"5"	"S100A16"
"RPS15A"	2.63929189891266e-57	0.336734489386477	1	0.999	6.16960874289824e-53	"5"	"RPS15A"
"DUSP23"	3.52239267792873e-57	0.521957413970376	0.581	0.298	8.23394512392619e-53	"5"	"DUSP23"
"CARHSP1"	4.64404681988166e-57	0.568839807562252	0.778	0.489	1.08559238461554e-52	"5"	"CARHSP1"
"PDPN"	5.08222780676739e-57	0.64876646864195	0.726	0.45	1.18802157210994e-52	"5"	"PDPN"
"NTM"	1.03404906321448e-56	0.628471685196634	0.696	0.391	2.41719309017016e-52	"5"	"NTM"
"APOD"	2.60322033506874e-56	-1.92073114237988	0.828	0.901	6.08528785525669e-52	"5"	"APOD"
"HINT1"	1.29394855206766e-55	0.483129492017699	0.962	0.865	3.02473413531336e-51	"5"	"HINT1"
"LAMB3"	2.70347640263055e-55	0.318150807073185	0.261	0.074	6.31964643878917e-51	"5"	"LAMB3"
"C1QTNF3"	1.2308548681082e-54	0.891264646875514	0.657	0.363	2.87724633968972e-50	"5"	"C1QTNF3"
"PRDX5"	1.33687746165126e-54	0.443335293192176	0.969	0.869	3.12508475435598e-50	"5"	"PRDX5"
"TIMP1"	1.67056363546795e-54	-1.18845054923056	0.997	0.994	3.90510955426989e-50	"5"	"TIMP1"
"MFAP4"	2.15346622786075e-54	-1.17561056961451	0.663	0.801	5.03394265424729e-50	"5"	"MFAP4"
"SH3BGRL3"	2.34435677906445e-54	0.504318652029653	0.97	0.849	5.48016840674107e-50	"5"	"SH3BGRL3"
"NR4A1"	5.06901453678e-54	-1.34079418786112	0.291	0.552	1.18493283811769e-49	"5"	"NR4A1"
"UBC"	8.24302426001999e-54	0.504816552620852	1	0.99	1.92688935102227e-49	"5"	"UBC"
"TPI1"	1.1060539806725e-53	0.619080734444502	0.954	0.853	2.58551178522004e-49	"5"	"TPI1"
"S100A10"	1.234015255918e-53	0.491208454697265	0.992	0.923	2.88463406223393e-49	"5"	"S100A10"
"ADH1B"	1.864581527289e-53	-1.54254995034109	0.019	0.311	4.35864577819076e-49	"5"	"ADH1B"
"MAP1B"	2.73599818346908e-53	-0.857840801407458	0.298	0.598	6.39566935367732e-49	"5"	"MAP1B"
"GSTP1"	6.66681311896844e-53	0.423976144523631	0.987	0.942	1.55843423469006e-48	"5"	"GSTP1"
"BST2"	1.53390499901806e-52	0.554938445254489	0.92	0.742	3.58565632570463e-48	"5"	"BST2"
"RIN2"	1.6329628250203e-52	0.6040666083024	0.586	0.299	3.81721389976746e-48	"5"	"RIN2"
"ELF3"	2.74241931290728e-52	0.498457135036698	0.605	0.311	6.41067938585206e-48	"5"	"ELF3"
"PLA2G16"	3.24866251124064e-52	0.490317060375282	0.63	0.359	7.59407348627612e-48	"5"	"PLA2G16"
"C1R"	3.33740112064951e-52	-0.753567847571432	0.957	0.973	7.80150885963029e-48	"5"	"C1R"
"COL1A1"	3.96864536520329e-52	0.529766855699044	0.998	0.929	9.27710540569921e-48	"5"	"COL1A1"
"C5orf46"	7.01681329013405e-52	0.545607571657042	0.4	0.158	1.64025027470174e-47	"5"	"C5orf46"
"MT-CYB"	9.63028999629943e-52	-0.468885669114473	0.995	0.997	2.25117658953495e-47	"5"	"MT-CYB"
"OGN"	1.49827485995951e-51	-0.971413997385489	0.142	0.442	3.50236731264136e-47	"5"	"OGN"
"CTSD"	2.53918492324034e-51	0.486589790471617	0.898	0.694	5.93559867656661e-47	"5"	"CTSD"
"COL12A1"	2.56817818951754e-51	0.514963613389836	0.866	0.586	6.0033733358162e-47	"5"	"COL12A1"
"ABCA8"	3.64249782951512e-51	-1.07994040156785	0.079	0.375	8.51470292627454e-47	"5"	"ABCA8"
"GPX2"	4.25675867577523e-51	0.400164536884049	0.375	0.145	9.95059908049219e-47	"5"	"GPX2"
"CRISPLD2"	4.74631742444549e-51	-0.851515525456063	0.479	0.709	1.10949916113838e-46	"5"	"CRISPLD2"
"PDK4"	2.46682254000239e-50	-1.35052538440979	0.096	0.385	5.76644436950959e-46	"5"	"PDK4"
"OCIAD2"	4.80204931645511e-50	0.439675982799187	0.518	0.252	1.12252704821455e-45	"5"	"OCIAD2"
"CAPZB"	5.33562795070833e-50	0.490002438466019	0.967	0.835	1.24725638975758e-45	"5"	"CAPZB"
"GJA1"	1.70450056644275e-49	0.590202960641123	0.688	0.409	3.98444052411657e-45	"5"	"GJA1"
"CLPS"	6.17276581706573e-49	-1.33208210167503	0.027	0.301	1.44294573739728e-44	"5"	"CLPS"
"PRSS1"	1.48273102563651e-48	-1.89391016839272	0.11	0.385	3.46603204552791e-44	"5"	"PRSS1"
"COL8A1"	1.57987586433182e-48	0.693604723755403	0.855	0.613	3.69311782046205e-44	"5"	"COL8A1"
"MT-CO3"	2.45760991327618e-48	-0.425010509904463	0.998	1	5.7449089332744e-44	"5"	"MT-CO3"
"HN1"	2.48356769463109e-48	0.45880170476629	0.62	0.346	5.80558784296964e-44	"5"	"HN1"
"IL8"	2.7732790221744e-48	-0.0639433623771443	0.354	0.131	6.48281704223487e-44	"5"	"IL8"
"RPS3A"	3.84043721485898e-48	0.343848409832574	1	0.997	8.97740603345436e-44	"5"	"RPS3A"
"OST4"	4.08073332577062e-48	0.420559347055189	0.984	0.95	9.5391222223214e-44	"5"	"OST4"
"FXYD2"	6.66220834703729e-48	-1.07989435171443	0.157	0.438	1.55735782320344e-43	"5"	"FXYD2"
"SERF2"	1.63512789080443e-47	0.313015877090968	1	0.999	3.82227495754443e-43	"5"	"SERF2"
"THBS2"	1.68703161011805e-47	0.531289727617877	0.951	0.723	3.94360509181196e-43	"5"	"THBS2"
"EMP1"	3.50310933444408e-47	-1.1307009041449	0.616	0.755	8.18886838019647e-43	"5"	"EMP1"
"RPS16"	9.58567875133205e-47	0.301570384033099	1	0.996	2.24074826491138e-42	"5"	"RPS16"
"HSPA1A"	1.04838632189665e-46	0.565192390959658	0.808	0.587	2.4507078660656e-42	"5"	"HSPA1A"
"SCT"	1.15324150834884e-46	0.472640938886443	0.287	0.098	2.69581734991626e-42	"5"	"SCT"
"ID1"	4.8576485589804e-46	0.485404987052105	0.542	0.278	1.13552392714726e-41	"5"	"ID1"
"ANTXR1"	6.38322775975153e-46	0.46745040408028	0.872	0.629	1.49214332111952e-41	"5"	"ANTXR1"
"CTSB"	7.64864418610194e-46	0.458523883488243	0.951	0.778	1.78794706494319e-41	"5"	"CTSB"
"ADIRF"	8.48498997936841e-46	-0.944897137376982	0.386	0.66	1.98345125757716e-41	"5"	"ADIRF"
"FAM118A"	1.08204469856573e-45	-0.655974980909683	0.143	0.425	2.52938768736726e-41	"5"	"FAM118A"
"CCL3"	1.74685856213234e-45	0.346649995051267	0.38	0.16	4.08345657484056e-41	"5"	"CCL3"
"FXYD1"	2.76949803614112e-45	-0.924320895957244	0.227	0.496	6.47397860928348e-41	"5"	"FXYD1"
"GPC3"	5.395522224539e-45	-1.00701360464354	0.099	0.373	1.26125727520824e-40	"5"	"GPC3"
"PGK1"	7.19272600641914e-45	0.600402851418612	0.822	0.613	1.68137163126054e-40	"5"	"PGK1"
"EFEMP1"	1.02006430833663e-44	-1.04808485797196	0.504	0.685	2.38450232716771e-40	"5"	"EFEMP1"
"MEG3"	1.69494636450309e-44	-0.731753455303205	0.699	0.811	3.96210662166243e-40	"5"	"MEG3"
"UBA52"	2.52614570366617e-44	0.306926150672238	0.997	0.99	5.90511819689004e-40	"5"	"UBA52"
"CTRC"	3.31899048278046e-44	-1.04846910799173	0.024	0.278	7.7584721525476e-40	"5"	"CTRC"
"PSAP"	5.15211778465412e-44	-0.462153651124801	0.973	0.971	1.20435905334075e-39	"5"	"PSAP"
"CCDC80"	8.20891121687624e-44	-1.02003966799275	0.926	0.94	1.91891508605699e-39	"5"	"CCDC80"
"IL32"	8.80254630766155e-44	0.532693312488395	0.948	0.773	2.05768322487896e-39	"5"	"IL32"
"CMTM3"	1.37325789596433e-43	0.480576296237665	0.761	0.487	3.21012765760623e-39	"5"	"CMTM3"
"NFIA"	2.13364619922626e-43	-0.742367867359436	0.203	0.475	4.98761135531131e-39	"5"	"NFIA"
"BRI3"	2.20563633113448e-43	0.491477756294832	0.802	0.573	5.15589548765997e-39	"5"	"BRI3"
"MYC"	2.8278772722355e-43	-1.06271274413041	0.151	0.412	6.61044591157771e-39	"5"	"MYC"
"ANXA2"	2.98219474402637e-43	0.437514984524427	0.986	0.943	6.97117843363604e-39	"5"	"ANXA2"
"TSC22D3"	8.09644570926042e-43	0.522042726722975	0.969	0.896	1.89262514899672e-38	"5"	"TSC22D3"
"CTRB1"	8.36821696989338e-43	-1.25033273249094	0.052	0.305	1.95615439888228e-38	"5"	"CTRB1"
"CTRB2"	1.64960684642968e-42	-1.3950091170893	0.203	0.439	3.85612096421402e-38	"5"	"CTRB2"
"MSLN"	2.28083909111298e-42	0.269875021023704	0.263	0.087	5.33168945938571e-38	"5"	"MSLN"
"UQCRQ"	2.78328531213166e-42	0.40670473530232	0.976	0.896	6.50620774563896e-38	"5"	"UQCRQ"
"LOXL2"	3.71132115434562e-42	0.452566046794352	0.542	0.28	8.67558433039832e-38	"5"	"LOXL2"
"H3F3A"	4.05571254833337e-42	0.33697694160812	0.995	0.983	9.48063365298409e-38	"5"	"H3F3A"
"CFL1"	4.14348695079183e-42	0.3809071156223	0.998	0.956	9.68581509617097e-38	"5"	"CFL1"
"AEBP1"	6.61037139702849e-42	0.498173249544734	0.981	0.914	1.54524041776938e-37	"5"	"AEBP1"
"ZFP36"	7.00845679277771e-42	-1.06334716070111	0.789	0.872	1.63829685987972e-37	"5"	"ZFP36"
"SCPEP1"	8.42760041723474e-42	-0.660906697772351	0.455	0.655	1.97003587353279e-37	"5"	"SCPEP1"
"DSG2"	9.5968777905394e-42	0.375940499613789	0.436	0.204	2.24336615231649e-37	"5"	"DSG2"
"SLC2A1"	1.32457713376566e-41	0.29456098370656	0.299	0.112	3.0963315078906e-37	"5"	"SLC2A1"
"CST1"	1.34626389934627e-41	1.36024593615301	0.461	0.222	3.14702649111185e-37	"5"	"CST1"
"EGLN3"	1.45883750201057e-41	0.335864031095978	0.328	0.128	3.41017854469991e-37	"5"	"EGLN3"
"CCL2"	3.01294859298229e-41	-2.23442823989503	0.189	0.446	7.04306863095541e-37	"5"	"CCL2"
"PTN"	4.02573328006505e-41	-1.27867681254014	0.169	0.422	9.41055411548007e-37	"5"	"PTN"
"CD151"	4.88885312517067e-41	0.439533610717727	0.863	0.673	1.14281830653989e-36	"5"	"CD151"
"RPL13A"	6.63338347796777e-41	0.273183539098796	1	1	1.55061972180975e-36	"5"	"RPL13A"
"ALDH1A1"	7.429295890715e-41	-1.15655607583001	0.469	0.647	1.73667220741354e-36	"5"	"ALDH1A1"
"XIST"	7.72319423199241e-41	-0.728646248712499	0.096	0.376	1.80537388367055e-36	"5"	"XIST"
"TM4SF1"	8.30629009215481e-41	0.283795817639194	0.813	0.561	1.94167837194211e-36	"5"	"TM4SF1"
"CFD"	1.20218325723008e-40	-3.26431317007423	0.263	0.49	2.81022358210104e-36	"5"	"CFD"
"ITM2A"	1.20286481948223e-40	-0.790813647291953	0.096	0.351	2.81181680202166e-36	"5"	"ITM2A"
"GPX1"	1.28965873426781e-40	0.430438645849212	0.948	0.825	3.01470625722444e-36	"5"	"GPX1"
"MAF"	1.40797318537668e-40	0.49990135690594	0.507	0.268	3.29127811813652e-36	"5"	"MAF"
"FNDC1"	1.47344574755346e-40	0.552721268039355	0.643	0.381	3.44432677948097e-36	"5"	"FNDC1"
"PERP"	1.61021305867231e-40	0.474989050571404	0.713	0.467	3.76403404595239e-36	"5"	"PERP"
"RPS20"	1.83275965774284e-40	0.278050277258449	0.997	0.996	4.28425897593966e-36	"5"	"RPS20"
"IGFL2"	3.20903683347773e-40	0.512656652510153	0.476	0.226	7.50144450193754e-36	"5"	"IGFL2"
"RPL27"	7.61477986613032e-40	0.309951937016599	1	0.986	1.78003094150662e-35	"5"	"RPL27"
"CDKN2A"	1.0808410869662e-39	0.275194460620652	0.28	0.101	2.52657412489219e-35	"5"	"CDKN2A"
"PDLIM2"	1.60647442454822e-39	0.493538991980786	0.855	0.667	3.75529461482391e-35	"5"	"PDLIM2"
"S100A6"	1.93944390843263e-39	0.390485296696623	1	0.999	4.53364408035212e-35	"5"	"S100A6"
"RPS23"	2.6667134619445e-39	0.256792800335824	1	1	6.23370938864146e-35	"5"	"RPS23"
"ADM"	3.54558077320901e-39	0.540442144647521	0.45	0.215	8.28814961545339e-35	"5"	"ADM"
"MYL9"	3.60245008666257e-39	0.520581399906926	0.992	0.928	8.42108732258242e-35	"5"	"MYL9"
"FTL"	4.42436346673871e-39	0.27491433430593	1	1	1.03423920398484e-34	"5"	"FTL"
"SDC4"	7.95726549321948e-39	0.331771214559698	0.43	0.203	1.86009038169499e-34	"5"	"SDC4"
"LCN2"	1.416517123162e-38	0.445571722524361	0.62	0.37	3.31125042710349e-34	"5"	"LCN2"
"NOL3"	1.46769008617363e-38	0.303439099019188	0.312	0.123	3.43087234543948e-34	"5"	"NOL3"
"CTSK"	1.79701510451909e-38	0.509703854656514	0.957	0.833	4.20070250832383e-34	"5"	"CTSK"
"HIST1H1C"	3.98559111550947e-38	0.299332870748339	0.34	0.145	9.31671779161493e-34	"5"	"HIST1H1C"
"P4HB"	5.28337530704672e-38	0.435453143610279	0.943	0.796	1.23504181177524e-33	"5"	"P4HB"
"THY1"	6.61447027232735e-38	0.431720695606625	0.959	0.847	1.54619857085924e-33	"5"	"THY1"
"CPB1"	1.14289136016977e-37	-1.01974765389388	0.043	0.271	2.67162284353286e-33	"5"	"CPB1"
"LAGE3"	1.24169785224622e-37	0.401652968261928	0.532	0.299	2.90259289941077e-33	"5"	"LAGE3"
"HSPA1B"	1.45457011785786e-37	0.396533305726274	0.546	0.309	3.40020310750455e-33	"5"	"HSPA1B"
"ITGB5"	1.64420730262392e-37	0.461799973896641	0.764	0.532	3.84349899061368e-33	"5"	"ITGB5"
"COX7A2"	2.66662978134129e-37	0.372178176249815	0.967	0.875	6.23351377686339e-33	"5"	"COX7A2"
"RPS3"	3.97615008489851e-37	0.28393751008705	1	0.997	9.29464843845877e-33	"5"	"RPS3"
"NR2F1"	4.07330720334703e-37	-0.711647153299452	0.186	0.438	9.52176291854402e-33	"5"	"NR2F1"
"TMED9"	4.53188505129391e-37	0.42993887332973	0.904	0.702	1.05937344959046e-32	"5"	"TMED9"
"PLVAP"	4.59687294925106e-37	-0.52074601199407	0.035	0.26	1.07456502061693e-32	"5"	"PLVAP"
"GJB2"	4.79186200346809e-37	0.361777962214604	0.646	0.36	1.1201456619307e-32	"5"	"GJB2"
