"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0001649"	"GO:0001649"	"osteoblast differentiation"	"14/127"	"231/18866"	5.23102663957198e-10	1.10612436033131e-07	8.96032314338167e-08	"COL1A1/RUNX2/CTHRC1/GREM1/FZD1/VCAN/ID3/TPM4/ITGA11/TWIST1/COL6A1/ID2/IGF2/GNAS"	14
"GO:0060348"	"GO:0060348"	"bone development"	"13/127"	"204/18866"	1.21593322668044e-09	2.35688390438225e-07	1.909228487507e-07	"MMP14/COL1A1/SPARC/RUNX2/SERPINH1/GREM1/SULF1/SULF2/GJA1/TWIST1/LRRC17/FBN1/GNAS"	13
"GO:0061448"	"GO:0061448"	"connective tissue development"	"14/127"	"262/18866"	2.68739201989886e-09	4.80836449098828e-07	3.89508640940807e-07	"COL11A1/COL1A1/COL5A1/RUNX2/SERPINH1/GREM1/SULF1/SULF2/LOXL2/CTSK/PRRX1/ID2/MAF/GNAS"	14
"GO:0022617"	"GO:0022617"	"extracellular matrix disassembly"	"9/127"	"82/18866"	4.13002633735636e-09	6.86174375763635e-07	5.55845649914878e-07	"MMP11/MMP14/KLK4/MMP2/HTRA1/TIMP2/CTSK/FAP/FSCN1"	9
"GO:0051216"	"GO:0051216"	"cartilage development"	"12/127"	"197/18866"	9.05307413740654e-09	1.40383002957384e-06	1.13719317234791e-06	"COL11A1/COL1A1/RUNX2/SERPINH1/GREM1/SULF1/SULF2/LOXL2/CTSK/PRRX1/MAF/GNAS"	12
"GO:0048706"	"GO:0048706"	"embryonic skeletal system development"	"10/127"	"130/18866"	1.79946485844786e-08	2.61597203796858e-06	2.11910664251426e-06	"COL11A1/MMP14/COL1A1/RUNX2/SULF1/SULF2/KIAA1217/PRRX1/TWIST1/GNAS"	10
"GO:0031589"	"GO:0031589"	"cell-substrate adhesion"	"15/127"	"359/18866"	1.96624444209125e-08	2.6902850425319e-06	2.17930498535191e-06	"MMP14/FN1/COL1A1/COL3A1/ANTXR1/POSTN/PLAU/LGALS1/GREM1/EDIL3/ITGB5/ITGA11/FBLN2/COL8A1/RIN2"	15
"GO:0042476"	"GO:0042476"	"odontogenesis"	"10/127"	"132/18866"	2.08415904246125e-08	2.69319662931382e-06	2.18166355906763e-06	"SDC1/COL1A2/COL1A1/KLK4/HTRA1/RUNX2/INHBA/ID3/TWIST1/ASPN"	10
"GO:0010810"	"GO:0010810"	"regulation of cell-substrate adhesion"	"11/127"	"217/18866"	2.50513770774974e-07	3.06681595169784e-05	2.48431938884877e-05	"MMP14/FN1/COL1A1/POSTN/PLAU/LGALS1/GREM1/EDIL3/FBLN2/COL8A1/RIN2"	11
"GO:0090596"	"GO:0090596"	"sensory organ morphogenesis"	"12/127"	"269/18866"	2.77658319494122e-07	3.22916625571664e-05	2.61583364154988e-05	"COL11A1/COL5A2/COL5A1/MFAP2/CTHRC1/COL8A2/PTK7/MFAP5/PRRX1/TWIST1/COL8A1/FBN1"	12
"GO:0002062"	"GO:0002062"	"chondrocyte differentiation"	"8/127"	"108/18866"	6.76919338609038e-07	7.48308831427025e-05	6.06178580012841e-05	"COL11A1/RUNX2/SERPINH1/GREM1/SULF1/SULF2/LOXL2/MAF"	8
"GO:0030574"	"GO:0030574"	"collagen catabolic process"	"6/127"	"47/18866"	7.07772755433987e-07	7.48308831427025e-05	6.06178580012841e-05	"MMP11/MMP14/MMP2/CTSK/CTSB/FAP"	6
"GO:0007178"	"GO:0007178"	"transmembrane receptor protein serine/threonine kinase signaling pathway"	"13/127"	"359/18866"	9.31635616544723e-07	9.19945366585521e-05	7.45215280892466e-05	"COL1A2/COL3A1/HTRA1/RUNX2/INHBA/GREM1/FZD1/SULF1/ITGB5/NBL1/ASPN/FBN1/PMEPA1"	13
"GO:0048562"	"GO:0048562"	"embryonic organ morphogenesis"	"12/127"	"302/18866"	9.49212760019454e-07	9.19945366585521e-05	7.45215280892466e-05	"COL11A1/MMP14/RUNX2/MFAP2/CTHRC1/PTK7/MFAP5/PRRX1/TWIST1/FBN1/ID2/GNAS"	12
"GO:0048568"	"GO:0048568"	"embryonic organ development"	"14/127"	"451/18866"	2.15158149783849e-06	0.000198884311255896	0.00016110916284928	"COL11A1/MMP14/RUNX2/MFAP2/CTHRC1/PTK7/MFAP5/ID3/PRRX1/TWIST1/FBN1/ID2/IGF2/GNAS"	14
"GO:0002063"	"GO:0002063"	"chondrocyte development"	"5/127"	"32/18866"	2.22312643708224e-06	0.000198884311255896	0.00016110916284928	"COL11A1/RUNX2/SERPINH1/SULF1/SULF2"	5
"GO:0048705"	"GO:0048705"	"skeletal system morphogenesis"	"10/127"	"228/18866"	3.32367741992317e-06	0.000286328654768196	0.000231944740025827	"COL11A1/MMP14/COL1A1/MMP2/RUNX2/SERPINH1/GREM1/PRRX1/TWIST1/GNAS"	10
"GO:0007596"	"GO:0007596"	"blood coagulation"	"12/127"	"343/18866"	3.56093318705321e-06	0.00029581180689592	0.000239626706948317	"COL1A2/FN1/COL1A1/COL3A1/F13A1/PLAU/CAPZB/MYH9/ADRA2A/PLAT/FAP/GNAS"	12
"GO:0090288"	"GO:0090288"	"negative regulation of cellular response to growth factor stimulus"	"9/127"	"182/18866"	3.96027614947769e-06	0.000317641459437417	0.000257310138205628	"HTRA1/GREM1/FZD1/SULF1/SULF2/NBL1/ASPN/FBN1/PMEPA1"	9
"GO:0007599"	"GO:0007599"	"hemostasis"	"12/127"	"348/18866"	4.12962708056021e-06	0.000319075789302312	0.000258472038218373	"COL1A2/FN1/COL1A1/COL3A1/F13A1/PLAU/CAPZB/MYH9/ADRA2A/PLAT/FAP/GNAS"	12
"GO:0050817"	"GO:0050817"	"coagulation"	"12/127"	"349/18866"	4.25251481873244e-06	0.000319075789302312	0.000258472038218373	"COL1A2/FN1/COL1A1/COL3A1/F13A1/PLAU/CAPZB/MYH9/ADRA2A/PLAT/FAP/GNAS"	12
"GO:0071230"	"GO:0071230"	"cellular response to amino acid stimulus"	"6/127"	"69/18866"	7.00222488080488e-06	0.000508974221023505	0.00041230205712634	"COL1A2/COL5A2/COL1A1/COL3A1/MMP2/COL6A1"	6
"GO:0090287"	"GO:0090287"	"regulation of cellular response to growth factor stimulus"	"11/127"	"310/18866"	8.09171507844312e-06	0.000570343311286627	0.000462014991719719	"HTRA1/RUNX2/GREM1/FZD1/SULF1/SULF2/NBL1/ASPN/FBN1/MYOF/PMEPA1"	11
"GO:0071559"	"GO:0071559"	"response to transforming growth factor beta"	"10/127"	"258/18866"	9.88730759746088e-06	0.000676408160932177	0.000547934383884055	"COL1A2/COL1A1/COL3A1/HTRA1/POSTN/MXRA5/ITGB5/ASPN/FBN1/PMEPA1"	10
"GO:0048592"	"GO:0048592"	"eye morphogenesis"	"8/127"	"156/18866"	1.06501177776116e-05	0.000707776398592131	0.000573344686373677	"COL5A2/COL5A1/MFAP2/COL8A2/MFAP5/TWIST1/COL8A1/FBN1"	8
"GO:0050673"	"GO:0050673"	"epithelial cell proliferation"	"13/127"	"453/18866"	1.17769353550196e-05	0.000760920878771544	0.000616395154546347	"MMP14/SPARC/HTRA1/COL8A2/SULF1/SULF2/GJA1/LOXL2/TWIST1/COL8A1/FAP/ID2/IGF2"	13
"GO:0071229"	"GO:0071229"	"cellular response to acid chemical"	"6/127"	"76/18866"	1.22886441243999e-05	0.000772523952252817	0.000625794394955216	"COL1A2/COL5A2/COL1A1/COL3A1/MMP2/COL6A1"	6
"GO:0048701"	"GO:0048701"	"embryonic cranial skeleton morphogenesis"	"5/127"	"48/18866"	1.73431101397472e-05	0.00106158089960663	0.000859949228535942	"MMP14/RUNX2/PRRX1/TWIST1/GNAS"	5
"GO:0030514"	"GO:0030514"	"negative regulation of BMP signaling pathway"	"5/127"	"52/18866"	2.57634581768403e-05	0.00150746543872753	0.00122114456049341	"HTRA1/GREM1/FZD1/NBL1/FBN1"	5
"GO:0007160"	"GO:0007160"	"cell-matrix adhesion"	"9/127"	"230/18866"	2.59237392730444e-05	0.00150746543872753	0.00122114456049341	"MMP14/FN1/COL3A1/POSTN/PLAU/GREM1/ITGB5/ITGA11/RIN2"	9
"GO:0045667"	"GO:0045667"	"regulation of osteoblast differentiation"	"7/127"	"131/18866"	2.96575831683428e-05	0.00168252532803818	0.0013629543997775	"RUNX2/CTHRC1/GREM1/ID3/TWIST1/ID2/GNAS"	7
"GO:0090101"	"GO:0090101"	"negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway"	"7/127"	"133/18866"	3.26934412532142e-05	0.00174636322211993	0.00141466722523179	"HTRA1/GREM1/FZD1/NBL1/ASPN/FBN1/PMEPA1"	7
"GO:0060350"	"GO:0060350"	"endochondral bone morphogenesis"	"5/127"	"55/18866"	3.39332869015259e-05	0.00174636322211993	0.00141466722523179	"MMP14/COL1A1/RUNX2/SERPINH1/GNAS"	5
"GO:0045995"	"GO:0045995"	"regulation of embryonic development"	"7/127"	"134/18866"	3.43045596731014e-05	0.00174636322211993	0.00141466722523179	"COL5A2/COL5A1/PTK7/FZD1/SULF1/GJA1/WNK1"	7
"GO:0035581"	"GO:0035581"	"sequestering of extracellular ligand from receptor"	"3/127"	"10/18866"	3.45368479009101e-05	0.00174636322211993	0.00141466722523179	"GREM1/NBL1/FBN1"	3
"GO:0060346"	"GO:0060346"	"bone trabecula formation"	"3/127"	"10/18866"	3.45368479009101e-05	0.00174636322211993	0.00141466722523179	"COL1A1/MMP2/GREM1"	3
"GO:0030510"	"GO:0030510"	"regulation of BMP signaling pathway"	"6/127"	"93/18866"	3.90333552907022e-05	0.00192904175629456	0.00156264865989377	"HTRA1/GREM1/FZD1/SULF1/NBL1/FBN1"	6
"GO:0001958"	"GO:0001958"	"endochondral ossification"	"4/127"	"29/18866"	4.08261090678194e-05	0.00192904175629456	0.00156264865989377	"MMP14/COL1A1/RUNX2/GNAS"	4
"GO:0036075"	"GO:0036075"	"replacement ossification"	"4/127"	"29/18866"	4.08261090678194e-05	0.00192904175629456	0.00156264865989377	"MMP14/COL1A1/RUNX2/GNAS"	4
"GO:0060349"	"GO:0060349"	"bone morphogenesis"	"6/127"	"94/18866"	4.14669337122649e-05	0.00192904175629456	0.00156264865989377	"MMP14/COL1A1/RUNX2/SERPINH1/TWIST1/GNAS"	6
"GO:0048704"	"GO:0048704"	"embryonic skeletal system morphogenesis"	"6/127"	"97/18866"	4.95060569406106e-05	0.00225786447929138	0.00182901634517426	"COL11A1/MMP14/RUNX2/PRRX1/TWIST1/GNAS"	6
"GO:0071560"	"GO:0071560"	"cellular response to transforming growth factor beta stimulus"	"9/127"	"252/18866"	5.2853632998251e-05	0.00236418366065253	0.00191514176248723	"COL1A2/COL1A1/COL3A1/HTRA1/POSTN/ITGB5/ASPN/FBN1/PMEPA1"	9
"GO:0090092"	"GO:0090092"	"regulation of transmembrane receptor protein serine/threonine kinase signaling pathway"	"9/127"	"254/18866"	5.61807858073531e-05	0.00241993532940562	0.00196030422212792	"HTRA1/INHBA/GREM1/FZD1/SULF1/NBL1/ASPN/FBN1/PMEPA1"	9
"GO:2000027"	"GO:2000027"	"regulation of animal organ morphogenesis"	"9/127"	"254/18866"	5.61807858073531e-05	0.00241993532940562	0.00196030422212792	"RUNX2/CTHRC1/PTK7/GREM1/FZD1/SULF1/SULF2/TWIST1/ASPN"	9
"GO:1900115"	"GO:1900115"	"extracellular regulation of signal transduction"	"3/127"	"12/18866"	6.26960945342185e-05	0.00260412706940343	0.00210951145143329	"GREM1/NBL1/FBN1"	3
"GO:1900116"	"GO:1900116"	"extracellular negative regulation of signal transduction"	"3/127"	"12/18866"	6.26960945342185e-05	0.00260412706940343	0.00210951145143329	"GREM1/NBL1/FBN1"	3
"GO:0016331"	"GO:0016331"	"morphogenesis of embryonic epithelium"	"7/127"	"151/18866"	7.33524912165597e-05	0.00294168783740893	0.00238295751865049	"CTHRC1/PTK7/GREM1/FZD1/SULF1/SOX4/TWIST1"	7
"GO:0061041"	"GO:0061041"	"regulation of wound healing"	"7/127"	"151/18866"	7.33524912165597e-05	0.00294168783740893	0.00238295751865049	"PLAU/GJA1/MYH9/CXCR4/ADRA2A/PLAT/FAP"	7
"GO:0070482"	"GO:0070482"	"response to oxygen levels"	"11/127"	"396/18866"	7.64526109502361e-05	0.00301404700119066	0.00244157312401289	"MMP14/COL1A1/MMP2/POSTN/PLAU/LOXL2/MALAT1/TWIST1/CXCR4/PLAT/EDNRA"	11
"GO:0009886"	"GO:0009886"	"post-embryonic animal morphogenesis"	"3/127"	"13/18866"	8.11041279334523e-05	0.00308618230015587	0.00250000738438657	"MFAP2/FBN1/GNAS"	3
"GO:0061430"	"GO:0061430"	"bone trabecula morphogenesis"	"3/127"	"13/18866"	8.11041279334523e-05	0.00308618230015587	0.00250000738438657	"COL1A1/MMP2/GREM1"	3
"GO:0060562"	"GO:0060562"	"epithelial tube morphogenesis"	"10/127"	"331/18866"	8.22628128158487e-05	0.00308618230015587	0.00250000738438657	"MMP14/CTHRC1/PTK7/GREM1/FZD1/SOX4/TWIST1/CXCR4/CTSZ/EDNRA"	10
"GO:0030509"	"GO:0030509"	"BMP signaling pathway"	"7/127"	"155/18866"	8.6471651146812e-05	0.00319258826297595	0.0025862031002973	"HTRA1/RUNX2/GREM1/FZD1/SULF1/NBL1/FBN1"	7
"GO:0007229"	"GO:0007229"	"integrin-mediated signaling pathway"	"6/127"	"108/18866"	9.02641824240017e-05	0.00328053887997231	0.00265744879175926	"FN1/COL3A1/ITGB5/ITGA11/MYH9/ISG15"	6
"GO:1904888"	"GO:1904888"	"cranial skeletal system development"	"5/127"	"68/18866"	9.48250752592442e-05	0.00333565724993834	0.00270209823839871	"MMP14/RUNX2/PRRX1/TWIST1/GNAS"	5
"GO:0030278"	"GO:0030278"	"regulation of ossification"	"8/127"	"212/18866"	9.50933247486784e-05	0.00333565724993834	0.00270209823839871	"RUNX2/CTHRC1/GREM1/ID3/TWIST1/ISG15/ID2/GNAS"	8
"GO:0007517"	"GO:0007517"	"muscle organ development"	"11/127"	"407/18866"	9.74793958831952e-05	0.00333565724993834	0.00270209823839871	"COL11A1/COL3A1/COL6A3/GREM1/FZD1/VGLL4/GJA1/ID3/ITGA11/TWIST1/RGS2"	11
"GO:0030168"	"GO:0030168"	"platelet activation"	"7/127"	"158/18866"	9.7517064916512e-05	0.00333565724993834	0.00270209823839871	"COL1A2/FN1/COL1A1/COL3A1/MYH9/ADRA2A/GNAS"	7
"GO:1903317"	"GO:1903317"	"regulation of protein maturation"	"5/127"	"69/18866"	0.00010168623544506	0.00342785773398854	0.002776786597203	"MMP14/GAS1/MYH9/SOX4/CTSZ"	5
"GO:0048048"	"GO:0048048"	"embryonic eye morphogenesis"	"4/127"	"37/18866"	0.000108897046523015	0.00361849328875046	0.00293121373347663	"MFAP2/MFAP5/TWIST1/FBN1"	4
"GO:0033627"	"GO:0033627"	"cell adhesion mediated by integrin"	"5/127"	"71/18866"	0.000116547200213961	0.00377459690452505	0.00305766776444759	"PLAU/ITGB5/ITGA11/FBN1/WNK1"	5
"GO:0031214"	"GO:0031214"	"biomineral tissue development"	"7/127"	"163/18866"	0.000118463273443822	0.00377459690452505	0.00305766776444759	"COL1A2/COL1A1/KLK4/GREM1/TWIST1/ISG15/ASPN"	7
"GO:0110148"	"GO:0110148"	"biomineralization"	"7/127"	"163/18866"	0.000118463273443822	0.00377459690452505	0.00305766776444759	"COL1A2/COL1A1/KLK4/GREM1/TWIST1/ISG15/ASPN"	7
"GO:0043200"	"GO:0043200"	"response to amino acid"	"6/127"	"114/18866"	0.000121739576601966	0.00382657101589424	0.00309977015814395	"COL1A2/COL5A2/COL1A1/COL3A1/MMP2/COL6A1"	6
"GO:0061035"	"GO:0061035"	"regulation of cartilage development"	"5/127"	"72/18866"	0.000124574818207475	0.00386348036200783	0.00312966911707201	"RUNX2/GREM1/LOXL2/CTSK/MAF"	5
"GO:0090177"	"GO:0090177"	"establishment of planar polarity involved in neural tube closure"	"3/127"	"15/18866"	0.000127763983306092	0.00391025033118381	0.00316755581880754	"CTHRC1/PTK7/FZD1"	3
"GO:0043583"	"GO:0043583"	"ear development"	"8/127"	"224/18866"	0.000139146546810609	0.00420330997248672	0.00340495309352004	"COL11A1/SPARC/CTHRC1/PTK7/GJB2/PRRX1/TWIST1/MAF"	8
"GO:0071772"	"GO:0071772"	"response to BMP"	"7/127"	"168/18866"	0.000142928486562554	0.00420824885752531	0.0034089539100196	"HTRA1/RUNX2/GREM1/FZD1/SULF1/NBL1/FBN1"	7
"GO:0071773"	"GO:0071773"	"cellular response to BMP stimulus"	"7/127"	"168/18866"	0.000142928486562554	0.00420824885752531	0.0034089539100196	"HTRA1/RUNX2/GREM1/FZD1/SULF1/NBL1/FBN1"	7
"GO:0001666"	"GO:0001666"	"response to hypoxia"	"10/127"	"359/18866"	0.000159934212431577	0.00465008722644811	0.00376687158227004	"MMP14/MMP2/POSTN/PLAU/LOXL2/MALAT1/TWIST1/CXCR4/PLAT/EDNRA"	10
"GO:0051604"	"GO:0051604"	"protein maturation"	"9/127"	"293/18866"	0.000166359922421538	0.00477719974756168	0.00386984095041653	"MMP14/AEBP1/GAS1/SERPINH1/PLAU/MYH9/SOX4/PLAT/CTSZ"	9
"GO:0006936"	"GO:0006936"	"muscle contraction"	"10/127"	"362/18866"	0.000171077108900301	0.00485274823539147	0.00393104011465391	"SULF1/SULF2/GJA1/ITGB5/TPM4/CXCR4/ADRA2A/MYOF/EDNRA/RGS2"	10
"GO:0042249"	"GO:0042249"	"establishment of planar polarity of embryonic epithelium"	"3/127"	"17/18866"	0.000189072601415879	0.00529858880594378	0.0042921998292254	"CTHRC1/PTK7/FZD1"	3
"GO:0010470"	"GO:0010470"	"regulation of gastrulation"	"4/127"	"43/18866"	0.0001972350624337	0.00546153280024747	0.00442419500947774	"COL5A2/COL5A1/GJA1/WNK1"	4
"GO:0001838"	"GO:0001838"	"embryonic epithelial tube formation"	"6/127"	"125/18866"	0.000201622318534717	0.0055173354460206	0.00446939876380362	"CTHRC1/PTK7/GREM1/FZD1/SOX4/TWIST1"	6
"GO:0036293"	"GO:0036293"	"response to decreased oxygen levels"	"10/127"	"371/18866"	0.000208511850276495	0.00563951818305963	0.0045683746878204	"MMP14/MMP2/POSTN/PLAU/LOXL2/MALAT1/TWIST1/CXCR4/PLAT/EDNRA"	10
"GO:0044060"	"GO:0044060"	"regulation of endocrine process"	"4/127"	"44/18866"	0.000215834675251584	0.00570490289358165	0.00462134053469301	"C1QTNF3/INHBA/GJA1/GNAS"	4
"GO:1903053"	"GO:1903053"	"regulation of extracellular matrix organization"	"4/127"	"44/18866"	0.000215834675251584	0.00570490289358165	0.00462134053469301	"AEBP1/ANTXR1/FAP/FSCN1"	4
"GO:0030111"	"GO:0030111"	"regulation of Wnt signaling pathway"	"10/127"	"375/18866"	0.000227236641689957	0.00593879133225664	0.00481080530603221	"COL1A1/CTHRC1/PTK7/GREM1/FZD1/SULF1/SULF2/VGLL4/SOX4/WNK1"	10
"GO:1903034"	"GO:1903034"	"regulation of response to wounding"	"7/127"	"183/18866"	0.000241888893159095	0.00625148406097839	0.00506410665210269	"PLAU/GJA1/MYH9/CXCR4/ADRA2A/PLAT/FAP"	7
"GO:0050886"	"GO:0050886"	"endocrine process"	"5/127"	"84/18866"	0.000257751408464629	0.00658823929767833	0.00533690018683269	"C1QTNF3/INHBA/GJA1/CTSZ/GNAS"	5
"GO:0001101"	"GO:0001101"	"response to acid chemical"	"6/127"	"132/18866"	0.000270871365362325	0.0068483347373127	0.00554759432492634	"COL1A2/COL5A2/COL1A1/COL3A1/MMP2/COL6A1"	6
"GO:0001654"	"GO:0001654"	"eye development"	"10/127"	"384/18866"	0.000274586019787291	0.00686760303252946	0.00556320289099323	"COL5A2/COL5A1/MFAP2/COL8A2/INHBA/MFAP5/TWIST1/COL8A1/FBN1/MAF"	10
"GO:0060986"	"GO:0060986"	"endocrine hormone secretion"	"4/127"	"47/18866"	0.000279205259926302	0.00690758012263808	0.00559558692108529	"C1QTNF3/INHBA/GJA1/GNAS"	4
"GO:0072175"	"GO:0072175"	"epithelial tube formation"	"6/127"	"133/18866"	0.000282123865713937	0.00690758012263808	0.00559558692108529	"CTHRC1/PTK7/GREM1/FZD1/SOX4/TWIST1"	6
"GO:0034109"	"GO:0034109"	"homotypic cell-cell adhesion"	"5/127"	"86/18866"	0.000287668810846188	0.00696997556279409	0.0056461312655118	"FN1/LGALS1/CD99/MYH9/GNAS"	5
"GO:0150063"	"GO:0150063"	"visual system development"	"10/127"	"388/18866"	0.000298141088379258	0.00714923888216654	0.00579134615516953	"COL5A2/COL5A1/MFAP2/COL8A2/INHBA/MFAP5/TWIST1/COL8A1/FBN1/MAF"	10
"GO:0003012"	"GO:0003012"	"muscle system process"	"11/127"	"467/18866"	0.000320727874599007	0.007612377921605	0.00616651874900346	"SULF1/SULF2/GJA1/ITGB5/TPM4/CXCR4/ADRA2A/MYOF/FBXO32/EDNRA/RGS2"	11
"GO:0048880"	"GO:0048880"	"sensory system development"	"10/127"	"394/18866"	0.000336632019543106	0.00790915229754812	0.00640692519917235	"COL5A2/COL5A1/MFAP2/COL8A2/INHBA/MFAP5/TWIST1/COL8A1/FBN1/MAF"	10
"GO:0006029"	"GO:0006029"	"proteoglycan metabolic process"	"5/127"	"90/18866"	0.000355336115864858	0.00826511805501659	0.00669528049892732	"COL11A1/SULF1/SULF2/VCAN/CHPF"	5
"GO:0048839"	"GO:0048839"	"inner ear development"	"7/127"	"197/18866"	0.000378200943126175	0.00870985538328201	0.00705554651585048	"COL11A1/SPARC/CTHRC1/PTK7/GJB2/PRRX1/MAF"	7
"GO:0032330"	"GO:0032330"	"regulation of chondrocyte differentiation"	"4/127"	"52/18866"	0.000412930663086286	0.009416438454301	0.00762792452966411	"RUNX2/GREM1/LOXL2/MAF"	4
"GO:0007179"	"GO:0007179"	"transforming growth factor beta receptor signaling pathway"	"7/127"	"202/18866"	0.000439631495614426	0.00984295685077057	0.00797343203280052	"COL1A2/COL3A1/HTRA1/ITGB5/ASPN/FBN1/PMEPA1"	7
"GO:0032964"	"GO:0032964"	"collagen biosynthetic process"	"4/127"	"53/18866"	0.000444329522498241	0.00984295685077057	0.00797343203280052	"COL1A1/COL5A1/SERPINH1/RCN3"	4
"GO:0045668"	"GO:0045668"	"negative regulation of osteoblast differentiation"	"4/127"	"53/18866"	0.000444329522498241	0.00984295685077057	0.00797343203280052	"GREM1/ID3/TWIST1/ID2"	4
