"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"WP3580"	"WP3580"	"Methionine de novo and salvage pathway"	"4/180"	"22/7866"	0.0014047368984506	0.0141194067741701	0.00993363204842258	"262/4144/7295/6611"	4
"WP5097"	"WP5097"	"CCL18 signaling pathway"	"6/180"	"56/7866"	0.00166008634978361	0.0154814991076273	0.010891924721263	"4609/467/3939/7291/3091/960"	6
"WP4674"	"WP4674"	"Head and neck squamous cell carcinoma"	"7/180"	"76/7866"	0.00169015239685048	0.0154814991076273	0.010891924721263	"5966/7422/1026/1977/6009/2280/4790"	7
"WP3630"	"WP3630"	"NAD metabolism, sirtuins and aging"	"3/180"	"11/7866"	0.0016982256674183	0.0154814991076273	0.010891924721263	"10135/3091/4790"	3
"WP5104"	"WP5104"	"Acquired partial lipodystrophy / Barraquer-Simons syndrome"	"3/180"	"11/7866"	0.0016982256674183	0.0154814991076273	0.010891924721263	"4000/718/629"	3
"WP195"	"WP195"	"IL-1 signaling pathway"	"6/180"	"57/7866"	0.00182077471116068	0.0162214474267042	0.0114125113474665	"6347/5966/4792/3554/4790/7334"	6
"WP558"	"WP558"	"Complement and coagulation cascades"	"6/180"	"59/7866"	0.00217725040291643	0.0189662701765165	0.0133436165044235	"5329/717/5054/718/3426/629"	6
"WP3672"	"WP3672"	"lncRNA-mediated mechanisms of therapeutic resistance"	"3/180"	"12/7866"	0.00222639741991192	0.0189727780131625	0.0133481950575955	"1026/3091/55384"	3
"WP2828"	"WP2828"	"Bladder cancer"	"5/180"	"41/7866"	0.00228101490033522	0.0190246349134341	0.0133846786984956	"1839/4609/7422/7057/1026"	5
"WP2036"	"WP2036"	"TNF-related weak inducer of apoptosis (TWEAK) signaling pathway"	"5/180"	"42/7866"	0.00254204464970655	0.0207600313059368	0.0146056074171736	"3569/6347/51330/4792/4790"	5
"WP5095"	"WP5095"	"Overview of proinflammatory and profibrotic mediators"	"9/180"	"129/7866"	0.00273724473126983	0.0218979578501586	0.0154061894649344	"374/3569/2920/3976/6347/7422/6696/2921/4790"	9
"WP4211"	"WP4211"	"Transcriptional cascade regulating adipogenesis"	"3/180"	"13/7866"	0.0028459198865114	0.0223120119102494	0.0156974949529682	"688/10365/1051"	3
"WP4136"	"WP4136"	"Fibrin complement receptor 3 signaling pathway"	"5/180"	"44/7866"	0.00312812360047397	0.0240436166938391	0.0169157561057622	"3569/6347/5966/2921/4790"	5
"WP3613"	"WP3613"	"Photodynamic therapy-induced unfolded protein response"	"4/180"	"29/7866"	0.00402648898678135	0.0303535323618902	0.0213550630473019	"23645/467/7494/468"	4
"WP2840"	"WP2840"	"Hair follicle development: cytodifferentiation - part 3 of 3"	"7/180"	"89/7866"	0.00415656436779516	0.0307428911731265	0.021628994326958	"2354/4772/3479/22822/2353/10468/4790"	7
"WP69"	"WP69"	"T-cell receptor (TCR) signaling pathway"	"7/180"	"91/7866"	0.0047002952097372	0.0341206615225367	0.0240054063343304	"3569/4773/5966/4772/2353/4792/4790"	7
"WP4172"	"WP4172"	"PI3K-Akt signaling pathway"	"16/180"	"345/7866"	0.00551646632913614	0.0393008261073223	0.0276498830293191	"3569/6446/4170/9586/4609/7422/6696/3479/7057/1026/1977/3326/6009/468/4790/2252"	16
"WP231"	"WP231"	"TNF-alpha signaling pathway"	"7/180"	"94/7866"	0.00561440372961747	0.0393008261073223	0.0276498830293191	"3569/6347/5966/7295/4792/4790/7128"	7
"WP5113"	"WP5113"	"Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway"	"4/180"	"32/7866"	0.00578029648481941	0.0397522144219159	0.0279674548295971	"3569/6347/4792/4790"	4
"WP4493"	"WP4493"	"Cells and molecules involved in local acute inflammatory response "	"3/180"	"17/7866"	0.00632635482155578	0.0420327303398283	0.0295718994334989	"3569/3383/718"	3
"WP5027"	"WP5027"	"nsp1 from SARS-CoV-2 inhibits translation initiation in the host cell"	"3/180"	"17/7866"	0.00632635482155578	0.0420327303398283	0.0295718994334989	"10209/8669/8661"	3
"WP4149"	"WP4149"	"White fat cell differentiation"	"4/180"	"33/7866"	0.00646209192680971	0.0422190005884901	0.0297029488565639	"9314/688/10365/1051"	4
"WP4216"	"WP4216"	"Chromosomal and microsatellite instability in colorectal cancer "	"6/180"	"74/7866"	0.00675632717742891	0.0434177090746251	0.0305462937098598	"54205/5966/4609/5743/2353/1026"	6
"WP4658"	"WP4658"	"Small cell lung cancer"	"7/180"	"98/7866"	0.00703288691533901	0.0444659946905305	0.0312838093687406	"54205/4609/9618/5743/1026/4792/4790"	7
"WP408"	"WP408"	"Oxidative stress response"	"4/180"	"34/7866"	0.00719521569410854	0.0447702309855643	0.0314978531638503	"6648/3726/2353/4790"	4
"WP2037"	"WP2037"	"Prolactin signaling pathway"	"6/180"	"76/7866"	0.0076807677551977	0.0470447025005859	0.0330980452608848	"4609/5770/9021/2353/4792/4790"	6
"WP3594"	"WP3594"	"Circadian rhythm genes"	"11/180"	"207/7866"	0.00782608248105754	0.0471972974242239	0.0332054025916935	"3569/1390/3400/9456/10135/3727/5054/3192/1960/1655/468"	11
"WP4496"	"WP4496"	"Signal transduction through IL1R"	"4/180"	"35/7866"	0.0079812179063847	0.0472191926164578	0.0332208068354241	"3569/4792/3554/4790"	4
"WP2018"	"WP2018"	"RANKL/RANK signaling pathway"	"5/180"	"55/7866"	0.00819108443346716	0.0472191926164578	0.0332208068354241	"4772/3383/2353/4792/4790"	5
"WP395"	"WP395"	"IL-4 signaling pathway"	"5/180"	"55/7866"	0.00819108443346716	0.0472191926164578	0.0332208068354241	"9021/2353/1051/4792/4790"	5
