"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0048608"	"GO:0048608"	"reproductive structure development"	"19/200"	"443/18866"	2.70677207589606e-07	5.16793632962823e-05	3.70722499416319e-05	"PTN/RSPO3/CST3/SFRP1/RHOBTB3/MGST1/DCN/TCF21/CITED2/EGFR/PDGFRA/CCND1/FOXO3/ARID5B/BMP4/HSP90AB1/SOCS3/SLIT2/ADAMTS1"	19
"GO:1901342"	"GO:1901342"	"regulation of vasculature development"	"19/200"	"444/18866"	2.8017393672051e-07	5.16793632962823e-05	3.70722499416319e-05	"PTN/FBLN5/RHOB/HSPB6/SMOC2/GLUL/AGTR1/SPRY2/SFRP1/RGCC/DCN/AQP1/ACVRL1/SASH1/EGR1/EMP2/BMP4/PDGFD/ADAMTS1"	19
"GO:0061458"	"GO:0061458"	"reproductive system development"	"19/200"	"447/18866"	3.1052353737758e-07	5.16793632962823e-05	3.70722499416319e-05	"PTN/RSPO3/CST3/SFRP1/RHOBTB3/MGST1/DCN/TCF21/CITED2/EGFR/PDGFRA/CCND1/FOXO3/ARID5B/BMP4/HSP90AB1/SOCS3/SLIT2/ADAMTS1"	19
"GO:0046688"	"GO:0046688"	"response to copper ion"	"7/200"	"43/18866"	3.15955263341722e-07	5.16793632962823e-05	3.70722499416319e-05	"S100A13/AQP1/MT1G/MT2A/MT1A/MT1M/MT1X"	7
"GO:0010273"	"GO:0010273"	"detoxification of copper ion"	"5/200"	"15/18866"	3.50842488159784e-07	5.16793632962823e-05	3.70722499416319e-05	"MT1G/MT2A/MT1A/MT1M/MT1X"	5
"GO:0036376"	"GO:0036376"	"sodium ion export across plasma membrane"	"5/200"	"15/18866"	3.50842488159784e-07	5.16793632962823e-05	3.70722499416319e-05	"FXYD2/SLC4A4/FXYD1/ATP1A1/ATP1B1"	5
"GO:1990169"	"GO:1990169"	"stress response to copper ion"	"5/200"	"15/18866"	3.50842488159784e-07	5.16793632962823e-05	3.70722499416319e-05	"MT1G/MT2A/MT1A/MT1M/MT1X"	5
"GO:0046686"	"GO:0046686"	"response to cadmium ion"	"8/200"	"64/18866"	3.69165170410142e-07	5.16793632962823e-05	3.70722499416319e-05	"GSN/JUN/MT1G/EGFR/MT2A/MT1A/MT1M/MT1X"	8
"GO:0001822"	"GO:0001822"	"kidney development"	"15/200"	"283/18866"	3.69924154601995e-07	5.16793632962823e-05	3.70722499416319e-05	"SPRY1/GPC3/ZBTB16/AGTR1/MYC/SFRP1/DCN/TCF21/PDGFRA/EGR1/ARID5B/BMP4/PDGFD/SLIT2/ADAMTS1"	15
"GO:0009612"	"GO:0009612"	"response to mechanical stimulus"	"13/200"	"209/18866"	3.74186883064176e-07	5.16793632962823e-05	3.70722499416319e-05	"PTN/CXCL12/ATP1A1/JUN/USP53/NFKBIA/FOSB/DCN/AQP1/MAP1B/EGFR/TXNIP/BTG2"	13
"GO:0050673"	"GO:0050673"	"epithelial cell proliferation"	"19/200"	"453/18866"	3.80425664128919e-07	5.16793632962823e-05	3.70722499416319e-05	"PTN/CXCL12/EDNRB/GPC3/GLUL/AGTR1/JUN/NFIB/MYC/SFRP1/CCL2/ZFP36/RGCC/ACVRL1/EGFR/CCND1/LAMB1/APOE/BMP4"	19
"GO:0071280"	"GO:0071280"	"cellular response to copper ion"	"6/200"	"28/18866"	4.08437338805125e-07	5.34296548392482e-05	3.83278235674049e-05	"AQP1/MT1G/MT2A/MT1A/MT1M/MT1X"	6
"GO:0001655"	"GO:0001655"	"urogenital system development"	"16/200"	"330/18866"	4.94948529553696e-07	6.2434221656559e-05	4.47872597983363e-05	"SPRY1/GPC3/NFIA/ZBTB16/AGTR1/MYC/SFRP1/DCN/TCF21/PDGFRA/EGR1/ARID5B/BMP4/PDGFD/SLIT2/ADAMTS1"	16
"GO:0061687"	"GO:0061687"	"detoxification of inorganic compound"	"5/200"	"17/18866"	7.10571084753036e-07	8.36579023782575e-05	6.00120912631775e-05	"MT1G/MT2A/MT1A/MT1M/MT1X"	5
"GO:0097501"	"GO:0097501"	"stress response to metal ion"	"5/200"	"17/18866"	7.10571084753036e-07	8.36579023782575e-05	6.00120912631775e-05	"MT1G/MT2A/MT1A/MT1M/MT1X"	5
"GO:0034599"	"GO:0034599"	"cellular response to oxidative stress"	"15/200"	"310/18866"	1.1685802219754e-06	0.00013314275303281	9.55101050694322e-05	"INS/FBLN5/RHOB/GPX3/PRDX6/CST3/JUN/MGST1/AQP1/EGFR/PDGFRA/FOXO3/PDGFD/HSPA1A/HSPA1B"	15
"GO:0000302"	"GO:0000302"	"response to reactive oxygen species"	"13/200"	"235/18866"	1.41038541183936e-06	0.00015567128983177	0.000111670976522939	"FBLN5/APOD/RHOB/CST3/JUN/AQP1/EGFR/PDGFRA/TXNIP/FOXO3/APOE/PDGFD/HSPD1"	13
"GO:0001666"	"GO:0001666"	"response to hypoxia"	"16/200"	"359/18866"	1.5008175211051e-06	0.000160632954077067	0.000115230232003189	"PTN/CXCL12/CST3/CYGB/MYC/SFRP1/PDLIM1/RGCC/AQP1/ACVRL1/CITED2/FOXO3/EGR1/RORA/ATP1B1/HSPD1"	16
"GO:0010594"	"GO:0010594"	"regulation of endothelial cell migration"	"13/200"	"238/18866"	1.62479844217491e-06	0.000168787885228287	0.000121080181124303	"PTN/RHOB/SMOC2/GLUL/RGCC/DCN/TMSB4X/ACVRL1/SASH1/APOE/EMP2/BMP4/SLIT2"	13
"GO:2000146"	"GO:2000146"	"negative regulation of cell motility"	"16/200"	"365/18866"	1.86130895604034e-06	0.000187832663792414	0.000134741974652304	"PTN/CXCL12/APOD/RHOB/CYGB/SFRP1/CCL2/RGCC/DCN/ACVRL1/CITED2/FBLN1/FOXO3/APOE/IFITM1/SLIT2"	16
"GO:0072111"	"GO:0072111"	"cell proliferation involved in kidney development"	"5/200"	"21/18866"	2.25741028097263e-06	0.000217778390502492	0.000156223575710645	"GPC3/MYC/EGR1/BMP4/PDGFD"	5
"GO:0036293"	"GO:0036293"	"response to decreased oxygen levels"	"16/200"	"371/18866"	2.298000796005e-06	0.000217778390502492	0.000156223575710645	"PTN/CXCL12/CST3/CYGB/MYC/SFRP1/PDLIM1/RGCC/AQP1/ACVRL1/CITED2/FOXO3/EGR1/RORA/ATP1B1/HSPD1"	16
"GO:0043542"	"GO:0043542"	"endothelial cell migration"	"14/200"	"286/18866"	2.34302911639147e-06	0.000217778390502492	0.000156223575710645	"PTN/RHOB/SMOC2/GLUL/PRSS3/RGCC/DCN/TMSB4X/ACVRL1/SASH1/APOE/EMP2/BMP4/SLIT2"	14
"GO:0072593"	"GO:0072593"	"reactive oxygen species metabolic process"	"14/200"	"288/18866"	2.54157132872178e-06	0.000228386422717378	0.000163833259665235	"INS/FBLN5/PDK4/GPX3/PRDX6/AGTR1/CLU/EGFR/HSP90AA1/FOXO3/PID1/RORA/HSP90AB1/HSPD1"	14
"GO:0007586"	"GO:0007586"	"digestion"	"10/200"	"141/18866"	2.65114477106809e-06	0.000228386422717378	0.000163833259665235	"PRSS1/CLPS/CTRB1/PNLIP/AMY2A/CEL/CTRB2/PRSS3/AQP1/MUC6"	10
"GO:0032355"	"GO:0032355"	"response to estradiol"	"10/200"	"141/18866"	2.65114477106809e-06	0.000228386422717378	0.000163833259665235	"PTN/TFPI/CST3/SFRP1/MAP1B/EGFR/GGT5/CCND1/SOCS2/TXNIP"	10
"GO:0050679"	"GO:0050679"	"positive regulation of epithelial cell proliferation"	"12/200"	"211/18866"	2.71631991709736e-06	0.00022842957017114	0.000163864211540184	"PTN/CXCL12/GLUL/AGTR1/JUN/MYC/SFRP1/ACVRL1/EGFR/CCND1/LAMB1/BMP4"	12
"GO:0051131"	"GO:0051131"	"chaperone-mediated protein complex assembly"	"5/200"	"22/18866"	2.89626828062941e-06	0.000237898129469374	0.000170656493304161	"CLU/HSP90AA1/HSP90AB1/HSPA1A/HSPD1"	5
"GO:0061077"	"GO:0061077"	"chaperone-mediated protein folding"	"7/200"	"60/18866"	3.25202890528595e-06	0.000261049229397045	0.000187263961124959	"HSPB6/CLU/FKBP5/HSPA1A/DNAJB1/HSPE1/HSPA1B"	7
"GO:0033013"	"GO:0033013"	"tetrapyrrole metabolic process"	"7/200"	"61/18866"	3.64087251796285e-06	0.000285768038520995	0.000204996026917815	"PRSS1/CTRB1/CTRC/CTRB2/AMBP/PRSS3/CD320"	7
"GO:0010632"	"GO:0010632"	"regulation of epithelial cell migration"	"14/200"	"301/18866"	4.24051516608219e-06	0.000325597816665268	0.000233567963495649	"PTN/RHOB/SMOC2/GLUL/JUN/RGCC/DCN/TMSB4X/ACVRL1/SASH1/APOE/EMP2/BMP4/SLIT2"	14
"GO:0048545"	"GO:0048545"	"response to steroid hormone"	"15/200"	"346/18866"	4.51196239344863e-06	0.000338098049802427	0.000242535019930394	"PTN/TFPI/ATP1A1/SFRP1/ZFP36/FOSB/AQP1/TCF21/EGFR/CCND1/TXNIP/FOXO3/BMP4/SLIT2/HSPD1"	15
"GO:0071294"	"GO:0071294"	"cellular response to zinc ion"	"5/200"	"24/18866"	4.59476398372494e-06	0.000338098049802427	0.000242535019930394	"MT1G/MT2A/MT1A/MT1M/MT1X"	5
"GO:0008406"	"GO:0008406"	"gonad development"	"12/200"	"223/18866"	4.8059756778431e-06	0.000346422573349833	0.000248506626349481	"CST3/SFRP1/RHOBTB3/MGST1/TCF21/CITED2/PDGFRA/CCND1/FOXO3/ARID5B/SLIT2/ADAMTS1"	12
"GO:0016049"	"GO:0016049"	"cell growth"	"18/200"	"490/18866"	5.06433484222046e-06	0.000357744613254453	0.000256628504531045	"INS/CXCL12/FBLN5/JADE1/AGTR1/SFRP1/LTBP4/ACVRL1/MAP1B/EGFR/SOCS2/HSP90AA1/FHL1/APOE/HSP90AB1/SLIT2/HSPA1A/HSPA1B"	18
"GO:0030336"	"GO:0030336"	"negative regulation of cell migration"	"15/200"	"350/18866"	5.18451623657364e-06	0.000358948799926602	0.000257492329207644	"PTN/CXCL12/APOD/RHOB/CYGB/SFRP1/CCL2/RGCC/DCN/ACVRL1/CITED2/FOXO3/APOE/IFITM1/SLIT2"	15
"GO:0070482"	"GO:0070482"	"response to oxygen levels"	"16/200"	"396/18866"	5.28463691851169e-06	0.000358948799926602	0.000257492329207644	"PTN/CXCL12/CST3/CYGB/MYC/SFRP1/PDLIM1/RGCC/AQP1/ACVRL1/CITED2/FOXO3/EGR1/RORA/ATP1B1/HSPD1"	16
"GO:0040013"	"GO:0040013"	"negative regulation of locomotion"	"16/200"	"397/18866"	5.45578220020594e-06	0.000363581560964668	0.000260815645598723	"PTN/CXCL12/APOD/RHOB/CYGB/SFRP1/CCL2/RGCC/DCN/ACVRL1/CITED2/FBLN1/FOXO3/APOE/IFITM1/SLIT2"	16
"GO:0097201"	"GO:0097201"	"negative regulation of transcription from RNA polymerase II promoter in response to stress"	"4/200"	"12/18866"	5.67631741375368e-06	0.000371273205655148	0.000266333255651172	"JUN/CITED2/HSPA1A/DNAJB1"	4
"GO:0051271"	"GO:0051271"	"negative regulation of cellular component movement"	"16/200"	"400/18866"	5.99941123979614e-06	0.000385271281799272	0.000276374791467738	"PTN/CXCL12/APOD/RHOB/CYGB/SFRP1/CCL2/RGCC/DCN/ACVRL1/CITED2/FBLN1/FOXO3/APOE/IFITM1/SLIT2"	16
"GO:0045137"	"GO:0045137"	"development of primary sexual characteristics"	"12/200"	"229/18866"	6.30401300926122e-06	0.000397603106226976	0.000285221039723529	"CST3/SFRP1/RHOBTB3/MGST1/TCF21/CITED2/PDGFRA/CCND1/FOXO3/ARID5B/SLIT2/ADAMTS1"	12
"GO:0045765"	"GO:0045765"	"regulation of angiogenesis"	"16/200"	"403/18866"	6.59104246227283e-06	0.000408413368013116	0.000292975793290687	"PTN/FBLN5/RHOB/HSPB6/SMOC2/GLUL/AGTR1/SPRY2/SFRP1/RGCC/DCN/AQP1/ACVRL1/SASH1/EMP2/ADAMTS1"	16
"GO:0071248"	"GO:0071248"	"cellular response to metal ion"	"11/200"	"193/18866"	6.98650913709244e-06	0.000418418235503379	0.000300152796345185	"GSN/JUN/FOSB/AQP1/MT1G/EGFR/MT2A/MT1A/JUND/MT1M/MT1X"	11
"GO:0072012"	"GO:0072012"	"glomerulus vasculature development"	"5/200"	"26/18866"	6.98943258626823e-06	0.000418418235503379	0.000300152796345185	"TCF21/PDGFRA/EGR1/BMP4/PDGFD"	5
"GO:0062197"	"GO:0062197"	"cellular response to chemical stress"	"15/200"	"360/18866"	7.27331831103765e-06	0.000428156004576416	0.0003071381960468	"INS/FBLN5/RHOB/GPX3/PRDX6/CST3/JUN/MGST1/AQP1/EGFR/PDGFRA/FOXO3/PDGFD/HSPA1A/HSPA1B"	15
"GO:1902947"	"GO:1902947"	"regulation of tau-protein kinase activity"	"4/200"	"13/18866"	8.13113349493508e-06	0.000470805959083782	0.000337733189340962	"CLU/HSP90AA1/EGR1/HSP90AB1"	4
"GO:0042698"	"GO:0042698"	"ovulation cycle"	"7/200"	"69/18866"	8.3823373242823e-06	0.000477522829505889	0.000342551543965153	"PTN/EGFR/PDGFRA/FOXO3/EGR1/SLIT2/ADAMTS1"	7
"GO:0010631"	"GO:0010631"	"epithelial cell migration"	"15/200"	"365/18866"	8.57561064509563e-06	0.000480778679340917	0.000344887131541273	"PTN/RHOB/SMOC2/GLUL/PRSS3/JUN/RGCC/DCN/TMSB4X/ACVRL1/SASH1/APOE/EMP2/BMP4/SLIT2"	15
"GO:0090132"	"GO:0090132"	"epithelium migration"	"15/200"	"368/18866"	9.45305666132305e-06	0.000521690564496766	0.000374235318812575	"PTN/RHOB/SMOC2/GLUL/PRSS3/JUN/RGCC/DCN/TMSB4X/ACVRL1/SASH1/APOE/EMP2/BMP4/SLIT2"	15
"GO:0061437"	"GO:0061437"	"renal system vasculature development"	"5/200"	"28/18866"	1.02643406706589e-05	0.000541277584256046	0.000388286089677625	"TCF21/PDGFRA/EGR1/BMP4/PDGFD"	5
"GO:0061440"	"GO:0061440"	"kidney vasculature development"	"5/200"	"28/18866"	1.02643406706589e-05	0.000541277584256046	0.000388286089677625	"TCF21/PDGFRA/EGR1/BMP4/PDGFD"	5
"GO:0031099"	"GO:0031099"	"regeneration"	"11/200"	"201/18866"	1.02677231441549e-05	0.000541277584256046	0.000388286089677625	"PTN/CXCL12/APOD/GSN/GAS6/JUN/CD81/MATN2/MAP1B/EGFR/CCND1"	11
"GO:0001558"	"GO:0001558"	"regulation of cell growth"	"16/200"	"420/18866"	1.10415381495715e-05	0.000573510481533626	0.000411408395139607	"INS/CXCL12/FBLN5/JADE1/AGTR1/SFRP1/LTBP4/ACVRL1/MAP1B/EGFR/SOCS2/FHL1/APOE/SLIT2/HSPA1A/HSPA1B"	16
"GO:1901722"	"GO:1901722"	"regulation of cell proliferation involved in kidney development"	"4/200"	"14/18866"	1.12892173391287e-05	0.000577786055374308	0.000414475482889062	"MYC/EGR1/BMP4/PDGFD"	4
"GO:0090130"	"GO:0090130"	"tissue migration"	"15/200"	"374/18866"	1.14510260125146e-05	0.000577786055374308	0.000414475482889062	"PTN/RHOB/SMOC2/GLUL/PRSS3/JUN/RGCC/DCN/TMSB4X/ACVRL1/SASH1/APOE/EMP2/BMP4/SLIT2"	15
"GO:0001823"	"GO:0001823"	"mesonephros development"	"8/200"	"103/18866"	1.39383427177073e-05	0.000693383471534396	0.000497399420630414	"SPRY1/GPC3/ZBTB16/MYC/SFRP1/TCF21/BMP4/SLIT2"	8
"GO:0055078"	"GO:0055078"	"sodium ion homeostasis"	"6/200"	"52/18866"	1.78638116400069e-05	0.000876319204340337	0.000628628576279189	"C7/EDNRB/SCN7A/AGTR1/ATP1A1/ATP1B1"	6
"GO:0008584"	"GO:0008584"	"male gonad development"	"9/200"	"141/18866"	1.97922786545243e-05	0.000957620934353149	0.00068695046462062	"CST3/SFRP1/RHOBTB3/MGST1/TCF21/CITED2/PDGFRA/CCND1/ARID5B"	9
"GO:0090083"	"GO:0090083"	"regulation of inclusion body assembly"	"4/200"	"16/18866"	2.01871013746348e-05	0.000963524892637976	0.000691185675800086	"CLU/HSPA1A/DNAJB1/HSPA1B"	4
"GO:0046546"	"GO:0046546"	"development of primary male sexual characteristics"	"9/200"	"142/18866"	2.09403734490127e-05	0.000986151986958838	0.000707417247603839	"CST3/SFRP1/RHOBTB3/MGST1/TCF21/CITED2/PDGFRA/CCND1/ARID5B"	9
"GO:0048511"	"GO:0048511"	"rhythmic process"	"13/200"	"305/18866"	2.36989557729665e-05	0.00109481830094594	0.000785369151331247	"PTN/PTGDS/CST3/NTRK2/JUN/EGFR/PDGFRA/FOXO3/JUND/EGR1/RORA/SLIT2/ADAMTS1"	13
"GO:0007163"	"GO:0007163"	"establishment or maintenance of cell polarity"	"11/200"	"220/18866"	2.38677828915167e-05	0.00109481830094594	0.000785369151331247	"GSN/SPRY1/RHOB/SPRY2/RHOBTB3/PDLIM1/RND3/AQP1/MAP1B/HSP90AA1/HSP90AB1"	11
"GO:0071241"	"GO:0071241"	"cellular response to inorganic substance"	"11/200"	"221/18866"	2.48884878683842e-05	0.00112700178398888	0.000808456009435908	"GSN/JUN/FOSB/AQP1/MT1G/EGFR/MT2A/MT1A/JUND/MT1M/MT1X"	11
"GO:0090287"	"GO:0090287"	"regulation of cellular response to growth factor stimulus"	"13/200"	"310/18866"	2.80758376327514e-05	0.00125523871542883	0.000900446917815225	"SPRY1/GPC3/SMOC2/SPRY2/SFRP1/DCN/LTBP4/ACVRL1/CITED2/BMP4/HSP90AB1/SLIT2/HSPA1A"	13
"GO:0060326"	"GO:0060326"	"cell chemotaxis"	"13/200"	"311/18866"	2.90314474337364e-05	0.00128173840419946	0.000919456499644784	"PTN/CXCL12/PLA2G1B/EDNRB/SMOC2/GAS6/AGTR1/CCL2/TMSB4X/PDGFRA/PDGFD/SLIT2/CXCL14"	13
"GO:0061138"	"GO:0061138"	"morphogenesis of a branching epithelium"	"10/200"	"187/18866"	3.17977561745067e-05	0.00138653919516491	0.000994635466043373	"SPRY1/RSPO3/GPC3/SPRY2/MYC/SFRP1/TCF21/BMP4/SOCS3/SLIT2"	10
"GO:0006457"	"GO:0006457"	"protein folding"	"11/200"	"230/18866"	3.59073447343423e-05	0.0015466431902646	0.00110948624872352	"HSPB6/CLU/LTBP4/HSP90AA1/FKBP5/HSP90AB1/HSPA1A/DNAJB1/HSPE1/HSPD1/HSPA1B"	11
"GO:0010038"	"GO:0010038"	"response to metal ion"	"14/200"	"366/18866"	3.79435896970223e-05	0.00161465974469738	0.00115827800127752	"GSN/S100A13/JUN/FOSB/AQP1/MT1G/EGFR/CCND1/TXNIP/MT2A/MT1A/JUND/MT1M/MT1X"	14
"GO:0034612"	"GO:0034612"	"response to tumor necrosis factor"	"13/200"	"320/18866"	3.89951568460976e-05	0.00163965349976687	0.0011762072998566	"GAS6/SFRP1/CCL2/ZFP36/NFKBIA/TMSB4X/GGT5/FOXO3/PID1/PLVAP/RORA/HSPA1A/HSPA1B"	13
"GO:0006882"	"GO:0006882"	"cellular zinc ion homeostasis"	"5/200"	"37/18866"	4.21327996051899e-05	0.00175074174359448	0.00125589657770517	"MT1G/MT2A/MT1A/MT1M/MT1X"	5
"GO:1902904"	"GO:1902904"	"negative regulation of supramolecular fiber organization"	"9/200"	"156/18866"	4.40088910814094e-05	0.00180743492208765	0.00129656549367139	"GSN/CLU/SPTBN1/TMSB4X/MAP1B/MYADM/APOE/ADD3/SLIT2"	9
"GO:0070371"	"GO:0070371"	"ERK1 and ERK2 cascade"	"13/200"	"325/18866"	4.57278779959919e-05	0.00183481908012375	0.00131620955053283	"SPRY1/NDRG2/GAS6/JUN/SPRY2/MYC/CCL2/EGFR/PDGFRA/FBLN1/APOE/BMP4/PDGFD"	13
"GO:0007548"	"GO:0007548"	"sex differentiation"	"12/200"	"280/18866"	4.6452064009934e-05	0.00183481908012375	0.00131620955053283	"CST3/SFRP1/RHOBTB3/MGST1/TCF21/CITED2/PDGFRA/CCND1/FOXO3/ARID5B/SLIT2/ADAMTS1"	12
"GO:1902903"	"GO:1902903"	"regulation of supramolecular fiber organization"	"14/200"	"373/18866"	4.65911787550066e-05	0.00183481908012375	0.00131620955053283	"CXCL12/GSN/CLU/SFRP1/RGCC/SPTBN1/TMSB4X/MAP1B/MYADM/APOE/ADD3/SLIT2/HSPA1A/HSPA1B"	14
"GO:0031667"	"GO:0031667"	"response to nutrient levels"	"16/200"	"473/18866"	4.67536005694047e-05	0.00183481908012375	0.00131620955053283	"CLPS/PTN/GSN/PDK4/SCTR/CST3/GLUL/GAS6/JUN/SFRP1/ZFP36/MAP1B/EGFR/CCND1/FOXO3/APOE"	16
"GO:0055067"	"GO:0055067"	"monovalent inorganic cation homeostasis"	"9/200"	"159/18866"	5.1065061441603e-05	0.00196248505281794	0.00140779088100757	"C7/SLC4A4/EDNRB/CFTR/PDK4/SCN7A/AGTR1/ATP1A1/ATP1B1"	9
"GO:0001656"	"GO:0001656"	"metanephros development"	"7/200"	"91/18866"	5.16735871778224e-05	0.00196248505281794	0.00140779088100757	"SPRY1/GPC3/MYC/TCF21/PDGFRA/EGR1/BMP4"	7
"GO:0033273"	"GO:0033273"	"response to vitamin"	"7/200"	"91/18866"	5.16735871778224e-05	0.00196248505281794	0.00140779088100757	"PTN/GSN/GAS6/SFRP1/MAP1B/EGFR/CCND1"	7
"GO:0055069"	"GO:0055069"	"zinc ion homeostasis"	"5/200"	"39/18866"	5.47030403687139e-05	0.00204635430384221	0.00146795458346194	"MT1G/MT2A/MT1A/MT1M/MT1X"	5
"GO:0017038"	"GO:0017038"	"protein import"	"10/200"	"200/18866"	5.6199424539268e-05	0.00204635430384221	0.00146795458346194	"APOD/CLU/NFKBIA/TOMM7/TXNIP/HSP90AA1/APOE/BMP4/HSP90AB1/HSPD1"	10
"GO:1901654"	"GO:1901654"	"response to ketone"	"10/200"	"200/18866"	5.6199424539268e-05	0.00204635430384221	0.00146795458346194	"PTN/CFTR/SFRP1/FOSB/AQP1/EGFR/CCND1/TXNIP/FOXO3/SLIT2"	10
"GO:2000377"	"GO:2000377"	"regulation of reactive oxygen species metabolic process"	"10/200"	"200/18866"	5.6199424539268e-05	0.00204635430384221	0.00146795458346194	"INS/FBLN5/AGTR1/CLU/EGFR/HSP90AA1/FOXO3/PID1/HSP90AB1/HSPD1"	10
"GO:0001763"	"GO:0001763"	"morphogenesis of a branching structure"	"10/200"	"201/18866"	5.8604225659431e-05	0.00211214413295011	0.00151514899207573	"SPRY1/RSPO3/GPC3/SPRY2/MYC/SFRP1/TCF21/BMP4/SOCS3/SLIT2"	10
"GO:0045778"	"GO:0045778"	"positive regulation of ossification"	"7/200"	"94/18866"	6.36236959392747e-05	0.00222701023512139	0.00159754832089682	"PTN/ZBTB16/CEBPD/IL6ST/JUND/BMP4/IFITM1"	7
