"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0009612"	"GO:0009612"	"response to mechanical stimulus"	"14/177"	"209/18866"	1.1128725445313e-08	3.16561653803496e-06	2.4057216058337e-06	"NFKBIA/MAP1B/FOSB/IGFBP2/GADD45A/BTG2/ENG/ATP1A1/JUN/FOS/CXCL12/SERPINE2/PTN/TXNIP"	14
"GO:0019083"	"GO:0019083"	"viral transcription"	"13/177"	"178/18866"	1.35017977813604e-08	3.52059377148971e-06	2.67548782351693e-06	"RPS4X/RPS9/RPL21/RPL17/RPS27A/RPL6/RPL10A/ZFP36/RPS7/RPS5/RPL7/RPL5/JUN"	13
"GO:0000184"	"GO:0000184"	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	"11/177"	"120/18866"	1.73836827190654e-08	3.88525308771111e-06	2.95261197461419e-06	"RPS4X/RPS9/RPL21/RPL17/RPS27A/RPL6/RPL10A/RPS7/RPS5/RPL7/RPL5"	11
"GO:0045047"	"GO:0045047"	"protein targeting to ER"	"11/177"	"120/18866"	1.73836827190654e-08	3.88525308771111e-06	2.95261197461419e-06	"RPS4X/RPS9/RPL21/RPL17/RPS27A/RPL6/RPL10A/RPS7/RPS5/RPL7/RPL5"	11
"GO:0010951"	"GO:0010951"	"negative regulation of endopeptidase activity"	"15/177"	"258/18866"	2.20909328587514e-08	4.60816859433555e-06	3.50199419845049e-06	"TIMP1/CST3/C3/SPINK1/TFPI/A2M/RARRES1/GAS6/SERPINF1/SERPINA1/SLPI/CST1/LXN/SERPINE2/SERPINE1"	15
"GO:0072599"	"GO:0072599"	"establishment of protein localization to endoplasmic reticulum"	"11/177"	"124/18866"	2.45213284395147e-08	4.79545229295259e-06	3.64432111479366e-06	"RPS4X/RPS9/RPL21/RPL17/RPS27A/RPL6/RPL10A/RPS7/RPS5/RPL7/RPL5"	11
"GO:0052548"	"GO:0052548"	"regulation of endopeptidase activity"	"19/177"	"434/18866"	2.79628536453696e-08	5.14680994449184e-06	3.91133661825943e-06	"TIMP1/CST3/C3/SPINK1/TFPI/GSN/A2M/RARRES1/MYC/GAS6/SERPINF1/SERPINA1/F2R/SLPI/F3/CST1/LXN/SERPINE2/SERPINE1"	19
"GO:0006413"	"GO:0006413"	"translational initiation"	"13/177"	"192/18866"	3.33459257235613e-08	5.7966334216124e-06	4.40517229295468e-06	"RPS4X/RPS9/RPL21/RPL17/RPS27A/RPL6/RPL10A/RPS7/RPS5/RPL7/RPL5/HSPB1/EIF3L"	13
"GO:0071276"	"GO:0071276"	"cellular response to cadmium ion"	"7/177"	"38/18866"	5.60990741955432e-08	9.23863174515024e-06	7.0209312248051e-06	"MT2A/MT1X/GSN/MT1E/MT1M/JUN/FOS"	7
"GO:0006979"	"GO:0006979"	"response to oxidative stress"	"19/177"	"458/18866"	6.54115056050998e-08	1.02336300519179e-05	7.77708374536424e-06	"SOD3/APOD/CST3/INS/CYGB/CYP1B1/PRDX6/FBLN5/PDLIM1/GPX3/MGST1/HSPB1/JUN/FOS/SOD2/RHOB/TXNIP/APOE/DUSP1"	19
"GO:0000956"	"GO:0000956"	"nuclear-transcribed mRNA catabolic process"	"13/177"	"210/18866"	9.57906033065384e-08	1.42727998926742e-05	1.08466653067404e-05	"RPS4X/RPS9/RPL21/RPL17/RPS27A/RPL6/RPL10A/ZFP36/RPS7/RPS5/RPL7/RPL5/BTG2"	13
"GO:0051346"	"GO:0051346"	"negative regulation of hydrolase activity"	"19/177"	"473/18866"	1.08181127469972e-07	1.53863067206156e-05	1.16928788016587e-05	"TIMP1/CST3/C3/SPINK1/TFPI/A2M/RARRES1/GPC3/GAS6/SERPINF1/SERPINA1/PPP1R14A/SLPI/CST1/LXN/SPRY1/SERPINE2/PTN/SERPINE1"	19
"GO:1990748"	"GO:1990748"	"cellular detoxification"	"10/177"	"114/18866"	1.20143611244105e-07	1.63447547644698e-05	1.24212548192418e-05	"SOD3/CYGB/PRDX6/FBLN5/GSTT1/GPX3/MGST1/GSTM3/SOD2/APOE"	10
"GO:0070972"	"GO:0070972"	"protein localization to endoplasmic reticulum"	"11/177"	"152/18866"	2.00089315337277e-07	2.60866444870975e-05	1.98246387432854e-05	"RPS4X/RPS9/RPL21/RPL17/RPS27A/RPL6/RPL10A/RPS7/RPS5/RPL7/RPL5"	11
"GO:0042493"	"GO:0042493"	"response to drug"	"17/177"	"397/18866"	2.14316695987678e-07	2.68238776698177e-05	2.03849017362595e-05	"MT2A/APOD/CST3/MAP1B/MYC/GAS6/FOSB/HSP90AB1/MGST1/IGFBP2/ADIRF/PPP1R14A/ENG/ATP1A1/FOS/PTN/TXNIP"	17
"GO:0097237"	"GO:0097237"	"cellular response to toxic substance"	"10/177"	"122/18866"	2.28097842071449e-07	2.74506979939063e-05	2.08612560825669e-05	"SOD3/CYGB/PRDX6/FBLN5/GSTT1/GPX3/MGST1/GSTM3/SOD2/APOE"	10
"GO:2000146"	"GO:2000146"	"negative regulation of cell motility"	"16/177"	"365/18866"	3.63028035283828e-07	4.20709156445592e-05	3.19719427565757e-05	"TIMP1/APOD/CYGB/CCL2/CYP1B1/SERPINF1/NR2F2/GADD45A/ENG/FBLN1/RHOB/CXCL12/PTN/APOE/DUSP1/SERPINE1"	16
"GO:0006402"	"GO:0006402"	"mRNA catabolic process"	"16/177"	"376/18866"	5.39228048383127e-07	5.83763903146686e-05	4.43633465276737e-05	"RPS4X/RPS9/RPL21/RPL17/RPS27A/RPL6/RPL10A/ZFP36/RPS7/RPS5/RPL7/RPL5/HSPB1/HSPA8/CIRBP/BTG2"	16
"GO:0098869"	"GO:0098869"	"cellular oxidant detoxification"	"9/177"	"103/18866"	5.41040370445954e-07	5.83763903146686e-05	4.43633465276737e-05	"SOD3/CYGB/PRDX6/FBLN5/GSTT1/GPX3/MGST1/SOD2/APOE"	9
"GO:0048545"	"GO:0048545"	"response to steroid hormone"	"15/177"	"346/18866"	9.82288244973447e-07	0.000101024278991193	7.67737620026932e-05	"IGFBP7/TFPI/ZFP36/FOSB/SERPINF1/IGFBP2/DDIT4/TCF21/ENG/ATP1A1/FOS/ERRFI1/PTN/TXNIP/DUSP1"	15
"GO:1901342"	"GO:1901342"	"regulation of vasculature development"	"17/177"	"444/18866"	1.01782650051283e-06	0.000101024278991193	7.67737620026932e-05	"C3/HSPB6/CYP1B1/FBLN5/HSPB1/SERPINF1/GADD45A/ENG/ADAMTS1/THBS4/F3/COL4A2/SOD2/RHOB/EGR1/PTN/SERPINE1"	17
"GO:0050678"	"GO:0050678"	"regulation of epithelial cell proliferation"	"16/177"	"395/18866"	1.03316616417967e-06	0.000101024278991193	7.67737620026932e-05	"REG1A/ZFP36/CCL2/MYC/NFIB/GPC3/SERPINF1/NR2F2/THBS4/F3/JUN/IGF1/ERRFI1/CXCL12/PTN/APOE"	16
"GO:0040013"	"GO:0040013"	"negative regulation of locomotion"	"16/177"	"397/18866"	1.1038086417605e-06	0.000104348334395988	7.9299889791774e-05	"TIMP1/APOD/CYGB/CCL2/CYP1B1/SERPINF1/NR2F2/GADD45A/ENG/FBLN1/RHOB/CXCL12/PTN/APOE/DUSP1/SERPINE1"	16
"GO:0030336"	"GO:0030336"	"negative regulation of cell migration"	"15/177"	"350/18866"	1.13385853929805e-06	0.000104348334395988	7.9299889791774e-05	"TIMP1/APOD/CYGB/CCL2/CYP1B1/SERPINF1/NR2F2/GADD45A/ENG/RHOB/CXCL12/PTN/APOE/DUSP1/SERPINE1"	15
"GO:0051271"	"GO:0051271"	"negative regulation of cellular component movement"	"16/177"	"400/18866"	1.21796804213227e-06	0.000108886342966625	8.27485656293776e-05	"TIMP1/APOD/CYGB/CCL2/CYP1B1/SERPINF1/NR2F2/GADD45A/ENG/FBLN1/RHOB/CXCL12/PTN/APOE/DUSP1/SERPINE1"	16
"GO:0050673"	"GO:0050673"	"epithelial cell proliferation"	"17/177"	"453/18866"	1.33910439530659e-06	0.000116390490358731	8.84513692689354e-05	"REG1A/ZFP36/CCL2/MYC/NFIB/GPC3/SERPINF1/NR2F2/IGFBP4/THBS4/F3/JUN/IGF1/ERRFI1/CXCL12/PTN/APOE"	17
"GO:0006401"	"GO:0006401"	"RNA catabolic process"	"16/177"	"415/18866"	1.96503900538004e-06	0.000162477634220444	0.000123475459018009	"RPS4X/RPS9/RPL21/RPL17/RPS27A/RPL6/RPL10A/ZFP36/RPS7/RPS5/RPL7/RPL5/HSPB1/HSPA8/CIRBP/BTG2"	16
"GO:0010038"	"GO:0010038"	"response to metal ion"	"15/177"	"366/18866"	1.97320233313418e-06	0.000162477634220444	0.000123475459018009	"MT2A/SOD3/MT1X/GSN/JUNB/FOSB/S100A13/SERPINF1/MT1E/IGFBP2/MT1M/JUN/FOS/TXNIP/DUSP1"	15
"GO:0046686"	"GO:0046686"	"response to cadmium ion"	"7/177"	"64/18866"	2.24926635833457e-06	0.000180460370134074	0.000137141503467687	"MT2A/MT1X/GSN/MT1E/MT1M/JUN/FOS"	7
"GO:0000302"	"GO:0000302"	"response to reactive oxygen species"	"12/177"	"235/18866"	2.32667965277385e-06	0.000182004515838234	0.000138314982516214	"SOD3/APOD/CST3/CYP1B1/FBLN5/JUN/FOS/SOD2/RHOB/TXNIP/APOE/DUSP1"	12
"GO:0046688"	"GO:0046688"	"response to copper ion"	"6/177"	"43/18866"	2.86348833451711e-06	0.000218533048748879	0.000166074971698951	"MT2A/SOD3/MT1X/S100A13/MT1E/MT1M"	6
"GO:0031960"	"GO:0031960"	"response to corticosteroid"	"10/177"	"164/18866"	3.45928650185354e-06	0.000257716844388089	0.000195852837285392	"IGFBP7/ZFP36/FOSB/SERPINF1/IGFBP2/DDIT4/ENG/FOS/ERRFI1/DUSP1"	10
"GO:0006612"	"GO:0006612"	"protein targeting to membrane"	"11/177"	"210/18866"	4.86362228119786e-06	0.000353913351578328	0.000268957716847637	"RPS4X/RPS9/RPL21/RPL17/RPS27A/RPL6/RPL10A/RPS7/RPS5/RPL7/RPL5"	11
"GO:0010712"	"GO:0010712"	"regulation of collagen metabolic process"	"6/177"	"49/18866"	6.2692037637548e-06	0.000442523614830844	0.000336297403206969	"CST3/MFAP4/CYGB/F2R/ENG/ERRFI1"	6
"GO:0045765"	"GO:0045765"	"regulation of angiogenesis"	"15/177"	"403/18866"	6.36419388539085e-06	0.000442523614830844	0.000336297403206969	"C3/HSPB6/CYP1B1/FBLN5/HSPB1/SERPINF1/GADD45A/ENG/ADAMTS1/THBS4/F3/COL4A2/RHOB/PTN/SERPINE1"	15
"GO:1902430"	"GO:1902430"	"negative regulation of amyloid-beta formation"	"4/177"	"14/18866"	6.96595381579255e-06	0.000473836293252498	0.000360093585123006	"NTRK2/CLU/IGF1/APOE"	4
"GO:0006956"	"GO:0006956"	"complement activation"	"10/177"	"178/18866"	7.17041551722307e-06	0.000477366599008319	0.000362776453603738	"C7/MFAP4/C3/C1R/A2M/CFD/C1S/CLU/COLEC11/CFH"	10
"GO:0032355"	"GO:0032355"	"response to estradiol"	"9/177"	"141/18866"	7.43668541596595e-06	0.00048477893055328	0.000368409481461997	"CST3/TFPI/MAP1B/GGT5/IGFBP2/NR2F2/PTN/TXNIP/DUSP1"	9
"GO:0034599"	"GO:0034599"	"cellular response to oxidative stress"	"13/177"	"310/18866"	7.61515495265349e-06	0.000486282037690873	0.000369551773105139	"SOD3/CST3/INS/CYP1B1/PRDX6/FBLN5/GPX3/MGST1/HSPB1/JUN/FOS/SOD2/RHOB"	13
"GO:0062197"	"GO:0062197"	"cellular response to chemical stress"	"14/177"	"360/18866"	7.98611925229851e-06	0.00049977134280884	0.000379803018756681	"SOD3/CST3/INS/CYP1B1/PRDX6/FBLN5/GPX3/MGST1/HSPB1/JUN/FOS/SOD2/ERRFI1/RHOB"	14
"GO:0010273"	"GO:0010273"	"detoxification of copper ion"	"4/177"	"15/18866"	9.42951444225445e-06	0.000567402897881042	0.000431199860831029	"MT2A/MT1X/MT1E/MT1M"	4
"GO:1990169"	"GO:1990169"	"stress response to copper ion"	"4/177"	"15/18866"	9.42951444225445e-06	0.000567402897881042	0.000431199860831029	"MT2A/MT1X/MT1E/MT1M"	4
"GO:0044706"	"GO:0044706"	"multi-multicellular organism process"	"11/177"	"226/18866"	9.77110476653882e-06	0.000576863902160377	0.000438389784858216	"TIMP1/CST3/IGFBP7/JUNB/FOSB/IGFBP2/NR2F2/FBLN1/FOS/SERPINE2/PTN"	11
"GO:0007568"	"GO:0007568"	"aging"	"13/177"	"319/18866"	1.03448878546949e-05	0.000593142299072415	0.000450760610790259	"TIMP1/APOD/GSN/PRELP/CTSC/SERPINF1/IGFBP2/ENG/COL4A2/JUN/FOS/SOD2/SERPINE1"	13
"GO:0051384"	"GO:0051384"	"response to glucocorticoid"	"9/177"	"147/18866"	1.04259592358526e-05	0.000593142299072415	0.000450760610790259	"IGFBP7/ZFP36/FOSB/SERPINF1/IGFBP2/DDIT4/FOS/ERRFI1/DUSP1"	9
"GO:1901214"	"GO:1901214"	"regulation of neuron death"	"13/177"	"321/18866"	1.1057280173103e-05	0.000617825529672127	0.000469518720132323	"CCL2/HSP90AB1/NTRK2/CLU/SERPINF1/DDIT4/F2R/BTG2/JUN/FOS/SOD2/EGR1/APOE"	13
"GO:0030193"	"GO:0030193"	"regulation of blood coagulation"	"7/177"	"82/18866"	1.19461662641841e-05	0.000655781653344422	0.000498363612018318	"TFPI/F2R/TSPAN8/F3/SERPINE2/APOE/SERPINE1"	7
"GO:0070371"	"GO:0070371"	"ERK1 and ERK2 cascade"	"13/177"	"325/18866"	1.26128600608598e-05	0.000680442053972936	0.000517104371642147	"CCL2/MYC/GAS6/NDRG2/F2R/AKAP12/FBLN1/JUN/IGF1/ERRFI1/SPRY1/APOE/DUSP1"	13
"GO:1900046"	"GO:1900046"	"regulation of hemostasis"	"7/177"	"83/18866"	1.29442371782278e-05	0.000686483358147029	0.000521695482348199	"TFPI/F2R/TSPAN8/F3/SERPINE2/APOE/SERPINE1"	7
"GO:0006959"	"GO:0006959"	"humoral immune response"	"14/177"	"377/18866"	1.34281920988531e-05	0.000700280217955189	0.000532180455286126	"C7/MFAP4/REG1A/C3/C1R/A2M/CCL2/CFD/C1S/CLU/COLEC11/DEFB1/SLPI/CFH"	14
"GO:0071248"	"GO:0071248"	"cellular response to metal ion"	"10/177"	"193/18866"	1.45662226805871e-05	0.000738998117011023	0.00056160426109835	"MT2A/MT1X/GSN/JUNB/FOSB/SERPINF1/MT1E/MT1M/JUN/FOS"	10
"GO:1904019"	"GO:1904019"	"epithelial cell apoptotic process"	"8/177"	"117/18866"	1.46429796275754e-05	0.000738998117011023	0.00056160426109835	"ZFP36/GSN/CCL2/GAS6/SFRP4/KRT18/KRT8/SERPINE1"	8
"GO:0006957"	"GO:0006957"	"complement activation, alternative pathway"	"4/177"	"17/18866"	1.62015499116535e-05	0.000768100752629753	0.000583720913084931	"C7/C3/CFD/CFH"	4
"GO:0061687"	"GO:0061687"	"detoxification of inorganic compound"	"4/177"	"17/18866"	1.62015499116535e-05	0.000768100752629753	0.000583720913084931	"MT2A/MT1X/MT1E/MT1M"	4
"GO:0097501"	"GO:0097501"	"stress response to metal ion"	"4/177"	"17/18866"	1.62015499116535e-05	0.000768100752629753	0.000583720913084931	"MT2A/MT1X/MT1E/MT1M"	4
"GO:1902992"	"GO:1902992"	"negative regulation of amyloid precursor protein catabolic process"	"4/177"	"17/18866"	1.62015499116535e-05	0.000768100752629753	0.000583720913084931	"NTRK2/CLU/IGF1/APOE"	4
"GO:0007565"	"GO:0007565"	"female pregnancy"	"10/177"	"196/18866"	1.66517164297435e-05	0.000777660010577125	0.000590985505338422	"TIMP1/CST3/IGFBP7/JUNB/FOSB/IGFBP2/NR2F2/FBLN1/FOS/PTN"	10
"GO:0072593"	"GO:0072593"	"reactive oxygen species metabolic process"	"12/177"	"288/18866"	1.83404861838583e-05	0.000843932077489596	0.000641349199525323	"SOD3/INS/CYP1B1/PRDX6/FBLN5/GPX3/PDK4/HSP90AB1/CLU/DDIT4/GADD45A/SOD2"	12
"GO:0050818"	"GO:0050818"	"regulation of coagulation"	"7/177"	"88/18866"	1.9028720923544e-05	0.000862911127098104	0.000655772396129457	"TFPI/F2R/TSPAN8/F3/SERPINE2/APOE/SERPINE1"	7
"GO:0001933"	"GO:0001933"	"negative regulation of protein phosphorylation"	"15/177"	"444/18866"	1.99968734143054e-05	0.000881270660751572	0.000669724789368657	"SPINK1/MYC/NDRG2/HSPB1/DDIT4/NR2F2/GADD45A/ENG/FBLN1/JUN/SOCS3/ERRFI1/SPRY1/APOE/DUSP1"	15
"GO:0006605"	"GO:0006605"	"protein targeting"	"15/177"	"444/18866"	1.99968734143054e-05	0.000881270660751572	0.000669724789368657	"RPS4X/RPS9/RPL21/RPL17/RPS27A/RPL6/RPL10A/RPS7/RPS5/RPL7/TOMM7/RPL5/CLU/HSPA8/AKAP12"	15
"GO:0090150"	"GO:0090150"	"establishment of protein localization to membrane"	"13/177"	"342/18866"	2.15835818192458e-05	0.000937986493228058	0.000712826189030355	"RPS4X/RPS9/RPL21/RPL17/RPS27A/RPL6/RPL10A/RPS7/RPS5/RPL7/RPL5/SPTBN1/KRT18"	13
"GO:0002576"	"GO:0002576"	"platelet degranulation"	"8/177"	"129/18866"	2.97547377507112e-05	0.00127537773180788	0.000969227867034702	"TIMP1/A2M/GAS6/CFD/CLU/SERPINA1/IGF1/SERPINE1"	8
"GO:0070997"	"GO:0070997"	"neuron death"	"13/177"	"360/18866"	3.67639315010468e-05	0.0015545181306321	0.00118136161110761	"CCL2/HSP90AB1/NTRK2/CLU/SERPINF1/DDIT4/F2R/BTG2/JUN/FOS/SOD2/EGR1/APOE"	13
"GO:0043687"	"GO:0043687"	"post-translational protein modification"	"13/177"	"363/18866"	4.0041626822548e-05	0.0016705366710367	0.0012695303156791	"TIMP1/CST3/IGFBP7/SPARCL1/C3/GPC3/GAS6/LTBP1/SERPINA1/ZBTB16/IGFBP4/SOCS3/APOE"	13
"GO:0071241"	"GO:0071241"	"cellular response to inorganic substance"	"10/177"	"221/18866"	4.64718005557421e-05	0.0019132929465647	0.00145401381517204	"MT2A/MT1X/GSN/JUNB/FOSB/SERPINF1/MT1E/MT1M/JUN/FOS"	10
"GO:0009235"	"GO:0009235"	"cobalamin metabolic process"	"4/177"	"22/18866"	4.8002790647784e-05	0.00195065885632358	0.0014824101718844	"CTRB2/PRSS1/CTRB1/CTRC"	4
"GO:0042326"	"GO:0042326"	"negative regulation of phosphorylation"	"15/177"	"484/18866"	5.3759222301344e-05	0.00214447169454601	0.00162969893121375	"SPINK1/MYC/NDRG2/HSPB1/DDIT4/NR2F2/GADD45A/ENG/FBLN1/JUN/SOCS3/ERRFI1/SPRY1/APOE/DUSP1"	15
"GO:0042982"	"GO:0042982"	"amyloid precursor protein metabolic process"	"6/177"	"71/18866"	5.41429414730375e-05	0.00214447169454601	0.00162969893121375	"ITM2B/NTRK2/CLU/ITM2A/IGF1/APOE"	6
"GO:0006720"	"GO:0006720"	"isoprenoid metabolic process"	"8/177"	"144/18866"	6.52009351602684e-05	0.002550171576456	0.00193801200693482	"ALDH1A1/GPC3/CYP1B1/ADH1B/CLPS/NPC2/RBP1/APOE"	8
"GO:0071294"	"GO:0071294"	"cellular response to zinc ion"	"4/177"	"24/18866"	6.87158806968165e-05	0.00265446902099184	0.00201727322279543	"MT2A/MT1X/MT1E/MT1M"	4
"GO:0001523"	"GO:0001523"	"retinoid metabolic process"	"7/177"	"108/18866"	7.14273236674079e-05	0.00272556214335755	0.00207130069531033	"ALDH1A1/GPC3/CYP1B1/ADH1B/CLPS/RBP1/APOE"	7
"GO:1904018"	"GO:1904018"	"positive regulation of vasculature development"	"10/177"	"235/18866"	7.77203347375103e-05	0.00292996298064662	0.00222663584238473	"C3/HSPB6/CYP1B1/HSPB1/ENG/F3/SOD2/RHOB/EGR1/SERPINE1"	10
"GO:0043524"	"GO:0043524"	"negative regulation of neuron apoptotic process"	"8/177"	"149/18866"	8.29019398605076e-05	0.00308809725980391	0.00234681055319407	"CCL2/HSP90AB1/NTRK2/F2R/BTG2/JUN/SOD2/APOE"	8
"GO:0034350"	"GO:0034350"	"regulation of glial cell apoptotic process"	"3/177"	"10/18866"	9.28232013509742e-05	0.00333843444858849	0.00253705519481973	"CCL2/GAS6/AKAP12"	3
"GO:0072203"	"GO:0072203"	"cell proliferation involved in metanephros development"	"3/177"	"10/18866"	9.28232013509742e-05	0.00333843444858849	0.00253705519481973	"MYC/GPC3/EGR1"	3
"GO:0097278"	"GO:0097278"	"complement-dependent cytotoxicity"	"3/177"	"10/18866"	9.28232013509742e-05	0.00333843444858849	0.00253705519481973	"C3/HSP90AB1/CFH"	3
"GO:0032963"	"GO:0032963"	"collagen metabolic process"	"7/177"	"113/18866"	9.51265118491876e-05	0.00334952118772608	0.0025454806018648	"CST3/MFAP4/CYGB/F2R/ENG/ERRFI1/COL15A1"	7
"GO:0043567"	"GO:0043567"	"regulation of insulin-like growth factor receptor signaling pathway"	"4/177"	"26/18866"	9.52724147355772e-05	0.00334952118772608	0.0025454806018648	"IGFBP2/IGFBP6/IGFBP4/IGF1"	4
"GO:0007596"	"GO:0007596"	"blood coagulation"	"12/177"	"343/18866"	9.94033557085793e-05	0.00345592333346827	0.00262634129293194	"TFPI/A2M/GAS6/HSPB1/SERPINA1/F2R/TSPAN8/F3/FBLN1/SERPINE2/APOE/SERPINE1"	12
"GO:0016101"	"GO:0016101"	"diterpenoid metabolic process"	"7/177"	"114/18866"	0.000100557991843673	0.003457647873394	0.00262765186321409	"ALDH1A1/GPC3/CYP1B1/ADH1B/CLPS/RBP1/APOE"	7
"GO:0030195"	"GO:0030195"	"negative regulation of blood coagulation"	"5/177"	"50/18866"	0.000103403720388778	0.00351685044670094	0.00267264307046052	"TFPI/TSPAN8/SERPINE2/APOE/SERPINE1"	5
"GO:0030449"	"GO:0030449"	"regulation of complement activation"	"7/177"	"115/18866"	0.000106239244995613	0.00357443653323948	0.00271640582280802	"C7/C3/C1R/A2M/C1S/CLU/CFH"	7
"GO:1900047"	"GO:1900047"	"negative regulation of hemostasis"	"5/177"	"51/18866"	0.000113779164717304	0.00373563648034645	0.00283891029893614	"TFPI/TSPAN8/SERPINE2/APOE/SERPINE1"	5
"GO:0007599"	"GO:0007599"	"hemostasis"	"12/177"	"348/18866"	0.000113893657059679	0.00373563648034645	0.00283891029893614	"TFPI/A2M/GAS6/HSPB1/SERPINA1/F2R/TSPAN8/F3/FBLN1/SERPINE2/APOE/SERPINE1"	12
"GO:0051348"	"GO:0051348"	"negative regulation of transferase activity"	"11/177"	"296/18866"	0.000114666905012437	0.00373563648034645	0.00283891029893614	"ZFP36/RPS7/RPL5/HSPB1/NR2F2/GADD45A/SOCS3/ERRFI1/SPRY1/APOE/DUSP1"	11
"GO:1901654"	"GO:1901654"	"response to ketone"	"9/177"	"200/18866"	0.000116607599617856	0.00373563648034645	0.00283891029893614	"IGFBP7/FOSB/SERPINF1/DDIT4/FOS/ERRFI1/PTN/TXNIP/DUSP1"	9
"GO:0050817"	"GO:0050817"	"coagulation"	"12/177"	"349/18866"	0.000116999800279307	0.00373563648034645	0.00283891029893614	"TFPI/A2M/GAS6/HSPB1/SERPINA1/F2R/TSPAN8/F3/FBLN1/SERPINE2/APOE/SERPINE1"	12
"GO:0031099"	"GO:0031099"	"regeneration"	"9/177"	"201/18866"	0.000121103289364397	0.00380430745530459	0.00289109705186896	"APOD/REG1A/GSN/MAP1B/GAS6/JUN/IGF1/CXCL12/PTN"	9
"GO:0022617"	"GO:0022617"	"extracellular matrix disassembly"	"6/177"	"82/18866"	0.000121582213336676	0.00380430745530459	0.00289109705186896	"TIMP1/CST3/CTRB2/PRSS1/A2M/CTRB1"	6
"GO:0071280"	"GO:0071280"	"cellular response to copper ion"	"4/177"	"28/18866"	0.000128585531552083	0.00390625367210162	0.00296857144380332	"MT2A/MT1X/MT1E/MT1M"	4
"GO:0072376"	"GO:0072376"	"protein activation cascade"	"4/177"	"28/18866"	0.000128585531552083	0.00390625367210162	0.00296857144380332	"TFPI/A2M/F3/FBLN1"	4
